"Name","Team","Offensive.Snaps","Composite_Score","Player_Grade"
"Will Tellers","ELON",59,100,"A"
"EJ Pullins","ARKAPB",36,94.02,"A"
"Hunter Gulley","E KENTUCKY",25,91.9,"A"
"Kiande Marsh","SCAR STATE",64,91.57,"A"
"Kamron Barnes","NICHOLLS",42,90.8,"A"
"Jacob Messina","LEHIGH",70,90.18,"A"
"Chris McCullers","VILLANOVA",47,89.95,"A"
"Daz Galloway","MURRAY ST",42,89.21,"A"
"Noah Okoye","NC A&T",27,88.66,"A"
"Antonio Gaines","E KENTUCKY",50,88.45,"A"
"Jamarius Wilson","SCAR STATE",64,84.81,"A"
"Spencer Adams","LAFAYETTE",59,82.73,"A"
"Michael Dincher","LAFAYETTE",59,80.21,"A"
"Frank Moss","GRAMBLING",47,79.63,"B"
"Kahini Austin","DUQUESNE",35,79.29,"B"
"Marcus Smith","HOUCHR",60,78.54,"B"
"Sean Haney","COLGATE",51,78.52,"B"
"Arvid Sillberg","NEW HAMP",61,78.49,"B"
"Dezmond Penn","ALABAMA ST",53,77.91,"B"
"Panayiotis Mihalopoulos","E ILLINOIS",45,77.91,"B"
"Kelan Washington","MERCER",44,77.62,"B"
"Will Evans","GEORGETOWN",53,77.35,"B"
"Tyler James","WAGNER",77,77.08,"B"
"Tyrone McDuffie III","NWSTATE",29,76.37,"B"
"Leon Evans","IDAHO",61,76.25,"B"
"Kellen Francis","S ILLINOIS",73,76.07,"B"
"Reggie Houston","WOFFORD",55,75.99,"B"
"Kelsey Hundley","RICHMOND",69,75.51,"B"
"Evan Romano","STHLSK",30,75.34,"B"
"Dolapo Egunjobi","TENN MARTN",64,74.21,"B"
"Josiah Ware","STNY BROOK",67,73.4,"B"
"Jaden White","ARKAPB",41,73.23,"B"
"Ty Brown","PRVIEW A&M",30,72.81,"B"
"Jayden Daniels","TEXAS STHN",78,71.71,"B"
"Tyler Heggins-Hill","CITADEL",66,71.18,"B"
"Deshawn Leonard","ELON",59,70.91,"B"
"Andy Hertlein","INDIANA ST",50,70.72,"B"
"Eli Freeman","LNDNWD",26,69.87,"B"
