"Name","Team","Offensive.Snaps","Composite_Score","Player_Grade"
"Micah Sumpter","E TENN ST",43,69.76,"B"
"Bo Fowler","RICHMOND",69,69.43,"B"
"Tommy Jeleniewski","STHLSK",33,69.17,"B"
"Jack Beardall","SO UTAH",65,69.13,"B"
"Cole Fuller","CAL POLY",49,68.62,"B"
"Kanyon Ives","STF AUSTIN",69,68.24,"B"
"Caden Bowers","PRVIEW A&M",39,68.17,"B"
"Noah Stanley","MAINE",49,68.05,"B"
"Charles Mackley","BUTLER",43,67.42,"B"
"Pete Jarvis","ROB MORRIS",67,67.09,"B"
"Abiathar Curry","MERCER",44,66.61,"B"
"Jalani Liva","SO UTAH",71,66.47,"B"
"Marc Koumoundouros","ROB MORRIS",56,65.87,"B"
"Landon Woodard","ILL STATE",71,65.09,"B"
"Mason Merriwether","CAMPBELL",83,64.13,"B"
"Howard Stedford","IDAHO",61,63.12,"B"
"Blake Hoegler","MERCYHURST",57,62.91,"B"
"Will Van Neil","ALBANY",46,62.8,"B"
"Keon Daceus","CHISTA",61,62.71,"B"
"Lucas Catoggio","HOLY CROSS",25,62.56,"B"
"John Hester","LAMAR",62,62.36,"B"
"Luke Surrett","RICHMOND",32,62.34,"B"
"Tevon Bush","MOREHEAD",39,62.15,"B"
"Peter Fiumara","STHLSK",63,62.06,"B"
"Anthony Johns","E KENTUCKY",51,61.85,"B"
"Benjamin Hicks","AUSTINPEAY",28,61.78,"B"
"Derek Joiner","TARLETON",60,61.33,"B"
"Carson Wheeler","N ALABAMA",38,61.13,"B"
"Jadon Blake","BETH COOK",62,61.11,"B"
"Eliseo Polanco","NEWHVN",60,60.76,"B"
"Jaden Brinkley","WOFFORD",55,60.75,"B"
"Jason Crowder","STF AUSTIN",69,60.67,"B"
"Charlie Kruger","IDAHO ST",65,60.43,"B"
"Ben Martel","BRYANT",45,60.25,"B"
"David Main","UC DAVIS",41,60.12,"B"
"Graham McLelland","MURRAY ST",44,59.58,"C"
"Luke Rogers","NEW HAMP",61,58.93,"C"
"David Trujillo","E ILLINOIS",34,58.37,"C"
"Navi Arretche","MERCYHURST",37,58.35,"C"
"Nason Simmons","TENN TECH",46,57.57,"C"
"Burke Mastel","MONTANA ST",49,57.49,"C"
"Caden Ellingson","S DAKOTA",58,57.08,"C"
"Kameron Durant","CAMPBELL",83,56.99,"C"
"Jayden Montanez","UC DAVIS",68,56.88,"C"
"Brady Bakke","N ARIZONA",29,56.85,"C"
"Jack Hunt","W GEORGIA",54,56.7,"C"
"Chizara Alegbe","HOUCHR",58,56.53,"C"
"Robbie Dunn","VA MILT IN",49,56.12,"C"
"Falesalafai Gatoloai","SAN DIEGO",61,56.08,"C"
"Vincent Boila","ROB MORRIS",67,55.98,"C"
"Joshua Miller","AUSTINPEAY",30,55.9,"C"
"Nick Herzog","S DAKOTA",58,55.78,"C"
"Jaylen Pitts","HOWARD",65,54.38,"C"
"Marco DeCroce","FORDHAM",30,54.38,"C"
"Nick Hughes","TXRG",71,54.37,"C"
"Cayden Bowie","PRVIEW A&M",26,53.76,"C"
"Everett Carr","MONTANA ST",38,53.74,"C"
"Evan Cooke","MORGAN ST",35,53.25,"C"
"Robert Clark","CHARLES SO",30,53.19,"C"
"Drue Duncan","MOREHEAD",29,53.04,"C"
"Tommy Broderick","VILLANOVA",53,52.93,"C"
"Tristan Fui","CAL POLY",60,52.65,"C"
"Ian Erickson","MAINE",57,52.61,"C"
"Jeron Lewis","SOUTHERN U",60,52.1,"C"
"Micah Martin","MURRAY ST",52,51.85,"C"
"Terrance Saunders II","TARLETON",60,51.75,"C"
"Bobby Galindo","COLGATE",51,51.75,"C"
"Reed Collins","MONMOUTH",28,51.74,"C"
"Alofaletauia Maluia","FURMAN",37,51.73,"C"
"Sam Liu","MCNEESE",50,51.65,"C"
"Brody Cutrer","WEBER ST",77,51.65,"C"
"Malachi Godfrey","TEXAS STHN",78,51.61,"C"
"Kolbe Breland","NC A&T",54,51.51,"C"
"Nick Paul","CHATTNOOGA",57,51.47,"C"
"Dylan Richardson","CHARLES SO",35,51.37,"C"
"Sam Fallon","ALBANY",73,51.35,"C"
"Cole Canty","DUQUESNE",25,50.84,"C"
"Mikyal Trotter","SOUTHERN U",66,50.82,"C"
"William Paepke","S DAK ST",92,50.81,"C"
"Lucas Freitas","MONTANA",47,50.5,"C"
"Isaac Perkins","YNGTOWN ST",68,50.37,"C"
"Mark Mulhern","BUCKNELL",72,50.35,"C"
"Dyllan Drummond","MONTANA",69,50.24,"C"
"Aiden Taylor","LNDNWD",48,50.22,"C"
"Dylan Rollins","MONTANA ST",25,50.09,"C"
"Collin Wright","N ALABAMA",42,50.03,"C"
"Tracy Jackson","CHATTNOOGA",57,50.01,"C"
"Derek Harden Jr.","S ILLINOIS",73,49.8,"C"
"Michael Gradle","E WASHGTON",61,49.7,"C"
"Larodney McQueen","TENN STATE",60,49.55,"C"
"Corin Boudreaux","SE LA",38,49.35,"C"
"Mark Johnson","E WASHGTON",77,49.3,"C"
"Mateo Lucero","TENN TECH",55,49.21,"C"
"Dayen Marouf-Araibi","RHODE ISLD",62,49.12,"C"
"Shane Keenan","YNGTOWN ST",61,48.96,"C"
"Collin Goetter","MONMOUTH",66,48.82,"C"
"Wyatt Sandford","MONTANA",27,48.75,"C"
"Jeff Burton","AUSTINPEAY",45,47.94,"C"
"Pesi Fonua","UTAHTC",47,47.84,"C"
"Gavin Gleason","UTAHTC",30,47.4,"C"
"Ben Mercado","SACR HEART",76,47.08,"C"
"James Spainhour","WM & MARY",55,46.94,"C"
"Jaden Bryant","ALCORN ST",55,46.87,"C"
"Mosiah Talanoa","GEORGETOWN",57,46.66,"C"
"Ryan Long","WAGNER",77,46.24,"C"
"Aidan Palmer","LEHIGH",70,46.07,"C"
"Endrei Sauls","LAMAR",52,45.99,"C"
"Logan Potter","SE LA",38,45.9,"C"
"Mason LaFond","FORDHAM",48,45.89,"C"
"Chris Sweeney","GRAMBLING",47,45.88,"C"
"Miada Jones","DELWARE ST",64,45.7,"C"
"Tyler Kohler","NEWHVN",48,45.45,"C"
"Jordan Davis","FL A&M",56,45.38,"C"
"Cameran Rogers","ALCORN ST",52,45.08,"C"
"Tavaris Ross","HOWARD",65,44.66,"C"
"Wade Victor","LIUSHAR",54,44.54,"C"
"Zane Feltz","SAN DIEGO",61,43.68,"C"
"Aaron McIver","W CAROLINA",64,43.6,"C"
"Damon McMillian Jr.","RHODE ISLD",62,42.93,"C"
"Kaden Carr","ABILENE CH",55,42.46,"C"
"Leon Crutcher","WEBER ST",77,41.59,"C"
"Aidan Johnson","TOWSON",42,41.51,"C"
"Danny Aselton","BUCKNELL",72,41.5,"C"
"George Dragovich","TXAMEA",46,41.48,"C"
"AJ Burton","N COLORADO",76,41.43,"C"
"Nate Compere","LNDNWD",74,41.22,"C"
"Jalen Nettles","SE MO ST",61,41.08,"C"
"Logan Miller","W GEORGIA",31,40.81,"C"
"Eric Lane","TENN MARTN",64,40.43,"C"
"Michael Wells","BUTLER",44,40.39,"C"
"Alex Jones","DAVIDSON",64,40.36,"C"
"Jefferson Giles","N ARIZONA",37,40.11,"C"
"Levi Johnson","N COLORADO",76,39.77,"D"
"Joshua Vaughan","MS VLY ST",26,39.22,"D"
"Caleb Smith","NICHOLLS",55,39.03,"D"
"Will Janis","HOLY CROSS",48,38.92,"D"
"Demoni Taylor","SE MO ST",65,38.77,"D"
"Trey Price","UTAHTC",57,38.39,"D"
"Kuba Tyszka","HOLY CROSS",47,38.02,"D"
"Jackson Kerstin","S DAK ST",92,37.72,"D"
"Ethan Hunt","CHARLES SO",41,37.7,"D"
"Moussa Seck","SAMFORD",40,37.54,"D"
"Tristan Lewis","PORTLAND",83,37.03,"D"
"Omari Allen","HAMPTON",37,36.2,"D"
"Korede Folorunso","TXAMEA",34,35.93,"D"
"Dom Wise","MOREHEAD",33,35.71,"D"
"Preston Lilley","GARD-WEBB",85,35.7,"D"
"Robert Yakovchuk","LIUSHAR",49,34.74,"D"
"Kaleb Pearley","SAMFORD",28,34.69,"D"
"Rory Lambert","NWSTATE",56,34.49,"D"
"Jaedon Garcia","IDAHO ST",65,34.36,"D"
"Jacob Darby","MURRAY ST",52,34.15,"D"
"Jack Funke","BRYANT",48,34.11,"D"
"Dru McClough","PRESBYTERN",58,33.42,"D"
"Adrian Lopez","GARD-WEBB",85,33,"D"
"Jacob King","W GEORGIA",50,32.99,"D"
"Jaydon Harris","DUQUESNE",35,32.24,"D"
"Chase Tepper","SAN DIEGO",61,31.75,"D"
"Isaac Boulger","W CAROLINA",64,31.49,"D"
"Sean Broderick","LIUSHAR",54,31.41,"D"
"Isaiah Hall","E TENN ST",39,31.26,"D"
"Dorian Arguelles","W ILLINOIS",49,31.2,"D"
"Liam Turner","DAVIDSON",64,30.79,"D"
"Kevin Garcia","STNY BROOK",67,29.57,"D"
"Reagan Gill","MCNEESE",50,27.79,"D"
"Damaurius Stewart","HAMPTON",45,26.22,"D"
"Alec Washington","MORGAN ST",27,25.8,"D"
"Lakeem Steele","MERRIMACK",59,25.41,"D"
"Christopher Williams","FL A&M",63,24.39,"D"
"Kai Gadson","FL A&M",42,23.78,"D"
"Verron Clarke","BETH COOK",52,22.61,"D"
"James Bailey","TXRG",71,22.14,"D"
"Tyler Douthit","SAMFORD",52,21.74,"D"
"Bryce Rainwater","FURMAN",58,21.27,"D"
"Tommy Dickinson","MERRIMACK",59,20.88,"D"
"Carter Giberson","ALBANY",74,19.91,"F"
"Justin Sokol","SACR HEART",76,18.66,"F"
"Michael Petito","MONMOUTH",38,17.66,"F"
"Jayden Chappell","NORFOLK",61,17.16,"F"
"Aiden Wiles","CITADEL",44,16.31,"F"
"Amori Francis","DELWARE ST",67,16.18,"F"
"Zac Wurm","INDIANA ST",50,14.97,"F"
"Dequan Bradley","VA MILT IN",46,14.76,"F"
"DeQuan Freeland","PORTLAND",84,14.49,"F"
"Connor Johnstone","SAN DIEGO",59,13.8,"F"
"Jaylon Thurman","CHISTA",59,11.94,"F"
"Terry Thomas Jr.","NORFOLK",61,10.49,"F"
"Qae'Shon Sapp","NC A&T",27,10.06,"F"
"Cameron Stevenson Jr.","HOWARD",65,9.98,"F"
"Landon Roaten","ABILENE CH",56,9.12,"F"
"Joseph Cryer","NWSTATE",35,8.45,"F"
"Curtis Francis","MS VLY ST",28,1.71,"F"
"Jermarie Dumas","MS VLY ST",28,1.14,"F"
"Kaleb Ferschke","PRESBYTERN",76,0,"F"
