"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade"
"SAVEON BROWN","BUFFALO",77,100,"A"
"JIQUAVIOUS MARSHALL","LIBERTY",49,99.64,"A"
"MYKE GUNN","LIBERTY",38,91.72,"A"
"JAYDEN BRADLEY","TEXAS ST",77,89.63,"A"
"JOSHUA BARNES","NEW MEXICO",17,89.61,"A"
"MIKE LINDSAY","S DIEGO ST",58,89.61,"A"
"KEN WILLIS","JAMES MAD",40,80.64,"A"
"AARON WARREN","N ILLINOIS",21,80.62,"A"
"ELLIS ELLIS JR.","MEMPHIS",40,80.51,"A"
"EDDIE PLEASANT III","MARSHALL",72,79.22,"B"
"DENVER HARRIS","UNLV",52,77.33,"B"
"JAHMIR TORRES","NEW MEXICO",24,77.25,"B"
"PEYTON TAYLOR","N TEXAS",35,75.88,"B"
"ADRIAN LAING","TEMPLE",20,75.63,"B"
"JARVARIUS SIMS","W MICHIGAN",77,75.53,"B"
"IAN FOSTER","MEMPHIS",50,75.41,"B"
"JAI-AYVIAUYNN CELESTINE","FIU",64,74.64,"B"
"ISHMEL ATKINS","SM HOUSTON",52,74.55,"B"
"KESHAWN DAVILA","N TEXAS",31,74.43,"B"
"ANTHONY MATTISON","MO STATE",40,73.59,"B"
"AVERY DEMERY","LA LAFAYET",72,73.53,"B"
"NOAH FLORES","ARK STATE",39,73.32,"B"
"CATRELL WHITE","AKRON",48,72.36,"B"
"DEVIN ROBINSON","TULSA",33,71.03,"B"
"JAYLON EDMOND","HAWAII",64,70.68,"B"
"JAMARION KOLAGBODI","DELAWARE",53,70.51,"B"
"DRE WALKER","APP STATE",33,70.44,"B"
"JAION JACKSON","C MICHIGAN",29,70.13,"B"
"KAMERON CARTER","LA TECH",35,69.99,"B"
"JABARI STRAIT","TROY",31,69.69,"B"
"DONOVAN WATKINS","TOLEDO",43,69.04,"B"
"AHLSTON WARE","FAU",35,69.02,"B"
"GRECO CARRILLO","S JOSE ST",35,68.71,"B"
"BRENT GORDON JR.","LA LAFAYET",63,68.66,"B"
"WILL YATES","BALL ST",47,68.18,"B"
"TYSON MCCRARY","GA STATE",36,67.75,"B"
"JADEN ALLEN","N TEXAS",41,67.62,"B"
"JOJO JOHNSON","BOWL GREEN",34,67.18,"B"
"TRAVIS ROMAN","COAST CAR",16,66.97,"B"
"JYAIRE BROWN","SO MISS",54,66.35,"B"
"TREY RUBINSTEIN","KENT STATE",35,66.26,"B"
"CHANCE GAMBLE","GA SOUTHRN",79,65.72,"B"
"MARIO THOMPSON","DOMINION",61,65.53,"B"
"CAM ROBINSON","NAVY",75,65.07,"B"
"CALEB WOMACK","S JOSE ST",65,65.04,"B"
"TAYDEN BARNES","NEW MEX ST",26,64.55,"B"
"QUENTAVIUS SCANDRETT","BALL ST",53,64.42,"B"
"JOSHUA FRANKLIN","W MICHIGAN",55,64.38,"B"
"JA'MARION WAYNE","COAST CAR",35,63.8,"B"
"RAYQUAN ADKINS","E MICHIGAN",52,63.41,"B"
"TAY'VION LAWSON","KENNESAW",72,63.23,"B"
"TREZ MOORE","TEXAS ST",64,62.95,"B"
"KJ MINIEFIELD","MIDDLE TN",16,62.76,"B"
"AMARIYUN KNIGHTEN","MIAMI OH",19,62.6,"B"
"JAYDEN LEWIS","LA MONROE",57,62.54,"B"
"DELVON GULLEY","UAB",57,62.38,"B"
"E'ZAIAH SHINE","TULANE",69,62.25,"B"
"JQ BROOKS","JVILLE ST",44,61.97,"B"
"YASSINE FALKE","N ILLINOIS",33,61.89,"B"
"DE'MARCUS PETERS","NEW MEX ST",66,60.79,"B"
"MARSHALL WASHINGTON","N ILLINOIS",39,60.77,"B"
"DONAVAN PHILORD","C MICHIGAN",61,60.57,"B"
"RONALD JACKSON JR.","OHIO",68,60.4,"B"
"RONALD MOORE JR.","LIBERTY",32,60.4,"B"
"JAYDEN ROBERTSON","S JOSE ST",69,60.05,"B"
"CRAIG ROYAL JR.","TEXAS ST",45,59.85,"C"
"KOBI BLACKWELL","BUFFALO",72,59.57,"C"
"DECORIAN THOMPSON","UTEP",23,59.53,"C"
"JEREMIAH HUGHES","HAWAII",61,59.24,"C"
"D'ANGELO MAYES","UTAH ST",67,59.23,"C"
"JUSTIN CONTENT","UTEP",37,59.11,"C"
"DONTRAE HENDERSON","ARK STATE",52,59.06,"C"
"TERRENCE JONES","JAMES MAD",25,59.04,"C"
"BRAXTON MYERS","W KENTUCKY",21,58.92,"C"
"MARION MOORE","N DAK ST",25,58.66,"C"
"KADEN COOK","JVILLE ST",37,58.62,"C"
"CALEB REESE","SACRAMENTO",30,58.1,"C"
"DESMAN HEARNS","WYOMING",60,58.08,"C"
"ZACH MORRIS","UTSA",42,57.84,"C"
"JACKSON LOWE","MIDDLE TN",55,57.21,"C"
"KOBI ALBERT","SO MISS",62,57.13,"C"
"JALEN BELL","DELAWARE",17,56.89,"C"
"THERMAN WILLIAMS","WYOMING",42,56.82,"C"
"TYSON SHAMSID-DEEN","WYOMING",41,56.3,"C"
"CJ SOLIS-LUMAR","WASH STATE",31,56.22,"C"
"TYSON WILLIAMS","TULSA",55,56.14,"C"
"CHRISTIAN WHITE","W KENTUCKY",29,55.97,"C"
"RJ LESTER JR.","UTSA",43,55.94,"C"
"JORDON THOMAS","W MICHIGAN",39,55.84,"C"
"JAMES JOHNSON","MIDDLE TN",34,55.8,"C"
"JASON HARDY","MIDDLE TN",40,55.76,"C"
"JOSIAH COX","S DIEGO ST",60,55.28,"C"
"JAYVON HENDERSON","S ALABAMA",51,54.89,"C"
"ASHTON MCSHANE","LIBERTY",26,54.87,"C"
"KIONTRE HARRIS","FRESNO ST",47,54.74,"C"
"CAESAR MAGEE","SM HOUSTON",36,54.71,"C"
"XAVION GRIFFIN","W KENTUCKY",45,54.55,"C"
"JUSTIN COTTRELL","SM HOUSTON",34,54.28,"C"
"JAJUAN JONES","C MICHIGAN",26,54.2,"C"
"OLIVER BRIDGES","BUFFALO",25,53.99,"C"
"JOSIAH CHARLES","NEW MEX ST",44,53.92,"C"
"DIONTE THORNTON","SACRAMENTO",51,53.78,"C"
"ZANE WOODHAM","TULSA",33,53.72,"C"
"ANTA'VEON MCKENZIE","UAB",57,53.66,"C"
"DENZEL CHAVIS","TEMPLE",23,53.63,"C"
"TEDDY FOSTER","USF",36,53.5,"C"
"RAE'MON MOSBY","E CAROLINA",23,53.49,"C"
"JAYLEN MOSON","S ALABAMA",51,53.18,"C"
"CJ BLOCKER","COLO STATE",57,52.12,"C"
"KEONTEZ BRADLEY","BUFFALO",57,51.93,"C"
"DAVID KABONGO","UTAH ST",39,51.86,"C"
"CHRIS TOOLEY III","FAU",19,51.77,"C"
"DEUCE WALKER","GA STATE",41,51.76,"C"
"JOEL BOAMAH","MO STATE",43,51.64,"C"
"TAI TERRELL","TROY",34,51.59,"C"
"DE'VEION MCLILLEY-BULO","DOMINION",26,51.55,"C"
"JAMAREY SMITH","WASH STATE",60,51.4,"C"
"MALAKAI MURPHY","SO MISS",45,51.31,"C"
"JAHEIM JENKINS","JVILLE ST",24,51.06,"C"
"BARRY DILLON","OHIO",69,50.95,"C"
"JD DREW","TULSA",39,50.89,"C"
"TJ TILLMAN","UTEP",17,50.89,"C"
"JOSIRA ANDREWS","BOWL GREEN",43,50.84,"C"
"ISRAEL PETITE","TOLEDO",31,50.56,"C"
"ANTHONY RICHARD JR.","MEMPHIS",50,50.45,"C"
"TONEY COLEMAN JR.","MIAMI OH",18,50.38,"C"
"KSHAWN COX JR.","DELAWARE",41,50.19,"C"
"NAJEE NELSON","N DAK ST",46,49.99,"C"
"LATRISTAN THOMPSON","UTEP",26,49.59,"C"
"MYLES WOODS","COAST CAR",26,49.43,"C"
"ELIJAH GIPSON","HAWAII",19,48.62,"C"
"NICK SAWYER","BOWL GREEN",20,48.55,"C"
"ANTHONY ROGERS","TULANE",62,48.28,"C"
"BLAKE THOMPSON","OREGON ST",59,48.18,"C"
"DA'VONTAE FLOYD","FIU",34,48.08,"C"
"JUAN BERCHAL","APP STATE",47,48,"C"
"IZAIAH GUY","LIBERTY",32,47.78,"C"
"BRYSON SNELLING","NEVADA",55,47.74,"C"
"BRAYDEN HALL","MARSHALL",37,47.73,"C"
"ANGELO ROSS","E CAROLINA",54,47.57,"C"
"AMARION FORTENBERRY","USF",32,47.43,"C"
"BRANDON CRUTCHFIELD","DOMINION",64,47.27,"C"
"JORDAN LESSARD","COLO STATE",16,47.2,"C"
"SHEMAR WELCH","TROY",28,46.99,"C"
"FRANKIE EDWARDS III","NEW MEXICO",20,46.93,"C"
"JANARD LOCKHARDT","LA TECH",73,46.92,"C"
"CALEB RICKS","S DIEGO ST",36,46.86,"C"
"ERIC ADAMS","APP STATE",19,46.77,"C"
"HYAJAH MILLER","TOLEDO",22,46.76,"C"
"NICK BELL","NAVY",21,46.76,"C"
"ALEX ELLIOTT","N DAK ST",24,46.67,"C"
"TYRELL RUSSELL","TOLEDO",24,46.49,"C"
"LARON DUES","JAMES MAD",21,46.46,"C"
"JK JOHNSON","FAU",26,46.23,"C"
"ORMANIE ARNOLD","NEW MEXICO",15,45.71,"C"
"ANTHONY BENFORD II","N TEXAS",30,45.53,"C"
"BRYCE GRAYS","UTSA",52,45.45,"C"
"MARLIN ODOM","TROY",15,45.41,"C"
"QUANDARIUS KEYES","UNLV",67,45.17,"C"
"DERRICK ROGERS","FAU",38,44.91,"C"
"LIAM LINDO","N ILLINOIS",60,44.68,"C"
"CHARLES MCCARTHERENS","MARSHALL",33,44.65,"C"
"A'TIQ MUHAMMAD","KENT STATE",45,44.64,"C"
"GABE ARAMBOLES","BALL ST",15,44.61,"C"
"TJ CRANDALL","OREGON ST",72,44.27,"C"
"WILLARD FERRELL","W MICHIGAN",28,44.26,"C"
"TRACY HILL JR.","GA SOUTHRN",49,44.16,"C"
"TRE'QUON FEGANS","JVILLE ST",68,44.11,"C"
"JAQUISE ALEXANDER","DELAWARE",34,43.89,"C"
"MAURION ELEAM","LA LAFAYET",59,43.87,"C"
"KENDALL BANNISTER","OHIO",74,43.32,"C"
"DEMARIO BOOKHART","LA TECH",15,43.27,"C"
"KOLBY PEAVY","SO MISS",15,43.14,"C"
"TRULY BELL III","FRESNO ST",18,43.13,"C"
"COLE WATSON","LA TECH",21,43.12,"C"
"JAY HARPER","LA MONROE",61,43.11,"C"
"SHERROD SMITH","BOISE ST",56,42.95,"C"
"RAY JAMES JR.","N DAK ST",42,42.76,"C"
"JAIR MURPHY","USF",30,42.74,"C"
"ARMONI RUE","LA MONROE",21,42.54,"C"
"RYAN GADSON","FIU",42,42.43,"C"
"JAKOBE CAMPBELL","NEW MEX ST",46,42.26,"C"
"JERICO WASHINGTON JR.","BOISE ST",55,42.24,"C"
"DRAVON WILSON","SM HOUSTON",29,42.12,"C"
"ASAAD CHAPMAN","UTSA",40,41.64,"C"
"JUSTIN WATTS","DOMINION",30,41.46,"C"
"CALDRA WILLIFORD","TULSA",45,41.21,"C"
"AIDEN WALKER","NEVADA",66,41.06,"C"
"LOYALL MOUZON","FRESNO ST",47,40.59,"C"
"WARREN SMITH JR.","SACRAMENTO",36,39.85,"D"
"CAM JONES","TOLEDO",30,39.69,"D"
"JUSTIN BROWN","W KENTUCKY",30,39.53,"D"
"KAI RAPOLLA","WASH STATE",65,39.38,"D"
"JERRICK HARPER","RICE",26,39.34,"D"
"DREY BRAXTON","BOWL GREEN",57,39.19,"D"
"DAMILL BOSTIC JR.","COAST CAR",39,38.91,"D"
"KALEB MILES","UTEP",28,38.91,"D"
"TYLER HALLUM","KENNESAW",33,38.27,"D"
"MARKIE GRANT","UTAH ST",60,38.05,"D"
"KHALIL CONLEY","APP STATE",64,37.96,"D"
"ASA LOCKS","TEMPLE",54,37.89,"D"
"MAKANA MEYER","HAWAII",25,37.71,"D"
"TONY-LOUIS NKUBA","UNLV",30,37.64,"D"
"DARRELL SWEETING","UAB",56,37.2,"D"
"KYREN CONDOLL","RICE",34,36.81,"D"
"AHAMAD CHAPMAN","UTSA",46,36.79,"D"
"ROMAN TILLMON","BOISE ST",15,36.71,"D"
"ANTHONY PINNACE","BALL ST",26,36.66,"D"
"CHASE USHER","CHARLOTTE",33,36.66,"D"
"ZION JONES","NEVADA",56,36.35,"D"
"TOBY BOLTON","GA STATE",44,36.26,"D"
"ZION FRINK","DOMINION",67,36.24,"D"
"CHAUNCEY LOGAN JR.","MEMPHIS",64,36.19,"D"
"DJ VOLTZ","N DAK ST",23,35.14,"D"
"JONAH MARTINEZ","SO MISS",17,34.92,"D"
"ZACH CODY","RICE",16,34.87,"D"
"JAVON GILLESPIE","NEW MEX ST",33,34.31,"D"
"CALEB DOBBS","E MICHIGAN",48,34.19,"D"
"JAMAL OLFORD","JAMES MAD",16,34.04,"D"
"JAMIR BENJAMIN","RICE",43,33.02,"D"
"CORDARIAN POWELL","TEXAS ST",31,32.99,"D"
"BJ ALLEN JR.","N TEXAS",38,32.59,"D"
"JONATHAN AKINS","E CAROLINA",22,32.57,"D"
"ZY JACKSON","LA MONROE",56,32.25,"D"
"KYE STOKES","UTAH ST",15,32.03,"D"
"DEREK FIELDS","BALL ST",52,32.02,"D"
"TJ SMITH","TULANE",32,31.76,"D"
"CJ CLINKSCALES JR.","CHARLOTTE",26,31.44,"D"
"DONMIEL ROGERS","E MICHIGAN",21,31.27,"D"
"JAYLEN POLLARD","W KENTUCKY",32,31.07,"D"
"ELIAS MULLICAN","SACRAMENTO",30,30.7,"D"
"ANGELO STOCKSTILL","KENT STATE",48,30.52,"D"
"CAIDEN NEWSOME","AKRON",33,30.3,"D"
"KENDALL GRIFFIN","WYOMING",34,29.56,"D"
"NOAH MANGHAM","GA SOUTHRN",60,29.53,"D"
"MACHO STEVENSON","TULANE",25,29.25,"D"
"DEANDRE BOYKINS","FIU",54,29.12,"D"
"AMARI BUTLER","LA TECH",54,28.78,"D"
"DJ KELLY","JAMES MAD",34,28.77,"D"
"JELANI WHITMORE","S DIEGO ST",36,28.7,"D"
"MATTHEW MCKENZIE","C MICHIGAN",63,28.61,"D"
"AIDAN SINGLETON","MIDDLE TN",26,27.4,"D"
"CHAMP LEWIS","SO MISS",50,27.35,"D"
"LATAJ WRIGHT","W KENTUCKY",27,27.03,"D"
"JAYDEN JACKSON","GA SOUTHRN",18,26.99,"D"
"KODY JONES","KENNESAW",44,26.81,"D"
"SEAN MARTIN","NAVY",68,26.78,"D"
"NAKEEL LAWRENCE","TEMPLE",21,26.49,"D"
"BAILEY FLETCHER","RICE",15,25.33,"D"
"ELIJAH HOPKINS","LIBERTY",39,24.56,"D"
"JAYLEN ALLEN","UNLV",27,23.78,"D"
"JOEL KPASSOU","MO STATE",41,23.18,"D"
"JADEN MICKEY","BOISE ST",41,21.96,"D"
"ASHTON LEVELLS-MITCHELL","E CAROLINA",53,21.75,"D"
"ISAIAH HOUI","OREGON ST",22,20.17,"D"
"CAMEREN JENKINS","N TEXAS",45,19.59,"F"
"CALEB PRESLEY","COLO STATE",48,18.3,"F"
"TERENCE THOMAS","AKRON",17,5.43,"F"
"JAMEEL CROFT JR.","CHARLOTTE",45,3.64,"F"
"DAMYRION DARBY","S ALABAMA",39,0,"F"
