"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade"
"JACKSON FORREST","DOMINION",45,100,"A"
"COLIN GALLAGHER","DELAWARE",45,99.81,"A"
"AIDEN SULLIVAN","OREGON ST",73,99.72,"A"
"JACK MURRAY","N ILLINOIS",65,88.66,"A"
"ALONZO JACKSON JR.","LA TECH",63,87.14,"A"
"LOGAN BRANTLEY","BOISE ST",36,85.69,"A"
"CLAY MARTINEAU","NEW MEXICO",36,84.19,"A"
"ETHAN STUHLSATZ","WYOMING",60,80.05,"A"
"BRENDEN REESE","N TEXAS",37,79.97,"B"
"ROBERT STEVENS III","ARK STATE",51,79.74,"B"
"MARCELLIUS PULLIAM","COAST CAR",31,76.92,"B"
"HAYDEN DAWAHARE","KENT STATE",37,76.2,"B"
"JUSTYCE BETTS","W MICHIGAN",44,75.92,"B"
"ZACH BERGMANN","BUFFALO",65,75.19,"B"
"EJ SMITH","NEVADA",68,74.96,"B"
"MICHAEL MOLNAR","OHIO",73,73.25,"B"
"MAKAI WILLIAMS","TULANE",44,73.18,"B"
"MARCANTHONY PARKER","NAVY",70,71.32,"B"
"ALEX ROCHA","SACRAMENTO",48,71.19,"B"
"BRANDON TUCKER","UTSA",49,70.63,"B"
"ZAKYE BARKER","N TEXAS",39,70.56,"B"
"AVERY JONES","N ILLINOIS",45,70.01,"B"
"XAVIER WHITE","C MICHIGAN",56,69.84,"B"
"CANNON LEWIS","MARSHALL",72,69.57,"B"
"JT HOOTEN","JAMES MAD",30,69.51,"B"
"MICHAEL HARRIS","USF",34,69.39,"B"
"MAYSON HITCHENS","C MICHIGAN",33,69.37,"B"
"KOLBE FIELDS","LA TECH",41,69.11,"B"
"KOREY SMITH","MIDDLE TN",60,68.14,"B"
"DONOVAN WOOLEN","N DAK ST",57,67.94,"B"
"SIONE HALA","S DIEGO ST",45,67.92,"B"
"TJ THOMPSON","TROY",26,67.68,"B"
"DEAN FORD","SM HOUSTON",52,67.19,"B"
"DEUCE SPURLOCK","LIBERTY",42,66.53,"B"
"IKE ESONWUNE","UAB",64,66.16,"B"
"RASHON MYLES JR.","GA SOUTHRN",75,66.13,"B"
"PERCY COURTNEY JR.","FIU",36,66.11,"B"
"DEE CRAYTON","UNLV",44,65.66,"B"
"GARRETT HAWKINS","UTEP",37,65.13,"B"
"ISAIAH HUNG","WASH STATE",41,64.91,"B"
"BARON HOPSON","KENNESAW",52,64.9,"B"
"DAX COLLINS","TULSA",55,64.83,"B"
"BLAYNE MYRICK","MIAMI OH",24,64.61,"B"
"ZACH MOWCHAN","E MICHIGAN",62,64.48,"B"
"STEVEN PEREZ","WYOMING",26,63.6,"B"
"AARON ALEXANDER","N TEXAS",34,63,"B"
"STEVIE BRACEY","BUFFALO",70,62.73,"B"
"JASHAWN COOPER","MO STATE",18,62.66,"B"
"MIKE MONTGOMERY","MEMPHIS",73,62.29,"B"
"DILLON MOORE","W MICHIGAN",62,62,"B"
"ISAIAH BOGERTY","UTEP",26,59.45,"C"
"JOSEPH SIPP JR.","FAU",48,59.29,"C"
"GAVIN WILLIS","CHARLOTTE",53,58.91,"C"
"MELVIN SPRIGGS","SO MISS",17,58.65,"C"
"COOPER KING","RICE",35,58.41,"C"
"COLEMAN CAULEY","NAVY",73,58.04,"C"
"JULIAN FOX","TOLEDO",40,57.92,"C"
"BRYCE STEELE","TROY",24,57.84,"C"
