"Name","Team","Total_Snaps","Avg_Snaps_Per_Game","Games_Played","Adjusted_Score","Display_Grade"
"Ben Fiegel","S ILLINOIS",118,59,2,100,"A+"
"Christian Magliacano","COLGATE",107,53.5,2,100,"A+"
"Max Samuel","VALPO",75,75,1,100,"A+"
"Nai Mose","MONTANA",28,28,1,100,"A+"
"Peyton Wing","MONTANA",63,63,1,97.61,"A+"
"Jacob Perez","IDAHO ST",103,51.5,2,97.04,"A+"
"Teni Worthen","WEBER ST",127,63.5,2,95.29,"A+"
"Lonnie Burt","E ILLINOIS",31,31,1,92.06,"A"
"Nathan Reynolds","IDAHO ST",127,63.5,2,91.02,"A"
"Brodie Carroll","ELON",126,63,2,89.73,"A"
"Zyion Brown","CITADEL",68,68,1,89.23,"A"
"Sema'J Avery","STF AUSTIN",17,17,1,89.04,"A"
"Andrew Behm","S ILLINOIS",135,67.5,2,88.69,"A"
"Wade Abrams","S DAKOTA",98,49,2,88.62,"A"
"Trevor Barry","NEW HAMP",161,80.5,2,87.48,"A"
"Andrew Osmun","FORDHAM",133,66.5,2,87.19,"A"
"Ethan Boll","N DAKOTA",62,62,1,86.85,"A"
"Chidu Bekee","W GEORGIA",44,44,1,86.74,"A"
"Trooper Price","COLGATE",129,64.5,2,86.2,"A-"
"Kenny Olson","CAL POLY",135,67.5,2,85.43,"A-"
"Chris Robinson","TARLETON",90,45,2,85.2,"A-"
"Jyarius Carter","MERCER",110,55,2,84.43,"A-"
"Nick Reinicke","W ILLINOIS",79,79,1,83.93,"A-"
"Spencer Rich","TXRG",129,64.5,2,83.46,"A-"
"Aa'zoriyon Bonner","W ILLINOIS",47,47,1,83.09,"A-"
"Kennon Loftin","NICHOLLS",105,52.5,2,82.53,"A-"
"Logan Lisherness","PORTLAND",120,60,2,82.12,"A-"
"Aidan Foster","HOWARD",42,42,1,82.02,"A-"
"Mason Kaplan","ILL STATE",89,44.5,2,81.95,"A-"
"Koda Canady","LAMAR",30,30,1,80.86,"A-"
"Omari Bursey","VILLANOVA",134,67,2,80.76,"A-"
"Jaheim Lowe","TXAMEA",20,20,1,80.32,"A-"
"Geno Calgaro","STNY BROOK",106,53,2,80.11,"A-"
"Mike Devereaux","N DAKOTA",63,63,1,79.75,"B+"
"Dre Delinois","E TENN ST",90,45,2,79.68,"B+"
"Keion Dunlap","SAMFORD",36,36,1,79.58,"B+"
"Ashtyn Williams","CENT ARK",46,46,1,79.35,"B+"
"Cole Taylor","MONTANA ST",101,50.5,2,79.21,"B+"
"Wyatt Ward","WOFFORD",134,67,2,79.11,"B+"
"KJ McRae","SE MO ST",85,42.5,2,78.64,"B+"
"Cole Hughes","LEHIGH",64,32,2,78.6,"B+"
"Micah Valenzuela","E ILLINOIS",36,36,1,78.45,"B+"
"Adam Due","HOLY CROSS",102,51,2,77.4,"B+"
"Klayton Ingram","MURRAY ST",102,51,2,77.14,"B+"
"Caden Henritzy","STHLSK",98,49,2,76.93,"B+"
"Jaiden Letua","N ARIZONA",40,40,1,76.93,"B+"
"Gabe Brown","ABILENE CH",138,69,2,75.87,"B+"
"Wesley York Jr.","TXAMEA",74,37,2,75.65,"B+"
"Matthew Cooks","N ARIZONA",17,17,1,75.61,"B+"
"Jacob Staton","CENT CT ST",53,53,1,75.45,"B+"
"Jaxton Helmstetler","PORTLAND",121,60.5,2,75.33,"B+"
"LJ Roberts","E WASHGTON",40,40,1,75.26,"B+"
"Zion Rutledge","CHATTNOOGA",123,61.5,2,74.92,"B+"
"Spencer Conn","SAMFORD",74,74,1,74.81,"B+"
"Glen Vinson III","HOWARD",23,23,1,74.71,"B+"
"Tye Niekamp","ILL STATE",106,53,2,74.58,"B+"
"Porter Connors","UC DAVIS",90,45,2,74.55,"B+"
"JT Krivinskas","NEWHVN",44,44,1,73.9,"B+"
"Thomas McCormick","UC DAVIS",28,28,1,73.87,"B+"
"Aaron Kizzee","TEXAS STHN",60,30,2,73.77,"B+"
"Chase Martin","CAL POLY",74,37,2,73.34,"B+"
"DeShaun Malone","CHISTA",70,35,2,73.2,"B"
"Jamari Young","ALBANY",47,47,1,73.11,"B"
"Luke Miller","DUQUESNE",109,54.5,2,73.02,"B"
"Ryan Russo","MONMOUTH",103,51.5,2,72.83,"B"
"Tre Yanez","GARD-WEBB",107,53.5,2,72.83,"B"
"Jackson Barry","LIUSHAR",94,47,2,72.66,"B"
"John Powers","N IOWA",116,58,2,72.6,"B"
"Raimoana Tinirauarii","WEBER ST",47,47,1,72.43,"B"
"Cam Jessee","E KENTUCKY",86,43,2,72.4,"B"
"Jordan Banks","DELWARE ST",108,54,2,72.36,"B"
"Logan McCloud","WOFFORD",91,45.5,2,72.21,"B"
"Elijah Thomas","LNDNWD",39,19.5,2,71.9,"B"
"Marcellius Johnson","GRAMBLING",81,40.5,2,71.86,"B"
"Mitchell Robinson Jr.","ALABAMA ST",100,50,2,71.76,"B"
"Raelon Sims","N ALABAMA",43,43,1,71.74,"B"
"Skylar James","DRAKE",107,53.5,2,71.67,"B"
"Stephen Sparrow","BETH COOK",45,45,1,71.62,"B"
"Micah McNair","INDIANA ST",19,19,1,71.59,"B"
"Xavier Ahrens","MONTANA ST",89,44.5,2,71.57,"B"
"Ryan McCall","MURRAY ST",74,37,2,71.42,"B"
"Trace Carter","SE LA",115,57.5,2,71.4,"B"
"Jeremiah Pruitt","ALBANY",122,61,2,71.31,"B"
"Jordan Franklin","SCAR STATE",25,25,1,71.3,"B"
"Christopher Higgins","WM & MARY",94,47,2,71.27,"B"
"Dillon Dunathan","ALBANY",117,58.5,2,71.21,"B"
"Jerrium Berry Jr.","MERRIMACK",27,27,1,71.07,"B"
"Malachi Williams","STF AUSTIN",79,39.5,2,70.83,"B"
"Braden McShane","N IOWA",99,49.5,2,70.69,"B"
"Caleb Jacobmeier","LNDNWD",79,39.5,2,70.46,"B"
"Rohan Davy","RHODE ISLD",110,55,2,70.37,"B"
"Nick Simmons","FURMAN",21,21,1,70.36,"B"
"Daren Omoregie","CENT CT ST",48,48,1,70.15,"B"
