"Name","Team","Total_Snaps","Avg_Snaps_Per_Game","Games_Played","Adjusted_Score","Display_Grade"
"Jayden Earley","CHISTA",95,47.5,2,98.28,"A+"
"Zachary Corna","BUCKNELL",47,47,1,96.06,"A+"
"Joseph Garcia","STNY BROOK",126,63,2,95.32,"A+"
"Brian Allen","GEORGETOWN",60,60,1,92.61,"A"
"Zamari Hall","ALABAMA ST",17,17,1,92.34,"A"
"Jamal Cooper Jr.","NWSTATE",20,20,1,92.19,"A"
"Nigel Lucas","GARD-WEBB",105,52.5,2,91.78,"A"
"Hayden Bender","DAVIDSON",31,31,1,90.23,"A"
"Jalen Nelson","SAMFORD",66,66,1,90.06,"A"
"Zeb Stroup","CITADEL",40,40,1,90.03,"A"
"Dillon Williams","ABILENE CH",142,71,2,89.64,"A"
"Brock Beaner","MONTANA",47,47,1,89.45,"A"
"Calvin Jaworski","N IOWA",80,40,2,88.68,"A"
"Billy Lewis","FURMAN",33,33,1,88.53,"A"
"Caleb Geronomi","RICHMOND",40,40,1,88.47,"A"
"Jeremiah McGill","MAINE",92,46,2,88.44,"A"
"Zayden Harvey","MOREHEAD",17,17,1,88.35,"A"
"Brenden Bradshaw","HOUCHR",31,31,1,88.16,"A"
"Mark Hawkins Jr.","MERCYHURST",39,39,1,88.05,"A"
"Omaris McMiller Jr.","BRYANT",51,51,1,87.16,"A"
"Kam Baah-Slay","CHATTNOOGA",61,61,1,87,"A"
"Terian Williams II","E TENN ST",23,23,1,86.96,"A"
"Felix Matos","LIUSHAR",132,66,2,86.77,"A"
"Bryce Smith","E WASHGTON",61,61,1,86.52,"A-"
"Tim White","S DAKOTA",120,60,2,86.22,"A-"
"Omari Philyaw","TENN TECH",39,39,1,86.09,"A-"
"Leon Thomas","TENN TECH",27,27,1,86.03,"A-"
"Joe Hall III","TENN TECH",50,50,1,85.94,"A-"
"Jayden Cornelius","W CAROLINA",58,58,1,85.79,"A-"
"Avery Dixon","CHARLES SO",34,34,1,85.69,"A-"
"Jaden Davis","BETH COOK",98,49,2,85.66,"A-"
"Ronnie Woods","ROB MORRIS",45,45,1,85.66,"A-"
"RL Miller","CAL POLY",131,65.5,2,85.64,"A-"
"Danny Simms","MERRIMACK",109,54.5,2,85.41,"A-"
