"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Defensive.Grades","Coverage.Grade","Run.Defense.Grade","Pass.Rush.Grade","Total.Tackles","Assistant","Stops","Passer.Rating.Allowed","Pass.Stop","Assist.Tackles.on.Run.Plays","Pass.Break.Up","Interceptions","Drops...Off.Targets.Receptions.Forced","Yards.per.Reception.Allowed","Run.Tackle.for.Losss.or.No.Gain","Receiving.Yards.Allowed.per.Snap","Average.Depth.of.Tackle","Lined.up.in.Press.Coverage","Average.Depth.of.Target.per.Coverage","Assist.on.Pass.Plays","Missed.Tackles.on.Pass.Plays","Plays.of.15..Yards.Allowed","Missed.Tackles.on.Run.Plays","Pass.Rush.Productivity","Hurries","Pass.Tackle.for.Loss.or.No.Gain","Dropped.Int","Touchdowns.Allowed","Beaten.Defender","Hits","Forced.Fumble","Pursuit.Pressure","Sacks","Fumble.Recovery","Batted.Passes","Missed.Tackle.Percentage","Run.Stop","Tackle.for.Loss.or.No.Gain","Total.Pressures.Generated","Assist.Tackles","Negative.Plays","Total.Negative.Plays","Total.Positive.Plays","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","First.Downs.Allowed","Forced.Incompletions","Sacks.per.Throwaway","Open.Targets","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Forced.Incompletion.Percentage","Missed.Tackle.Percentage.on.Run.Plays","Pass.Missed.Tackles.Percentage"
"TRE'SHAWN MOORE","COLO STATE",54,100,"A",79.3,74,78,71.8,12,5,2,91.7,1,3,0,0,0,6,0,0.5,8,NA,2,2,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,5,0,0,1,2,1,12,1,0,0,1,0,0.5,0.5,0,6,0,0,0
"ETHAN STUHLSATZ","WYOMING",70,94.35,"A",70.4,61.2,78.6,54.6,12,4,6,67.9,2,3,0,0,1,6.3,2,0.58,1.83,NA,1,1,1,0,1,NA,0,1,0,0,0,0,0,0,0,0,0,0.143,4,3,0,4,5,3,2,3,0.6,19,1,0,0,4,0,0.8,0.2,0,3.8,0,0.1,0.25
"LUCAS STRUCK","DOMINION",44,91.53,"A",76.5,76.8,63.7,73.8,6,3,3,89.6,2,2,1,0,0,8,0,1.33,2,NA,6.8,1,1,1,0,NA,1,1,0,0,1,0,0,2,1,0,0,0.143,1,1,2,3,3,2,5,3,0.75,24,1,1,1,3,0.056,0.75,0.25,0,6,0.25,0,0.25
"AUSTIN BRAWLEY","NEW MEXICO",36,87.66,"A",89.8,89.5,68.9,59.2,3,1,2,56.3,2,1,2,0,0,-1,0,-0.05,0,NA,1,0,0,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,1,0.5,-1,0,2,0,1,0,0.5,0,0,-0.5,1,0,0
"IAN FOSTER","MEMPHIS",57,87.02,"A",64.4,62.2,71.1,68.9,11,3,5,99.2,3,2,0,0,0,7.8,0,1.39,3.67,NA,6,1,1,1,0,NA,1,2,0,0,0,1,0,0,0,0,0,0.083,2,2,2,3,5,3,2,5,1,39,2,0,0,5,0.036,1,0.4,0,7.8,0,0,0.143
"TRE FULTON","UNLV",75,85.48,"A",74.4,74.5,68.6,63.6,11,1,2,39.6,1,1,1,0,3,7,0,0.16,8.86,NA,11.2,0,1,0,1,NA,1,0,0,0,0,0,1,0,1,0,0,0.154,1,0,2,1,5,4,2,1,0.2,7,0,1,0,4,0,0.8,0,0,1.4,0.2,0.111,0.25
"RAILYN ADAMS","SM HOUSTON",60,84.87,"A",71.5,65.9,76.5,NA,7,3,3,0,0,3,0,0,0,0,2,0,1.5,NA,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0.125,3,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0
"LAQUAN ROBINSON","SO MISS",18,84.75,"A",90.5,90.7,76.3,47.4,5,1,3,79.2,2,1,1,0,0,0,0,0,6,NA,-4,0,1,0,0,NA,1,1,1,0,0,0,0,0,0,0,0,0.167,1,1,1,1,1,0,3,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0.333
"RYAN NOLAN","TEXAS ST",55,81.71,"A",82.8,89.4,46,NA,5,2,1,0,0,0,1,1,0,0,0,0,4.5,NA,13,2,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0.167,1,0,0,2,3,1,3,0,0,0,0,1,0,0,0,0,0,0.5,0,0.5,0.333,0
"FIVE HAMILTON","ARK STATE",62,81.06,"A",64.4,56.4,72.1,60,8,5,0,39.6,0,5,0,0,0,0,0,0,16.33,NA,13,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0.111,0,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0
"BREVIN HAMBLIN","UTAH ST",65,78.45,"B",83.7,83.5,69.2,66.4,2,0,2,39.6,2,0,1,0,2,0,0,0,0,NA,24,0,0,0,0,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0
"LAKE BATES","LA LAFAYET",24,78.4,"B",84.4,79.5,61.3,80.4,2,0,1,39.6,1,0,1,0,0,0,0,0,9,NA,11,0,0,0,0,NA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"COLLIN GILL","CHARLOTTE",54,77.68,"B",73.9,63.8,78.2,NA,12,1,7,104.2,1,1,0,0,0,9,3,1.2,4.1,NA,3,0,1,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0.143,6,3,0,1,2,1,1,2,1,18,1,0,0,1,0,0.5,0.5,0,9,0,0.083,0.5
"KAL-EL PASCAL","BOWL GREEN",60,77.67,"B",65.7,58.1,85.2,NA,11,2,3,109.7,1,1,1,0,0,21,1,1.4,7,NA,17.3,1,0,1,2,NA,0,1,0,0,0,0,1,0,0,0,0,0.154,2,2,0,2,6,3,1,2,0.667,42,1,1,0,1,0.033,0.333,0.333,0,14,0.333,0.222,0
"RJ CHAPMAN","NEW MEX ST",20,76.36,"B",89.9,89.6,62.9,NA,1,1,0,39.6,0,1,2,0,1,0,0,0,0,NA,27.3,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,1,0,0.333,0,0,0,0.667,0,0
"DAVID KABONGO","UTAH ST",65,76.29,"B",68.1,68.3,64.4,60.2,7,3,2,87.5,1,2,0,0,0,5,0,0.32,5.33,NA,3.5,1,0,0,0,NA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,3,3,1,1,2,1,10,0,0,0,0,0,0,0,0,5,0,0,0
"MILES GREER","BUFFALO",74,75.3,"B",66.4,64.5,68.2,NA,6,2,1,39.6,0,1,1,0,4,-2,1,-0.04,4,NA,11.7,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3,2,1,1,0.143,-2,0,1,0,3,0,0.429,0,0,-0.3,0.143,0,0
"CALEB NIX","JVILLE ST",49,74.39,"B",84.7,89.2,65.2,NA,3,2,0,0,0,1,0,1,0,0,0,0,13,NA,10,1,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,2,2,1,1,0,0,0,0,0,0,1,0,0.5,0,0.5,0,0,0.333,0
"COLLIN JACOB","LA LAFAYET",52,73.42,"B",78.2,73.6,80,NA,6,1,3,39.6,1,1,0,0,0,0,1,0,0.5,NA,5,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"KEVIN ADAMS III","TULANE",49,72.24,"B",60.2,52.1,68.7,NA,11,2,6,0,0,2,0,0,0,0,2,0,9.22,NA,0,0,2,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0.214,6,2,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083,1
"ZACH WILLIAMS","TULSA",68,71.39,"B",84.1,89.1,51.1,NA,2,1,1,2.8,1,1,0,1,1,0,0,0,0,NA,9,0,0,0,2,NA,0,1,0,0,0,0,0,0,0,0,0,0.5,0,1,0,1,2,0,2,1,0.333,0,0,0,0,2,0,0.667,0,0.333,0,0,0.667,0
"KODY JACKSON","LA LAFAYET",38,71.24,"B",88.1,90.3,53.9,60,2,1,0,0,0,0,0,1,1,0,0,0,7,NA,28,1,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0
"BOOGSIE SILVERA","SACRAMENTO",34,71.11,"B",76.1,74,73,NA,5,1,2,NA,2,1,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"JAMARCUS PIERRE","TEMPLE",27,71,"B",91.5,91.4,61.5,NA,2,0,1,0,1,0,1,1,1,8,0,0.4,0,NA,13.3,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,1,1,3,1,0.25,8,0,1,0,2,0,0.5,0,0.25,2,0.25,0,0.333
"JESSE POWELL II","COAST CAR",44,70.94,"B",68.2,62.9,69.6,NA,8,2,2,0,0,2,0,0,0,0,0,0,8.33,NA,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BRANDON GREIL","ARK STATE",48,70.52,"B",89.8,90.8,77.5,65.2,5,0,2,56.3,0,0,0,1,0,36,1,4,5,NA,14,0,0,1,1,NA,0,0,0,0,0,1,0,0,0,0,0,0.167,2,1,1,0,1,0,1,1,0.5,36,0,0,0,1,0.111,0.5,0,0.5,18,0,0.167,0
"AAMII BRANCH","AKRON",50,69.84,"B",77.4,80.2,58.5,68.7,5,1,2,135.4,1,0,1,0,1,36.5,0,2.35,1,NA,4.3,1,1,1,0,NA,0,1,0,1,0,1,0,0,0,0,0,0.167,1,1,1,2,2,1,4,2,0.5,73,1,1,0,1,0.032,0.25,0.25,0,18.3,0.25,0,0.333
"OREL GRAY","TEMPLE",28,69.25,"B",73.1,65,79.1,57.8,4,2,2,0,0,2,0,0,0,0,1,0,-2,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAX MUSTELL","AIR FORCE",37,69.18,"B",86.9,88.4,71.5,NA,2,1,1,0,0,1,0,1,0,0,0,0,1,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAM FONGANG","LA TECH",19,69.11,"B",80.5,62.7,89.9,59.5,5,1,4,0,0,1,0,0,0,0,1,0,1.75,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MICHAEL AMEY III","RICE",28,68.92,"B",79.1,78.7,71.8,NA,2,1,0,39.6,0,1,1,0,0,0,0,0,9,NA,23,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"KEVIN MOORE","DELAWARE",30,68.7,"B",73.6,63.4,90.4,NA,4,1,2,0,1,1,0,0,0,0,1,0,1,NA,0,0,1,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0.2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333
"TULI TAGOVAILOA-AMOSA","S JOSE ST",69,68.53,"B",76.6,77.1,68.2,NA,4,2,0,60.4,0,1,1,0,2,8,0,0.35,5,NA,9.3,1,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,2,0,0,1,2,0.5,16,1,1,0,1,0,0.25,0.25,0,4,0.25,0,0.333
"GUMBO GASKINS","MIDDLE TN",49,68.02,"B",63.4,62.4,63.3,NA,5,3,2,39.6,1,1,0,0,0,0,0,0,2.5,NA,6,2,1,0,1,NA,1,0,0,0,0,0,0,1,0,0,0,0.286,1,0,1,3,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.333,0.25
"KYON CONYERS","N ILLINOIS",73,67.75,"B",44.6,45.4,47.1,NA,6,3,2,39.6,1,2,1,0,3,0,0,0,6.5,NA,18.2,1,0,0,1,NA,0,1,0,0,0,0,0,0,0,0,0,0.143,1,1,0,3,9,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0.167,0.2,0
"SABOOR KARRIEM","TEMPLE",41,67.59,"B",73.3,72.4,69.7,59.5,7,1,2,104.2,2,0,0,0,0,9,0,0.39,7.67,NA,9,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,9,0,0,0,0,0,0,0,0,9,0,0,0
"BRANDON JONES","N TEXAS",37,67.26,"B",73.1,64.1,80.6,NA,7,3,2,137.5,0,0,0,0,0,7.5,1,0.94,0.67,NA,11,3,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,3,1,1,0,2,1,15,1,0,0,1,0,0.5,0.5,0,7.5,0,0,0
"CHACE CALICUT","GA SOUTHRN",38,67.17,"B",77.7,77.1,68.6,NA,2,1,0,39.6,0,1,1,0,4,0,0,0,0,NA,10.4,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0.4,0,0,0,0.2,0,0
"MO CONTEH","TOLEDO",44,66.72,"B",73.8,66.5,78.3,NA,7,1,0,0,0,1,0,0,0,0,0,0,9.8,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DJ KELLY","JAMES MAD",53,66.56,"B",63.3,63.1,58.8,60,6,2,3,95.8,1,1,0,0,0,34,0,1.48,3.67,NA,21,1,0,1,2,NA,1,1,0,0,0,0,0,1,0,0,0,0.25,2,1,1,2,3,1,2,1,0.5,34,0,1,0,1,0.043,0.5,0,0,17,0.5,0.333,0
"ZYEIR GAMBLE","E CAROLINA",53,66.52,"B",62.4,73.1,37.5,NA,4,2,1,0,1,1,0,1,1,0,0,0,0,NA,10,1,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0
"IZAIAH GUY","LIBERTY",22,66.39,"B",75.8,72.9,71.4,NA,2,2,0,0,0,2,0,1,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AARON SEARS","GA SOUTHRN",29,66.14,"B",85.9,88.2,65.8,NA,1,0,1,0,1,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"NOREY JOHNSON","KENT STATE",40,66.1,"B",57.7,60.1,52.7,NA,5,3,0,39.6,0,1,0,0,2,0,0,0,0,NA,28,2,0,0,1,NA,1,0,0,0,0,0,0,1,0,0,0,0.167,0,0,1,3,2,1,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0.5,0
"JOEL ROGERS","UTSA",27,65.49,"B",71.3,71.1,64.1,NA,5,2,1,65.8,1,1,1,0,2,6.8,0,1.42,0,NA,8.9,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,4,0.571,27,2,1,0,3,0,0.429,0.286,0,3.9,0.143,0,0
"TAIRAN DAVIS JR.","AKRON",49,64.85,"B",70.6,69.1,70.4,59.2,4,1,0,39.6,0,1,1,0,1,6,0,0.24,36,NA,10.5,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0.25,6,1,2,0,2,0,0.5,0.25,0,1.5,0.5,0,0
"JERRICK MARTIN","MO STATE",16,64.54,"B",75.5,76.8,63.2,NA,2,2,0,0,0,1,0,0,0,0,0,0,0,NA,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DIESEL GORDON","SACRAMENTO",16,64.53,"B",78.6,75,67.5,NA,2,0,2,NA,1,0,1,NA,NA,NA,1,NA,NA,NA,NA,0,0,NA,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"DONAVAN HOWARD","UTEP",26,64.17,"B",70.2,67.8,63.2,60,4,0,2,0,1,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAM MILLER","KENNESAW",18,63.8,"B",85.1,88.3,60,NA,2,0,1,79.2,1,0,1,0,0,2,0,0.17,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,1,0,0,0,0,0,0,2,1,0,0
"NICK SESSION","NEW MEX ST",46,63.74,"B",71,68.9,70.6,NA,6,1,0,18.8,0,1,0,1,1,7,0,0.27,15.5,NA,6.5,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.5,7,1,0,0,0,0,0,0.5,0.5,3.5,0,0,0
"JAHEIM PATTERSON","OREGON ST",20,63.66,"B",75.5,72.6,70.3,60,3,1,1,79.2,1,1,0,0,0,0,0,0,12,NA,-1,0,0,0,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"JUSTIN TAYLOR","C MICHIGAN",47,63.51,"B",74.9,82.2,63.3,NA,2,1,0,39.6,0,0,0,0,3,3,0,0.12,0,NA,19,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0.25,3,0,0,0,1,0,0.25,0,0,0.8,0,0,0
"JORDAN PERRY","TROY",21,62.59,"B",74.1,67.2,68.3,72.2,4,0,1,91.7,0,0,0,0,0,6,1,0.55,-2,NA,-2,0,0,0,0,NA,3,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,1,1,6,0,0,0,1,0,1,0,0,6,0,0,0
"C.J. COOMBES","N TEXAS",35,61.62,"B",69.5,58.6,76.4,NA,10,3,2,118.8,0,3,0,0,0,13.5,0,3,6.6,NA,8,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,2,1,0,2,1,27,1,0,0,1,0.111,0.5,0.5,0,13.5,0,0,0
"CHRISTIAN WHITE","W KENTUCKY",38,61.52,"B",68.6,71.7,61.6,59.2,4,1,1,39.6,0,0,0,0,2,0,0,0,10,NA,8.5,1,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0.2,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0
"NATE ROBINSON JR.","UTSA",29,61.16,"B",70.6,68.5,69,NA,3,0,1,2.8,1,0,0,1,2,4,0,0.31,29,NA,12.3,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0.333,4,0,0,0,1,0,0.333,0,0.333,1.3,0,0,0
"JO'TAVION PIERCE","UAB",25,61.06,"B",68.5,66.2,67.6,NA,3,2,0,0,0,2,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JOSHUA MOORE","TULANE",42,60.89,"B",68.1,58.6,79.2,NA,5,2,3,79.2,1,1,0,0,0,3,1,0.16,1.5,NA,-9,1,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.167,2,1,0,2,2,2,1,1,1,3,0,0,0,1,0,1,0,0,3,0,0,0.333
"KOA AKUI","RICE",29,60.52,"B",72.2,69.1,72.2,NA,7,1,1,100,1,0,0,0,0,8,0,1.07,10,NA,6,1,0,1,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,2,1,16,1,0,0,2,0.067,1,0.5,0,8,0,0,0
"JAYLEN LEWIS","W KENTUCKY",46,60.42,"B",60.1,72.7,43.9,NA,7,2,2,79.2,1,2,0,0,0,3,0,0.19,14.75,NA,0,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0.222,1,0,0,2,5,0,1,1,1,3,0,0,0,1,0,1,0,0,3,0,0.25,0
"JALEN THOMESON","S DIEGO ST",24,60.31,"B",70.1,71.2,60.4,56.1,3,1,2,56.3,2,0,0,0,2,3.5,0,0.41,0,NA,5.3,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0.5,7,0,0,0,1,0,0.25,0,0,1.8,0,0,0
"JAYLEN WEBB","NEVADA",19,60.14,"B",63.8,65.1,60.5,NA,3,2,0,39.6,0,1,0,0,1,0,0,0,11,NA,10,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DAYTIONE SMITH","MARSHALL",46,60.03,"B",71.7,62.3,80.8,NA,8,2,2,135.4,0,2,0,0,0,25,0,1.14,4.8,NA,4,0,0,1,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,1,1,1,1,0.5,25,1,1,0,1,0.045,0.5,0.5,0,12.5,0.5,0,0
"RONNELL DAVIS","BUFFALO",47,60,"B",70.4,67.8,72.4,59.4,6,0,2,67.7,0,0,1,0,0,11.5,1,0.82,6.5,NA,9.5,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,2,2,2,0.5,23,2,2,0,1,0,0.25,0.5,0,5.8,0.5,0,0
"KALEN WOODS","MIDDLE TN",45,59.94,"C",62.9,60,66,NA,7,2,0,56.3,0,1,0,0,1,4,0,0.21,6.67,NA,1,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,1,0.5,4,0,0,0,2,0,1,0,0,2,0,0,0
"JALEN LEE","COAST CAR",64,59.91,"C",53.1,58.6,49.9,NA,10,3,5,95.8,0,3,0,0,0,7,1,1,3.67,NA,5.5,0,0,0,5,NA,0,0,0,0,0,0,0,0,0,0,0,0.333,5,1,0,3,7,1,0,2,1,14,1,0,0,2,0,1,0.5,0,7,0,0.357,0
"TAVIAN COMBS","NEW MEXICO",26,59.89,"C",73.6,71.7,70.5,56.6,4,1,1,56.3,1,1,0,0,1,1,0,0.09,8,NA,7,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.5,1,0,0,0,2,0,1,0,0,0.5,0,0,0
"JO CHAVEZ","RICE",26,59.87,"C",71.6,72.4,63.3,60,2,1,1,0,1,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DAMON ALLEN","FAU",54,59.82,"C",50.7,55.9,44.3,59,6,3,0,0,0,2,0,0,0,0,0,0,11.5,NA,0,1,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0
"BRENNAN CORE","JVILLE ST",25,59.43,"C",70.6,63.6,71.8,64.9,2,1,1,0,0,1,0,0,0,0,0,0,2,NA,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MATAGI THOMPSON","HAWAII",65,58.9,"C",58.3,69,41.1,68.3,3,1,0,39.6,0,1,1,0,1,0,0,0,6,NA,9,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,1,0.4,0,0,0,1,5,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0
"TRE MITTMAN","GA STATE",18,58.53,"C",78.1,75.6,69,NA,1,1,0,56.3,0,1,1,0,0,3,0,0.25,0,NA,2.5,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0.5,3,0,1,0,1,0,0.5,0,0,1.5,0.5,0,0
"CAMERON UPSHAW JR.","UTSA",31,58.44,"C",69,74.9,60.6,NA,3,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JAKE POPE","UNLV",77,58.18,"C",59.1,53.3,69.5,65.9,5,4,0,106.3,0,2,0,0,1,13.3,0,0.78,11,NA,2.3,2,0,1,0,NA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,4,4,4,1,3,0.75,40,2,0,0,4,0.02,1,0.5,0,10,0,0,0
"CARLO THOMPSON","GA SOUTHRN",22,58.03,"C",74.7,72.1,70.3,NA,3,0,2,56.3,1,0,0,0,1,-1,0,-0.14,2,NA,-1,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0.5,-1,0,0,0,2,0,1,0,0,-0.5,0,0,0
"GRAYSON HARDY","LA TECH",20,57.89,"C",58.6,61.1,56.7,NA,4,1,2,0,0,1,0,0,0,0,1,0,6,NA,0,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0.333,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0
"JACK TCHIENCHOU","TULANE",56,57.81,"C",53,66,41.7,NA,9,1,4,0,0,1,0,0,0,0,0,0,5.33,NA,0,0,0,0,6,NA,0,0,0,0,0,0,0,0,0,0,0,0.4,4,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462,0
"AYDEN JACKSON","USF",58,57.74,"C",61.5,58.3,69.8,NA,7,2,0,68.8,0,1,1,0,1,6.7,0,0.49,0,NA,13.6,1,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,2,4,4,1,3,0.6,20,1,1,0,3,0,0.6,0.2,0,4,0.2,0,0.143
"DYLAN SMITH","MEMPHIS",54,57.52,"C",77,80.9,60.5,NA,3,0,1,52.1,0,0,0,2,0,6,0,0.18,5,NA,5,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,1,6,0,0,0,1,0,1,0,2,6,0,0,0
"KALEB HUTCHINSON","TOLEDO",64,57.25,"C",59.6,57.7,63.2,NA,5,2,1,0,0,2,0,0,0,0,0,0,1,NA,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0.167,1,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0
