"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade"
"TRE'SHAWN MOORE","COLO STATE",54,100,"A"
"ETHAN STUHLSATZ","WYOMING",70,94.35,"A"
"LUCAS STRUCK","DOMINION",44,91.53,"A"
"AUSTIN BRAWLEY","NEW MEXICO",36,87.66,"A"
"IAN FOSTER","MEMPHIS",57,87.02,"A"
"TRE FULTON","UNLV",75,85.48,"A"
"RAILYN ADAMS","SM HOUSTON",60,84.87,"A"
"LAQUAN ROBINSON","SO MISS",18,84.75,"A"
"RYAN NOLAN","TEXAS ST",55,81.71,"A"
"FIVE HAMILTON","ARK STATE",62,81.06,"A"
"BREVIN HAMBLIN","UTAH ST",65,78.45,"B"
"LAKE BATES","LA LAFAYET",24,78.4,"B"
"COLLIN GILL","CHARLOTTE",54,77.68,"B"
"KAL-EL PASCAL","BOWL GREEN",60,77.67,"B"
"RJ CHAPMAN","NEW MEX ST",20,76.36,"B"
"DAVID KABONGO","UTAH ST",65,76.29,"B"
"MILES GREER","BUFFALO",74,75.3,"B"
"CALEB NIX","JVILLE ST",49,74.39,"B"
"COLLIN JACOB","LA LAFAYET",52,73.42,"B"
"KEVIN ADAMS III","TULANE",49,72.24,"B"
"ZACH WILLIAMS","TULSA",68,71.39,"B"
"KODY JACKSON","LA LAFAYET",38,71.24,"B"
"BOOGSIE SILVERA","SACRAMENTO",34,71.11,"B"
"JAMARCUS PIERRE","TEMPLE",27,71,"B"
"JESSE POWELL II","COAST CAR",44,70.94,"B"
"BRANDON GREIL","ARK STATE",48,70.52,"B"
"AAMII BRANCH","AKRON",50,69.84,"B"
"OREL GRAY","TEMPLE",28,69.25,"B"
"MAX MUSTELL","AIR FORCE",37,69.18,"B"
"SAM FONGANG","LA TECH",19,69.11,"B"
"MICHAEL AMEY III","RICE",28,68.92,"B"
"KEVIN MOORE","DELAWARE",30,68.7,"B"
"TULI TAGOVAILOA-AMOSA","S JOSE ST",69,68.53,"B"
"GUMBO GASKINS","MIDDLE TN",49,68.02,"B"
"KYON CONYERS","N ILLINOIS",73,67.75,"B"
"SABOOR KARRIEM","TEMPLE",41,67.59,"B"
"BRANDON JONES","N TEXAS",37,67.26,"B"
"CHACE CALICUT","GA SOUTHRN",38,67.17,"B"
"MO CONTEH","TOLEDO",44,66.72,"B"
"DJ KELLY","JAMES MAD",53,66.56,"B"
"ZYEIR GAMBLE","E CAROLINA",53,66.52,"B"
"IZAIAH GUY","LIBERTY",22,66.39,"B"
"AARON SEARS","GA SOUTHRN",29,66.14,"B"
"NOREY JOHNSON","KENT STATE",40,66.1,"B"
"JOEL ROGERS","UTSA",27,65.49,"B"
"TAIRAN DAVIS JR.","AKRON",49,64.85,"B"
"JERRICK MARTIN","MO STATE",16,64.54,"B"
"DIESEL GORDON","SACRAMENTO",16,64.53,"B"
"DONAVAN HOWARD","UTEP",26,64.17,"B"
"CAM MILLER","KENNESAW",18,63.8,"B"
"NICK SESSION","NEW MEX ST",46,63.74,"B"
"JAHEIM PATTERSON","OREGON ST",20,63.66,"B"
"JUSTIN TAYLOR","C MICHIGAN",47,63.51,"B"
"JORDAN PERRY","TROY",21,62.59,"B"
"C.J. COOMBES","N TEXAS",35,61.62,"B"
"CHRISTIAN WHITE","W KENTUCKY",38,61.52,"B"
"NATE ROBINSON JR.","UTSA",29,61.16,"B"
"JO'TAVION PIERCE","UAB",25,61.06,"B"
"JOSHUA MOORE","TULANE",42,60.89,"B"
"KOA AKUI","RICE",29,60.52,"B"
"JAYLEN LEWIS","W KENTUCKY",46,60.42,"B"
"JALEN THOMESON","S DIEGO ST",24,60.31,"B"
"JAYLEN WEBB","NEVADA",19,60.14,"B"
"DAYTIONE SMITH","MARSHALL",46,60.03,"B"
"RONNELL DAVIS","BUFFALO",47,60,"B"
"KALEN WOODS","MIDDLE TN",45,59.94,"C"
"JALEN LEE","COAST CAR",64,59.91,"C"
"TAVIAN COMBS","NEW MEXICO",26,59.89,"C"
"JO CHAVEZ","RICE",26,59.87,"C"
"DAMON ALLEN","FAU",54,59.82,"C"
"BRENNAN CORE","JVILLE ST",25,59.43,"C"
"MATAGI THOMPSON","HAWAII",65,58.9,"C"
"TRE MITTMAN","GA STATE",18,58.53,"C"
"CAMERON UPSHAW JR.","UTSA",31,58.44,"C"
"JAKE POPE","UNLV",77,58.18,"C"
"CARLO THOMPSON","GA SOUTHRN",22,58.03,"C"
"GRAYSON HARDY","LA TECH",20,57.89,"C"
"JACK TCHIENCHOU","TULANE",56,57.81,"C"
"AYDEN JACKSON","USF",58,57.74,"C"
"DYLAN SMITH","MEMPHIS",54,57.52,"C"
"KALEB HUTCHINSON","TOLEDO",64,57.25,"C"
"DOUG NELSON","TROY",51,57.11,"C"
"ISAIAH GREEN","S DIEGO ST",44,57.03,"C"
"SAILASA VADRAWALE III","OREGON ST",68,57.02,"C"
"LANDON SYLVIE","SO MISS",43,56.99,"C"
"D-ICEY HOPKINS","LIBERTY",49,56.83,"C"
"DARNELL WILLIAMS","UTEP",15,56.67,"C"
"JAMARION KEYES","TROY",24,56.64,"C"
"AHMERE FOSTER","MEMPHIS",58,56.53,"C"
"D'CAMBREN VERRETT","W KENTUCKY",28,56.29,"C"
"TAVIN WARD","USF",62,56,"C"
"PETE SCHUH","MARSHALL",16,55.98,"C"
"MARIO EASTERLY","DOMINION",55,55.71,"C"
"ELIJAH NEWELL","UTSA",31,55.56,"C"
"MJ MOULTRIE II","LA TECH",16,55.54,"C"
"DALLAS YOUNG","S ALABAMA",31,55.29,"C"
"JONAVAN CARR","JVILLE ST",18,55.29,"C"
"TYLER BAILEY","SM HOUSTON",62,55.11,"C"
"JOE LOTT","TROY",62,54.84,"C"
"JASON MARSHALL","E MICHIGAN",78,54.72,"C"
"KODY JONES","KENNESAW",18,54.54,"C"
"MICAH DAVIS","W MICHIGAN",49,54.4,"C"
"TAEDEN ROGERS","LA TECH",25,54.11,"C"
"DJ WALKER","OHIO",66,53.76,"C"
"DEXTER RICKS JR.","TEXAS ST",17,53.74,"C"
"ISAIAH JORDAN","NEVADA",40,53.52,"C"
"CALEB CLARK-GLOVER","MARSHALL",39,53.48,"C"
"ELI COPPESS","MIAMI OH",54,53.42,"C"
"MYLES POLLARD","E CAROLINA",56,53.41,"C"
"ANDRUW ELLIS","N ILLINOIS",19,53.37,"C"
"KAMRON CHAMBLE","BALL ST",31,53.35,"C"
"D.J. MOORE","S ALABAMA",19,53.23,"C"
"WARREN SMITH JR.","SACRAMENTO",27,53.1,"C"
"ISRAEL BOYCE","USF",34,52.99,"C"
"JOSH HUNTER","S DIEGO ST",38,52.93,"C"
"MAKAI SHAHID","ARK STATE",59,52.78,"C"
"COEN ALI","C MICHIGAN",27,52.45,"C"
"ROMAN TILLMON","BOISE ST",48,52.43,"C"
"NOAH JEFFERSON","DELAWARE",19,52.37,"C"
"MICHAEL PATTERSON III","TEXAS ST",15,52.25,"C"
"DARREN JAMES","OHIO",54,52.19,"C"
"JOSH PIERRE-LOUIS","MARSHALL",16,52.15,"C"
"CHASE JACKSON","COAST CAR",22,52.14,"C"
"WILL STEIL","N DAK ST",16,51.73,"C"
"ALEX BRANCH","AKRON",23,51.72,"C"
"WESLEY MILLER","FIU",55,51.69,"C"
"JUSTIN POWE","TROY",48,51.52,"C"
"DARRELL BRYANT JR.","C MICHIGAN",56,51.44,"C"
"ROB BILLINGS IV","JVILLE ST",34,51.31,"C"
"RAE'MON MOSBY","E CAROLINA",38,51.16,"C"
"KEENAN NELSON","GA STATE",22,51.14,"C"
"MICHAEL ROBINSON III","SO MISS",28,51.12,"C"
"AMARI WALLACE","SACRAMENTO",27,51.09,"C"
"TY JONES","LA TECH",21,50.93,"C"
"CHRISTIAN FORD","MO STATE",73,50.66,"C"
"ELIJAH MC-CANTOS","COLO STATE",55,50.63,"C"
"SELMAN BRIDGES","NEVADA",15,50.3,"C"
"JAYON HARVEY","JAMES MAD",53,50.01,"C"
"BRYSON SNELLING","NEVADA",34,49.99,"C"
"TRISTAN LESTER","MARSHALL",17,49.68,"C"
"NICK BECKWITH","AIR FORCE",20,49.62,"C"
"CJ MCBEAN","NEW MEXICO",40,49.15,"C"
"TJ MCGILL","JAMES MAD",23,49.12,"C"
"ALEXANDER FORD","KENNESAW",24,49.04,"C"
"DAEVON ILES","DOMINION",44,48.95,"C"
"WILLIE NELSON III","UTSA",35,48.94,"C"
"TRAVIS ANDERSON","BOISE ST",58,48.9,"C"
"AJ BROWN","RICE",32,48.84,"C"
"KAHLIL ALI","DELAWARE",32,48.63,"C"
"JORDAN MCRAE","LA TECH",25,48.6,"C"
"JAYDEN LAWTON","TEXAS ST",23,48.45,"C"
"KAM FRANKLIN","LA TECH",18,48.37,"C"
"LARRY TURNER-GOODEN","NEVADA",42,48.28,"C"
"ESTEBAN GUILLORY","UTEP",34,48.22,"C"
"AJ GRAHAM","DELAWARE",26,48.18,"C"
"LYRIC SMITH","SM HOUSTON",20,47.43,"C"
"BOBBY ARNOLD","UTAH ST",23,47.19,"C"
"JELANI MCLAUGHLIN","S DIEGO ST",45,47.08,"C"
"DERRICK MAXEY III","GA STATE",16,46.98,"C"
"TAYLEN EADY","N DAK ST",15,46.91,"C"
"GREG JOHNSON","DOMINION",18,46.56,"C"
"AMEYR ADAMS","LA MONROE",21,46.47,"C"
"MYLES WOODS","COAST CAR",30,46.31,"C"
"TAINOA LAVE","S DIEGO ST",26,46.26,"C"
"KJ FLOWE","JAMES MAD",52,46.23,"C"
"BRYCE LLEWELLYN","E MICHIGAN",78,46.2,"C"
"JT HASKINS","OHIO",28,46.13,"C"
"BROOKLYN CHEEK","WYOMING",58,46.12,"C"
"TY SNEAD","GA STATE",15,45.9,"C"
"JAKYRI JONES","GA SOUTHRN",24,45.82,"C"
"RYAN WILSON","FRESNO ST",20,45.78,"C"
"GEORGE MULLINS","DELAWARE",23,45.65,"C"
"ISAAC PAUL","KENNESAW",26,45.36,"C"
"JACOREY WALKER","GA STATE",15,45.33,"C"
"AMARIAN LOUIS","W MICHIGAN",17,45.27,"C"
"LUKE EVANS","KENNESAW",24,45.23,"C"
"TYSEN CAMPBELL","C MICHIGAN",22,45.09,"C"
"DESMAN HEARNS","WYOMING",49,45.02,"C"
"CHASE DAVIS","TEXAS ST",41,44.63,"C"
"LORENZO SMITH","NEW MEX ST",41,44.61,"C"
"BRIAN DUKES JR.","S JOSE ST",62,44.6,"C"
"ELIJAH BROWN","COLO STATE",23,44.59,"C"
"RODRICK HUNTER","AKRON",53,44.54,"C"
"KALEB PURDY","APP STATE",32,44.24,"C"
"CHASE GREEN","TULANE",17,44.15,"C"
"JOE REDDISH","APP STATE",17,43.91,"C"
"JA'DEN MCBURROWS","APP STATE",15,43.25,"C"
"DEMONTE GASTON","GA STATE",16,43.23,"C"
"DONOVAN TURNER","SACRAMENTO",18,43.21,"C"
"CAMEREN JENKINS","N TEXAS",16,42.86,"C"
"DYLAN KING","MEMPHIS",15,42.83,"C"
"JONES THOMAS","WYOMING",70,42.8,"C"
"KT SEAY","DELAWARE",27,42.76,"C"
"DAVE HERARD","W KENTUCKY",41,42.48,"C"
"DORIAN RUTLEDGE","DELAWARE",22,42.36,"C"
"DARIUS GIVANCE","N DAK ST",22,42.1,"C"
"RYLAN LEATHERS","TULSA",21,42,"C"
"JEREMIAH BERNARD","WASH STATE",52,41.97,"C"
"ASHTON WILLIAMS","TULSA",82,41.57,"C"
"DALLAS DALEY","AIR FORCE",37,41.14,"C"
"JOEY POPE","W MICHIGAN",46,40.94,"C"
"DEUCE LEE","GA STATE",18,40.88,"C"
"ZANE WOODHAM","TULSA",36,40.58,"C"
"PRESTON ESTOESTA","BOWL GREEN",60,40.16,"C"
"ANTHONY MATTISON","MO STATE",40,39.94,"D"
"AG MCGHEE","ARK STATE",62,39.75,"D"
"RONALD MOORE JR.","LIBERTY",16,39.75,"D"
"JEREMIAH VESSEL","LIBERTY",41,39.69,"D"
"JOSEPH HOLT","GA STATE",21,39.59,"D"
"TAYVION BEASLEY","USF",28,39.52,"D"
"ARMORION SMITH","TOLEDO",68,39.47,"D"
"TYLAN BOYKIN","E MICHIGAN",23,39.17,"D"
"J.J. O'NEAL","MO STATE",68,39.08,"D"
"CADE PATERSON","AIR FORCE",24,38.78,"D"
"NASIR EATMON","DELAWARE",19,38.48,"D"
"KONA MOORE","HAWAII",65,38.38,"D"
"SHAMIR STERLIN","FIU",47,38.28,"D"
"JACK DUNKLEY","WYOMING",42,38.27,"D"
"MUMU BIN-WAHAD","UNLV",64,38.21,"D"
"STONE PERKINS","BALL ST",28,37.75,"D"
"JAYLEN BENTLEY","GA SOUTHRN",24,37.28,"D"
"JAYLEN THOMAS","WASH STATE",64,36.89,"D"
"ALEXANDER PEREZ","AIR FORCE",24,36.48,"D"
"JOSIAH JACKSON","TEMPLE",21,36.31,"D"
"JAYDEN SWEENEY","FAU",50,35.89,"D"
"PHILLIP CATO","KENNESAW",18,35.87,"D"
"ANTA'VEON MCKENZIE","UAB",38,35.7,"D"
"KOLIN DINKINS","TEMPLE",15,35.52,"D"
"MALIK ARMSTRONG","N ILLINOIS",62,35.04,"D"
"DEVIN RUTHERFORD","MO STATE",25,34.91,"D"
"AHRAN OGBOR","RICE",31,34.68,"D"
"XAVIER WALTON","UTSA",32,34.51,"D"
"JAMES JOHNSON","MIDDLE TN",26,34.42,"D"
"JAYVON HENDERSON","S ALABAMA",29,34.25,"D"
"JAKOBE CAMPBELL","NEW MEX ST",32,33.1,"D"
"CHARGER DOTY","UTAH ST",45,33.08,"D"
"MORVEN JOSEPH","JVILLE ST",19,32.89,"D"
"ANTONIO SMITH","MO STATE",22,32.79,"D"
"TERRENTE HINTON","MARSHALL",26,32.77,"D"
"DEREK GANTER JR.","BOISE ST",64,32.72,"D"
"DY'LON WOMACK","CHARLOTTE",57,32.56,"D"
"ELIJAH PALMER","HAWAII",56,32.41,"D"
"BO SIMPSON-NEALY","FAU",34,32.27,"D"
"CADEN VERMAAS","RICE",31,32.2,"D"
"DILLON TATUM","MIAMI OH",42,32.05,"D"
"ZY JACKSON","LA MONROE",39,31.23,"D"
"KODE LOWE","UTEP",37,31.16,"D"
"JAEDEN GOULD","TEMPLE",32,31.13,"D"
"JARVSE DICKERSON","UTSA",27,31.03,"D"
"PERRY FISHER","KENNESAW",16,31.01,"D"
"CHRISTIAN PETERSON","E CAROLINA",26,30.82,"D"
"KALEB MILES","UTEP",25,30.4,"D"
"ETHAN TIERNEY","FRESNO ST",38,30.15,"D"
"SETH GATHERS","JAMES MAD",62,29.95,"D"
"DEVIN HENDERSON","APP STATE",37,29.5,"D"
"MARTELL BUCHANAN","KENT STATE",20,28.96,"D"
"JEREMIAH JORDAN","UAB",43,28.59,"D"
"JOSIAH COX","S DIEGO ST",47,27.46,"D"
"JOSH BENTON","E CAROLINA",17,26.83,"D"
"CARL FAUNTROY","LA MONROE",46,26.02,"D"
"DJ JESTER","LA MONROE",61,25.52,"D"
"JOEL CORDOBA","KENT STATE",44,25.16,"D"
"BISHOP TURNER","NEVADA",52,23.58,"D"
"GREG GIPSON JR.","TEXAS ST",15,22.91,"D"
"DERRICK JACKSON III","KENT STATE",28,21.35,"D"
"TAIJH OVERTON","LA MONROE",33,20.93,"D"
"JERMAINE AGEE","MIAMI OH",15,20.81,"D"
"ZYIL POWELL","TEMPLE",15,20.56,"D"
"BRANDON ROSE","COAST CAR",58,19.83,"F"
"JABARI TILLER","LA MONROE",44,19.14,"F"
"RJ REGAN","FRESNO ST",29,18.55,"F"
"COLE BLAYLOCK","S ALABAMA",34,17.94,"F"
