"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade"
"ANTHONY PINNACE","BALL ST",41,100,"A"
"JANARD LOCKHARDT","LA TECH",25,98.08,"A"
"ISHMEL ATKINS","SM HOUSTON",41,97.86,"A"
"CALEB RICKS","S DIEGO ST",45,92.24,"A"
"CHANCE GAMBLE","GA SOUTHRN",28,91,"A"
"CAESAR MAGEE","SM HOUSTON",37,88.41,"A"
"QUANDARIUS KEYES","UNLV",76,86.88,"A"
"SAVEON BROWN","BUFFALO",74,86.68,"A"
"KOBI ALBERT","SO MISS",33,86.67,"A"
"KOBI BLACKWELL","BUFFALO",71,84.59,"A"
"JAVON GILLESPIE","NEW MEX ST",24,83.75,"A"
"JARVARIUS SIMS","W MICHIGAN",49,82.84,"A"
"DEANDRE BOYKINS","FIU",55,82.25,"A"
"ZION FRINK","DOMINION",35,79.64,"B"
"JAYDEN ROBERTSON","S JOSE ST",52,76.79,"B"
"MATTHEW MCKENZIE","C MICHIGAN",41,76.15,"B"
"AARON WARREN","N ILLINOIS",27,75.78,"B"
"ISRAEL PETITE","TOLEDO",59,75.12,"B"
"YASSINE FALKE","N ILLINOIS",38,74.89,"B"
"JA'MARION WAYNE","COAST CAR",57,74.65,"B"
"RYAN GADSON","FIU",35,73.21,"B"
"KEN WILLIS","JAMES MAD",64,73.17,"B"
"TREZ MOORE","TEXAS ST",46,72.73,"B"
"TYSON WILLIAMS","TULSA",74,72.44,"B"
"JAMIR BENJAMIN","RICE",35,71.69,"B"
"ANTHONY ROGERS","TULANE",59,71.54,"B"
"JAI-AYVIAUYNN CELESTINE","FIU",38,71.53,"B"
"JERICO WASHINGTON JR.","BOISE ST",50,71.45,"B"
"TRE'QUON FEGANS","JVILLE ST",50,71.38,"B"
"MIKE LINDSAY","S DIEGO ST",46,71.23,"B"
"DENVER HARRIS","UNLV",73,71.2,"B"
"TOBY BOLTON","GA STATE",25,70.22,"B"
"DEVIN ROBINSON","TULSA",55,69.82,"B"
"JUAN BERCHAL","APP STATE",35,69.82,"B"
"JAKEVIAN RODGERS","UTSA",23,69.66,"B"
"JYAIRE BROWN","SO MISS",34,67.06,"B"
"DAMYRION DARBY","S ALABAMA",17,66.98,"B"
"AMARI BUTLER","LA TECH",26,66.88,"B"
"ZACH MORRIS","UTSA",35,66.81,"B"
"FRANKIE EDWARDS III","NEW MEXICO",32,65.77,"B"
"CALEB WOMACK","S JOSE ST",63,65.21,"B"
"TRAVIS ROMAN","COAST CAR",39,65.08,"B"
"RAYQUAN ADKINS","E MICHIGAN",63,64.4,"B"
"CALDRA WILLIFORD","TULSA",41,64.18,"B"
"JUSTIN BROWN","W KENTUCKY",31,64.07,"B"
"JEREMIAH HUGHES","HAWAII",58,63.33,"B"
"AMARION FORTENBERRY","USF",51,61.87,"B"
"DONMIEL ROGERS","E MICHIGAN",46,61.79,"B"
"SHERROD SMITH","BOISE ST",44,61.39,"B"
"CALEB DOBBS","E MICHIGAN",71,60.34,"B"
"IRABONOISE ONIHA","NAVY",39,60.32,"B"
"TRAVIS JACKSON","FAU",34,60.25,"B"
"AVERY DEMERY","LA LAFAYET",46,60.22,"B"
"DREY BRAXTON","BOWL GREEN",59,59.71,"C"
"BRENT GORDON JR.","LA LAFAYET",52,59.47,"C"
"LIAM LINDO","N ILLINOIS",45,59.4,"C"
"JAYLEN MOSON","S ALABAMA",38,58.92,"C"
"JUSTIN COTTRELL","SM HOUSTON",20,58.75,"C"
"JD DREW","TULSA",64,58.72,"C"
"JOEL BOAMAH","MO STATE",60,58.67,"C"
"NOAH MANGHAM","GA SOUTHRN",28,58.41,"C"
"ASHTON MCSHANE","LIBERTY",21,58.37,"C"
"JADEN MICKEY","BOISE ST",34,58.36,"C"
"KEONTEZ BRADLEY","BUFFALO",70,58.27,"C"
"KESHAWN DAVILA","N TEXAS",23,58.22,"C"
"AIDEN WALKER","NEVADA",62,58.13,"C"
"JOSHUA FRANKLIN","W MICHIGAN",45,57.93,"C"
"TYLER HALLUM","KENNESAW",31,57.9,"C"
"TYSON SHAMSID-DEEN","WYOMING",24,57.35,"C"
"CATRELL WHITE","AKRON",38,57.32,"C"
"ZACH HOBSON","AKRON",35,57.09,"C"
"ERIC MCCLAIN","NEW MEXICO",18,57.04,"C"
"JAMARION KOLAGBODI","DELAWARE",39,56.82,"C"
"CHAMP LEWIS","SO MISS",42,56.52,"C"
"CHRIS TOOLEY III","FAU",22,55.79,"C"
"CJ BLOCKER","COLO STATE",51,55.48,"C"
"JORDON THOMAS","W MICHIGAN",18,54.93,"C"
"TYSON MCCRARY","GA STATE",22,54.71,"C"
"QUENTAVIUS SCANDRETT","BALL ST",47,54.29,"C"
"ELIJAH HOPKINS","LIBERTY",41,54.27,"C"
"DE'MARCUS PETERS","NEW MEX ST",44,54.27,"C"
"MARION MOORE","N DAK ST",15,54.15,"C"
"ORMANIE ARNOLD","NEW MEXICO",16,54.09,"C"
"BRAXTON MYERS","W KENTUCKY",22,53.98,"C"
"GRECO CARRILLO","S JOSE ST",20,53.97,"C"
"ELIAS MULLICAN","SACRAMENTO",21,53.96,"C"
"DENZEL CHAVIS","TEMPLE",36,53.73,"C"
"DEUCE WALKER","GA STATE",25,53.71,"C"
"KYLE WILLIAMS","ARK STATE",21,53.12,"C"
"JQ BROOKS","JVILLE ST",50,52.93,"C"
"TEDDY FOSTER","USF",56,52.71,"C"
"LATAJ WRIGHT","W KENTUCKY",36,52.69,"C"
"CALEB COLEY","E MICHIGAN",23,52.31,"C"
"TJ CRANDALL","OREGON ST",69,52.12,"C"
"MARSHALL WASHINGTON","N ILLINOIS",42,52.07,"C"
"ZION JONES","NEVADA",42,52.06,"C"
"KSHAWN COX JR.","DELAWARE",35,51.47,"C"
"JALIL TUCKER","WASH STATE",40,51.43,"C"
"PHILLIP GLADNEY","GA SOUTHRN",24,51.19,"C"
"JIQUAVIOUS MARSHALL","LIBERTY",32,51.15,"C"
"KENDALL GRIFFIN","WYOMING",32,50.99,"C"
"KYREN CONDOLL","RICE",38,50.93,"C"
"NOAH FLORES","ARK STATE",41,50.87,"C"
"BAILEY FLETCHER","RICE",22,50.67,"C"
"AMARIYUN KNIGHTEN","MIAMI OH",33,50.5,"C"
"DECORIAN THOMPSON","UTEP",33,50.35,"C"
"ELLIS ELLIS JR.","MEMPHIS",34,50.3,"C"
"JAION JACKSON","C MICHIGAN",55,50.28,"C"
"ASHTON LEVELLS-MITCHELL","E CAROLINA",44,50.23,"C"
"JAMAREY SMITH","WASH STATE",51,50.12,"C"
"CALEB PRESLEY","COLO STATE",55,50.07,"C"
"KHAMARI TERRELL","WASH STATE",57,50.03,"C"
"JAMEEL CROFT JR.","CHARLOTTE",62,49.75,"C"
"E'ZAIAH SHINE","TULANE",74,49.73,"C"
"TRACY HILL JR.","GA SOUTHRN",19,49.71,"C"
"TERENCE THOMAS","AKRON",39,49.67,"C"
"IAN BELL","WYOMING",45,49.56,"C"
"BRYCE GRAYS","UTSA",47,49.46,"C"
"MACHO STEVENSON","TULANE",20,49.33,"C"
"JAYDEN JACKSON","GA SOUTHRN",34,49.23,"C"
"FABO CHANEY","GA SOUTHRN",21,49.11,"C"
"DONTRAE HENDERSON","ARK STATE",62,48.94,"C"
"CORDARIAN POWELL","TEXAS ST",31,48.72,"C"
"ROMELO WALKER","N ILLINOIS",33,48.59,"C"
"HERLIN PERRY JR.","USF",27,48.33,"C"
"CHASE USHER","CHARLOTTE",36,48.32,"C"
"JOJO JOHNSON","BOWL GREEN",59,48.18,"C"
"JOSIRA ANDREWS","BOWL GREEN",42,48.07,"C"
"BLAKE THOMPSON","OREGON ST",29,48.04,"C"
"TYLER BIVENS","KENT STATE",23,48.01,"C"
"TYRELL RUSSELL","TOLEDO",55,47.68,"C"
"CAM ROBINSON","NAVY",19,46.89,"C"
"JAHMIR TORRES","NEW MEXICO",24,46.82,"C"
"TONY-LOUIS NKUBA","UNLV",52,46.61,"C"
"TAY'VION LAWSON","KENNESAW",26,46.47,"C"
"JAYLON EDMOND","HAWAII",58,45.74,"C"
"DIONTE THORNTON","SACRAMENTO",26,45.67,"C"
"THERMAN WILLIAMS","WYOMING",33,45.66,"C"
"KHALIL ANDERSON","MO STATE",16,45.64,"C"
"JONATHAN AKINS","E CAROLINA",21,45.54,"C"
"DARIUS JOHNSON JR.","GA STATE",25,45.05,"C"
"PEYTON TAYLOR","N TEXAS",32,45.05,"C"
"DJ VOLTZ","N DAK ST",21,44,"C"
"DEYLEN PLATT","USF",17,43.98,"C"
"ADRIAN LAING","TEMPLE",17,43.7,"C"
"LAWRENCE BROWN JR.","UTSA",21,43.69,"C"
"PHILIPP DAVIS","MARSHALL",16,43.68,"C"
"JORIAN HAYNES","DOMINION",17,43.59,"C"
"CAM'RON BARBER","W MICHIGAN",17,43.38,"C"
"MALIQUE HARRELL","GA STATE",18,43.31,"C"
"GIONNI MCBRIDE","MO STATE",16,43.29,"C"
"JACKSON LOWE","MIDDLE TN",42,43.17,"C"
"CAM JONES","TOLEDO",62,43.13,"C"
"DAMILL BOSTIC JR.","COAST CAR",53,42.83,"C"
"BRANDON CRUTCHFIELD","DOMINION",41,42.39,"C"
"JASON HAGGERTY","MARSHALL",16,42.11,"C"
"DONAVAN PHILORD","C MICHIGAN",42,41.85,"C"
"ANTHONY RICHARD JR.","MEMPHIS",38,41.48,"C"
"KALEB MARTIN","MIAMI OH",40,41.31,"C"
"ASA LOCKS","TEMPLE",36,41,"C"
"CJ CLINKSCALES JR.","CHARLOTTE",33,40.93,"C"
"SHEMAR WELCH","TROY",67,40.69,"C"
"JK JOHNSON","FAU",36,40.65,"C"
"AIDAN SINGLETON","MIDDLE TN",35,40.59,"C"
"MAURION ELEAM","LA LAFAYET",29,39.97,"D"
"ETHAN TOOKES","KENNESAW",15,39.88,"D"
"ZACH CODY","RICE",19,39.28,"D"
"CARSTEN MAMARIL","S DIEGO ST",34,39.06,"D"
"TAI TERRELL","TROY",50,38.68,"D"
"TJ SMITH","TULANE",21,38.65,"D"
"ADAM TAYLOR","SACRAMENTO",19,38.38,"D"
"AHAMAD CHAPMAN","UTSA",30,38.34,"D"
"LATRISTAN THOMPSON","UTEP",16,37.77,"D"
"JUSTIN WATTS","DOMINION",29,37.42,"D"
"MYCHAL YHARBROUGH","MIAMI OH",40,37.08,"D"
"JOSHUA SCOTT","NEVADA",64,37.03,"D"
"DAMARIUS MCGHEE","FAU",48,36.51,"D"
"TONEY COLEMAN JR.","MIAMI OH",23,36.02,"D"
"JAIR MURPHY","USF",55,35.64,"D"
"JAKOB GUDE","APP STATE",22,35.21,"D"
"DARRELL SWEETING","UAB",43,35.08,"D"
"DRE WALKER","APP STATE",39,35.01,"D"
"CRAIG ROYAL JR.","TEXAS ST",43,34.82,"D"
"DELVON GULLEY","UAB",44,33.16,"D"
"KIONTRE HARRIS","FRESNO ST",59,32.65,"D"
"D'ANGELO MAYES","UTAH ST",56,32.21,"D"
"BJ ALLEN JR.","N TEXAS",16,31.8,"D"
"TRENT GUMMER","DELAWARE",24,31.79,"D"
"BARRY DILLON","OHIO",51,31.67,"D"
"DAVION PRITCHARD","KENT STATE",24,31.2,"D"
"JOEL KPASSOU","MO STATE",67,31.04,"D"
"CHAUNCEY LOGAN JR.","MEMPHIS",51,30.83,"D"
"MARKIE GRANT","UTAH ST",51,30.75,"D"
"RJ LESTER JR.","UTSA",38,30.72,"D"
"KHALIL CONLEY","APP STATE",31,29.76,"D"
"JAY HARPER","LA MONROE",25,29.54,"D"
"MALAKAI MURPHY","SO MISS",17,29.28,"D"
"EDDIE PLEASANT III","MARSHALL",45,28.79,"D"
"MALIK GANAWAY","MO STATE",21,28.45,"D"
"MALIKAI NICHOLS","SACRAMENTO",16,28,"D"
"ANGELO ROSS","E CAROLINA",43,27.58,"D"
"KAMERON CARTER","LA TECH",16,27.46,"D"
"ANGELO STOCKSTILL","KENT STATE",40,26.71,"D"
"JELANI WHITMORE","S DIEGO ST",39,26.67,"D"
"JAQUISE ALEXANDER","DELAWARE",27,26.35,"D"
"ASAAD CHAPMAN","UTSA",28,26.06,"D"
"JOSIAH CHARLES","NEW MEX ST",37,24.64,"D"
"AZIR LEE","DELAWARE",15,24.51,"D"
"DEREK FIELDS","BALL ST",39,24.29,"D"
