"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade"
"LOGAN GOODWIN","BUFFALO",57,100,"A"
"LUCAS CONTI","UNLV",39,71.68,"B"
"ELIAS SHERMAN","ARK STATE",56,71.04,"B"
"ZEION SIMPSON-SMITH","MIDDLE TN",33,65.97,"B"
"JAYLEN GEORGE","TULSA",60,65.17,"B"
"DEEJAY HOLMES JR.","FIU",38,65.04,"B"
"ANTHONY BYNUM","GA SOUTHRN",25,63.49,"B"
"LUCAS LAMBERT-PIPKIN","TOLEDO",30,62.4,"B"
"KAL-EL TOGAFAU","UNLV",35,60.09,"B"
"SOLOMONE LANGI","S JOSE ST",29,58.38,"C"
"CHRISTOPHER CLIMES","BUFFALO",49,57.56,"C"
"ELIJAH FIELDS","UTEP",33,57.21,"C"
"ELISHA BALDRIDGE","FIU",18,56.1,"C"
"GAVRIEL LIGHTFOOT","S DIEGO ST",38,55.47,"C"
"TY CLEMONS","TROY",46,54.67,"C"
"JAWAUN CAMPBELL","JVILLE ST",28,53.5,"C"
"WILKY DENAUD","FAU",43,52.2,"C"
"GEOFFREY SPEIGHT JR.","HAWAII",43,51.67,"C"
"REX STINCHCOMB","BUFFALO",21,51.34,"C"
"JOSH ALEXANDER-FELTON","SM HOUSTON",43,50.98,"C"
"KEVIN HORNBEAK JR.","TEMPLE",28,50.62,"C"
"JARRA ANDERSON","SM HOUSTON",22,50.51,"C"
"DEANDRE LYNCH","DOMINION",20,49.24,"C"
"RYAN REESE","ARK STATE",55,49.18,"C"
"TONY CARTER","ARK STATE",36,49.06,"C"
"TORIN BRAZELL","E CAROLINA",31,48.53,"C"
"TEVITA TUHA","UTAH ST",33,47.89,"C"
"AHMAD POOLE","COAST CAR",46,47.37,"C"
"MARTIN OWUSU","FRESNO ST",35,47.25,"C"
"MALIK TULLIS","SACRAMENTO",18,47.2,"C"
"JEREMIAH BAILEY","UTSA",38,47.05,"C"
"NASIM CAIRO","SO MISS",25,45.71,"C"
"JJ DOUGLAS","C MICHIGAN",43,44.93,"C"
"TYREE MORRIS","UTAH ST",53,44.51,"C"
"JUSTIN TERRELL","SM HOUSTON",20,44.51,"C"
"MARQUIS HOOD","JVILLE ST",20,43.72,"C"
"KI'SHAWN HARVEY","APP STATE",20,43.39,"C"
"CARSON TUJAGUE","UTAH ST",54,43.24,"C"
"JOSEPH MUTOMBO","RICE",27,42.92,"C"
"REGGIE JEAN","COAST CAR",32,42.3,"C"
"JORDYN CRITES","TULANE",21,42.01,"C"
"GRIFFEN WILLIS","NAVY",32,41.73,"C"
"LEVI SMILEY","USF",29,41.49,"C"
"DYLAN FRAZIER","SM HOUSTON",44,41.45,"C"
"KEVIN ROBERTS","JAMES MAD",34,41.02,"C"
"DEIJON LAFFITTE","FRESNO ST",37,40.82,"C"
"SELAH BROWN","BOWL GREEN",49,40.51,"C"
"KELLS BUSH","JAMES MAD",40,40.49,"C"
"TAI NEWHOUSE","TULSA",47,40.4,"C"
"MARKELL CHAPMAN","MO STATE",38,40.22,"C"
"JUSIAH SAMPLETON","UTSA",29,40.12,"C"
"KHURTISS PERRY","JVILLE ST",33,40.08,"C"
"JAMEIAN BUXTON","UTSA",29,39.32,"D"
"KAIAN ROBERTS-DAY","NEW MEX ST",24,38.77,"D"
"TJ GRANT","ARK STATE",39,38.66,"D"
"ED SMITH IV","TULANE",58,38.48,"D"
"JAXON CHERRY","C MICHIGAN",30,38.29,"D"
"JEREMIAH SANDIFORD","NEW MEX ST",16,37.14,"D"
"DONOVAN RIEMAN","LA TECH",17,36.76,"D"
"JAYLAND MCGLOTHEN","S JOSE ST",28,36.1,"D"
"DARIEN JACKSON","SM HOUSTON",38,35.64,"D"
"TIM BRANTLEY JR.","MO STATE",22,35.47,"D"
"WILL CLARK","BUFFALO",53,35.29,"D"
"JADEN MCKINNEY","MEMPHIS",37,35.26,"D"
"E'MAURI SMILEY","S ALABAMA",17,35.25,"D"
"ERIQ GEORGE","BOWL GREEN",53,35.06,"D"
"NATE RAY","DELAWARE",17,34.78,"D"
"DEVIN BELL","MIAMI OH",30,34.7,"D"
"JAIDEN GRIMES","KENNESAW",19,34.46,"D"
"PAUL HUTSON III","WASH STATE",24,34.43,"D"
"AARON CLARK","APP STATE",19,34.43,"D"
"TAYLOR BURTON","MEMPHIS",36,34.23,"D"
"ANDREW HINES","S ALABAMA",15,33.97,"D"
"LOGAN GOODSPEED","FRESNO ST",21,33.39,"D"
"DRENON FITE III","UTSA",27,33.23,"D"
"ROOSEVELT ANDREWS III","MIAMI OH",40,32.96,"D"
"ROBBY HARRISON","COLO STATE",26,32.95,"D"
"ASHTON WRIGHT","LA LAFAYET",30,32.2,"D"
"MAKHI GILBERT","E MICHIGAN",37,31.95,"D"
"MACKAVELLI MALOTUMAU","W KENTUCKY",24,31.89,"D"
"AMEIR GLENN","BALL ST",20,31.55,"D"
"MASE LEWIS","S ALABAMA",24,31.39,"D"
"AMARI COMIER","S DIEGO ST",40,31.38,"D"
"JAYLEN HILL","OREGON ST",20,31.16,"D"
"KALEB COLEMAN","LA TECH",15,31.14,"D"
"KAMERON HAMILTON","TULANE",25,31.03,"D"
"RUSSELL SYKES IV","TEMPLE",20,30.84,"D"
"DEVIN ANCRUM","CHARLOTTE",40,30.52,"D"
"ENZO-PIERRE TAYOU","NEW MEX ST",16,30.51,"D"
"TAVEON ROBINSON","COLO STATE",21,30.48,"D"
"CHAUNCEY CHIDI","SM HOUSTON",22,30.4,"D"
"CALEB IRVING","CHARLOTTE",22,30.33,"D"
"JOSH LUKUSA","MO STATE",29,30.3,"D"
"KOREY JORDAN","GA SOUTHRN",19,30.25,"D"
"MATTHEW ARIBISALA","RICE",21,30.07,"D"
"HUNTER MALECKI","DOMINION",21,29.86,"D"
"PEYTON CHRISTIAN","E MICHIGAN",38,29.85,"D"
"AJ VAUGHNS","GA STATE",21,29.73,"D"
"JASON GWAN","NEW MEX ST",16,28.98,"D"
"ALBERT TUAKALAU","NEW MEXICO",17,28.39,"D"
"CORNELL EVANS","BUFFALO",55,28.26,"D"
"DOMINICK BROGNA","DELAWARE",29,28.26,"D"
"JALEN WILLIAMS","AKRON",30,28.13,"D"
"JAIRUS SATELE","FRESNO ST",30,28.08,"D"
"MATTHEW SCARLETT","N ILLINOIS",34,28,"D"
"TAI LEONARD","UTSA",38,27.89,"D"
"ORYEND FISHER","UTEP",19,27.89,"D"
"MIKAIO EDWARD","BOISE ST",46,27.73,"D"
"DILLAN BOTTS","RICE",24,27.7,"D"
"BRIAN BOOKER","NEW MEXICO",15,27.68,"D"
"LOGOLOGO VA'A","NEVADA",29,27.48,"D"
"KRISHNA CLAY","S DIEGO ST",39,27.13,"D"
"XAVYER ARRINGTON","NAVY",26,27.08,"D"
"SHAKAUN BOWSER","UTEP",30,26.82,"D"
"TYLER BAILEY","OREGON ST",26,26.77,"D"
"TYLER RICH","TULSA",29,26.74,"D"
"KAM CURRY","TROY",34,26.72,"D"
"DARRELL GROSS","SO MISS",23,26.71,"D"
"CHANCELLOR OWENS","TEXAS ST",40,26.7,"D"
"NIKLAS FISHER","OREGON ST",24,26.5,"D"
"ZHAIYLEN SCOTT","MIAMI OH",28,26.18,"D"
"FITZGERALD WEST JR.","LA LAFAYET",30,25.99,"D"
"ANTHONY SMITH","FIU",15,25.77,"D"
"CADEN CAMESE","TOLEDO",58,25.75,"D"
"SAM SIAFA","DELAWARE",17,25.28,"D"
"EDDY SMITH","UTSA",24,25.26,"D"
"MIKE JARVIS","LIBERTY",32,25.01,"D"
"OZZY POLLARD","HAWAII",34,25,"D"
"KALEB ARTIS","TEMPLE",16,24.62,"D"
"AMARI WILKS","LA TECH",19,24.26,"D"
"DARIAN BLACHEWICZ","KENT STATE",19,24.19,"D"
"TYLER CARTER","S ALABAMA",20,24.14,"D"
"GRANT LYONS","MIAMI OH",37,24.13,"D"
"ENYCE SLEDGE","FAU",30,23.75,"D"
"ASANI REDWOOD","USF",54,23.69,"D"
"KENYATTA HARDGE","MARSHALL",40,23.48,"D"
"JUSTIN BENTON","N TEXAS",26,23.43,"D"
"JUDD ROUYEA","LA TECH",17,23.28,"D"
"MIQUON MERRIWEATHER","TROY",30,23.16,"D"
"PRESTON CARR","E CAROLINA",37,23.02,"D"
"NATHANIEL CHANDLER","TOLEDO",51,23.01,"D"
"MEKHI LOCKHART","MARSHALL",21,22.72,"D"
"TAE WOODY","TEXAS ST",16,22.36,"D"
"ELIJAH SIMMONS","FIU",23,22.35,"D"
"KADEN JONES","MO STATE",35,22.3,"D"
"MAJOR DILLARD","USF",30,22.25,"D"
"THOMAS ADEN","KENT STATE",29,22.21,"D"
"RJ MOSS JR.","FIU",27,22.06,"D"
"JERMAINE PARAMORE","TROY",24,22,"D"
"MARKUS CLARK","LIBERTY",17,21.96,"D"
"RESHAD STERLING","TULANE",31,21.7,"D"
"RASHEED LOVELACE","JAMES MAD",31,21.55,"D"
"AQUANTIS CLEMMONS","RICE",24,21.34,"D"
"JACOB LOPEZ-VEASEY","UTSA",22,21.3,"D"
"DAVID PAINE JR.","NEVADA",54,21.1,"D"
"JUSTIN BODFORD","MIDDLE TN",18,21.06,"D"
"JUSTICE WILLIAMS","LA TECH",22,21.03,"D"
"PHILLIP BRADFORD","TEXAS ST",40,20.88,"D"
"RION ROSEBOROUGH","E CAROLINA",34,20.85,"D"
"LUTHER MCCOY","HAWAII",38,20.46,"D"
"TANIELU MAAFALA-BARBASA","WYOMING",23,20.43,"D"
