"Name","Team","Offensive.Snaps","Composite_Score","Player_Grade"
"DARRION BOWERS","NEW MEXICO",2,10.6,"F"
"SITANI MIKAELE","HAWAII",27,9.65,"F"
"AJAY ALLEN","W KENTUCKY",50,9.33,"F"
"JORDAN LOVETT","TROY",20,9.09,"F"
"ANTONIO MARTIN","MIDDLE TN",30,8.79,"F"
"AUSTYN DENDY","BOWL GREEN",22,8.56,"F"
"TYVONN BYARS","RICE",29,8.14,"F"
"CAMERON MATHEWS","NEW MEXICO",8,7.27,"F"
"CHANCELLOR SPARKS","MIAMI OH",NA,7.18,"F"
"KHAMANI ALEXANDER","CHARLOTTE",35,6.23,"F"
"MANNY COVEY","MEMPHIS",21,5.55,"F"
"BRADY TILLMAN III","FAU",16,4.12,"F"
"JAVEN JACOBS","UTAH ST",75,3.85,"F"
"STERLING JOSEPH","FIU",11,3.2,"F"
"JADEN MILLER","LA TECH",16,3.15,"F"
"D'ANDRE HARDEMAN JR.","RICE",23,0,"F"
