"Name","Team","Offensive.Snaps","Composite_Score","Player_Grade"
"DYLAN RILEY","BOISE ST",40,100,"A"
"MEL BROWN","COLO STATE",26,94.67,"A"
"JAHIEM WHITE","N TEXAS",44,92.02,"A"
"JAYLIN LUCAS","TULANE",18,91.01,"A"
"JABARI BATES","S JOSE ST",58,87.8,"A"
"TORRANCE BURGESS JR.","TEXAS ST",23,85.7,"A"
"JAHEIM MERRIWEATHER","TROY",16,78.28,"B"
"NICK HERMAN","JAMES MAD",3,73.92,"B"
"ASHTON GRAY","E CAROLINA",18,72.98,"B"
"TJ HORTON","BALL ST",26,70.71,"B"
"BRYSON DONELSON","FRESNO ST",19,67.99,"B"
"JORDAN GANT","AKRON",33,66.69,"B"
"JAMES JONES","NEW MEX ST",28,65.53,"B"
"TREQUAN JONES","TULSA",16,64.87,"B"
"MARKELL HOLMAN","WYOMING",3,60.61,"B"
"TELLY JOHNSON JR.","N ILLINOIS",29,59.69,"C"
"PJ MARTIN","S ALABAMA",39,58.57,"C"
"JALEN BONDS","BALL ST",18,57.46,"C"
"SCOTTRE HUMPHREY","NEW MEXICO",32,56.91,"C"
"ROD ROBINSON II","UAB",32,54.93,"C"
"BRYSON ROLAND","LA MONROE",27,54.37,"C"
"DEVON RICE","HAWAII",53,53.78,"C"
"TAVORUS JONES","UTEP",27,51.96,"C"
"SIRE GAINES","BOISE ST",31,51.8,"C"
"LANEAR MCCRARY JR.","GA STATE",24,51.49,"C"
"RAMONE GREEN JR.","MO STATE",10,50.94,"C"
"JAYLIN CARTER","MEMPHIS",30,50.29,"C"
"SEAN PATRICK","AKRON",26,49.03,"C"
"BAM MCREYNOLDS","UAB",32,48.29,"C"
"PEYTON JONES","LIBERTY",39,48.28,"C"
"DAVIAN JACKSON","TEXAS ST",20,47.94,"C"
"DOMINIC KELLEY","NEVADA",26,46.56,"C"
"WILL HENDERSON III","UTSA",32,45.84,"C"
"MASON KING","KENT STATE",15,43.44,"C"
"SOLOMON BAGGETT","ARK STATE",1,43.08,"C"
"GEORGE PETTAWAY","JAMES MAD",45,42.33,"C"
"BREEZY DUBAR","MO STATE",14,41.7,"C"
"JALEN BUCKLEY","W MICHIGAN",44,39.92,"D"
"KENYON CLAY","ARK STATE",48,39.48,"D"
"BRAYDON BENNETT","E MICHIGAN",13,39.45,"D"
"DUNCAN BRUNE","OHIO",36,39.25,"D"
"JAQUARI LEWIS","APP STATE",31,39.15,"D"
"JEVON EDWARDS","COAST CAR",28,38.24,"D"
"JO SILVER","DELAWARE",26,37.76,"D"
"JADEN ALLEN-HENDRIX","COAST CAR",12,36.77,"D"
"NAKAI AMACHREE","BOWL GREEN",35,36.44,"D"
"CHANCE WILLIAMS","CHARLOTTE",38,35.82,"D"
"CJ MILLER","TOLEDO",18,35.67,"D"
"KAM DAVIS","LIBERTY",27,35.26,"D"
"DAMARI ALSTON","TULSA",34,35.16,"D"
"D.J. CROWTHER","USF",24,35.02,"D"
"KEVEUN MASON","TEMPLE",40,34.88,"D"
"EZELL JOLLY","ARK STATE",8,34.48,"D"
"LUCKY SUTTON","S DIEGO ST",35,34.3,"D"
"D'SHAWNTAE JONES","MIAMI OH",17,34.23,"D"
"ANTHONY CARRIE","FIU",36,33.08,"D"
"ALTON MCCASKILL","SM HOUSTON",43,32.87,"D"
"JAYLON GLOVER","UNLV",12,32.17,"D"
"TREYAUN WEBB","APP STATE",9,31.42,"D"
"BRANDON HIGH JR.","UTSA",16,30.9,"D"
"CONNOR WALENDZAK","TOLEDO",25,30.64,"D"
"DURELL ROBINSON","COLO STATE",35,29.88,"D"
"ETHAN ERVIN","FAU",35,29.27,"D"
"KEENAN PHILLIPS","S ALABAMA",35,29.16,"D"
"VAUGHN BLUE","C MICHIGAN",20,28.51,"D"
"DENNIS MURRAY JR.","GA STATE",20,28.38,"D"
"SAMUEL HARRIS","WYOMING",34,28.21,"D"
"DEVIN ROCHE","DOMINION",30,27.72,"D"
"STEVEN ROBINSON","SO MISS",36,26.94,"D"
"ANTHONY REAGAN JR.","LA LAFAYET",13,26.38,"D"
"JAVION KINNARD","S DIEGO ST",16,26.01,"D"
"BRENDON HAYGOOD","N TEXAS",14,25.88,"D"
"AUTAVIUS ISON","TOLEDO",2,25.16,"D"
"KHRISTIAN LANDO","JVILLE ST",12,24.8,"D"
"JO'SHON BARBIE","MARSHALL",31,24.57,"D"
"GAVIN GRIFFIN","TROY",33,24.52,"D"
"ELIJAH PORTER","N ILLINOIS",13,23.04,"D"
"HERSCHEL TURNER","NEVADA",22,22.58,"D"
"AMAR'E JOHNSON","MO STATE",NA,22.52,"D"
"TERRANCE SHELTON JR.","BUFFALO",60,22.38,"D"
"AMAREON BLUE","E MICHIGAN",32,22,"D"
"TERRON KELLMAN","LIBERTY",2,21.86,"D"
"TJ WASHINGTON JR.","NEW MEX ST",16,21.44,"D"
"DEVONTE LYONS","FIU",31,20.99,"D"
"JAI'DEN THOMAS","UNLV",52,19.77,"F"
"LEONARD FARROW","FAU",19,19.71,"F"
"LANDAN BROWN","SM HOUSTON",32,19.22,"F"
"JOHNNIE DANIELS","TULANE",27,18.76,"F"
"CADE YACAMELLI","MIAMI OH",18,18.22,"F"
"JULIUS GILLICK","FRESNO ST",8,16.63,"F"
"MESSIAH BURCH","BUFFALO",25,15.7,"F"
"JASON COLLINS JR.","USF",33,15.4,"F"
"BRANDON WHITE","KENT STATE",13,13.92,"F"
"KIRBY VORHEES","WASH STATE",29,13.37,"F"
"JAKORION CAFFEY","KENT STATE",13,12.16,"F"
"VICTOR ROSA","OHIO",23,12.09,"F"
"COREY SMITH","TOLEDO",NA,12.01,"F"
"JA'QUEZ CROSS","APP STATE",21,11.81,"F"
"ANDREW BURNETTE","LA TECH",11,10.97,"F"
