"Name","Team","Jersey.Number.x","Position","Season","Conference.x","Rush.Grade","Key.Plays.x","Attempts","Rush.Yards","Yards.per.Attempt","Rush.Touchdowns","First.Down.Runs","Fumbles.x","Fumbles.Lost.x","Missed.Tackles.on.Runs","Yards.before.Contact","Yards.before.Contact.per.Attempt","Yards.after.Contact","Yards.after.Contract.per.Attempt","Scrambles","First.down.or.Touchdown.percentage","Missed.Tackles.forced.per.Attempt","Explosive.Runs","Change.of.direction.percentage","Team.Name","Jersey.Number.y","Conference.y","Receiving.Grade","Key.Plays.y","Receiving.Snaps","Snaps.on.Press.Coverage","Targets","Receptions","Receiving.Yards","Yards.per.Reception","Receiving.Touchdowns","Receiving.First.Downs","Dropped.Passes","Fumbles.y","Fumbles.Lost.y","Catchable.Targets","Contested.Targets","Contested.Catches","Yards.after.Catch","Yards.After.Catch.per.Reception","Receiving.Yards.after.Contract","Contested.Catches.Percentage","Yards.per.Route.Run","Average.Depth.of.Target","Explosive.Plays","Missed.Tackles.forced.on.Receptions","Percentage.of.Catchable.Passes.Caught","Dropped.Catchable.Passes.Percentage","Contested.Catches.Caught.Percentage","Passer.Rating.when.Targetted","Slot.Target.Percentage","Deep.Target.Percentage","Completion.Percentage.when.Targeted","Percentage.of.Targets.per.Receiving.Snaps","Conference","Conference_Level","Offensive.Snaps","Composite_Score","Player_Grade"
"ETHAN ERVIN","FAU",21,"HB",2026,"The American",65.5,9,17,67,3.9,0,6,0,0,2,28,1.6,39,2.3,0,0.353,0.12,0,0,"FAU",21,"The American",54.7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","The American","G5",35,29.27,"D"
"KEENAN PHILLIPS","S ALABAMA",3,"HB",2026,"Sun Belt",65.7,6,14,48,3.4,0,3,0,0,2,11,0.8,37,2.6,0,0.214,0.14,0,0.214,"S ALABAMA",3,"Sun Belt",58.1,0,14,0,1,1,0,0,0,0,0,0,0,1,0,0,5,5,0,0,0,-5,0,0,"100%","0.00%","0.00%",79.2,0,0.071,0,"100%","Sun Belt","G5",35,29.16,"D"
"VAUGHN BLUE","C MICHIGAN",24,"HB",2026,"MAC",68.7,3,6,27,4.5,1,2,0,0,1,6,1,21,3.5,0,0.333,0.17,0,0,"C MICHIGAN",24,"MAC",52.1,3,10,0,4,3,29,9.7,0,1,1,0,0,4,0,0,25,8.3,7,0,2.9,-0.3,1,0,"75.00%","25.00%","0.00%",94.8,0.3,0.4,0,"75.00%","MAC","G5",20,28.51,"D"
"DENNIS MURRAY JR.","GA STATE",0,"HB",2026,"Sun Belt",61.8,4,10,41,4.1,1,3,0,0,0,5,0.5,36,3.6,0,0.3,0,2,0,"GA STATE",0,"Sun Belt",66.4,1,10,0,2,1,13,13,0,1,0,0,0,1,0,0,19,19,12,0,1.3,-6,0,2,"100%","0.00%","0.00%",70.8,0,0.2,0,"50.00%","Sun Belt","G5",20,28.38,"D"
"SAMUEL HARRIS","WYOMING",1,"HB",2026,"MWC",61.6,5,11,48,4.4,1,2,0,0,0,29,2.6,19,1.7,0,0.182,0,2,0,"WYOMING",1,"MWC",61.4,1,13,0,2,2,7,3.5,0,1,0,0,1,2,1,1,8,4,0,1,0.54,-0.5,0,0,"100%","0.00%","50.00%",81.3,0,0.154,0,"100%","MWC","G5",34,28.21,"D"
"DEVIN ROCHE","DOMINION",3,"HB",2026,"Sun Belt",72.8,4,9,45,5,0,2,0,0,4,7,0.8,38,4.2,0,0.222,0.44,3,0,"DOMINION",3,"Sun Belt",53.6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Sun Belt","G5",30,27.72,"D"
"STEVEN ROBINSON","SO MISS",14,"HB",2026,"Sun Belt",65.6,5,14,48,3.4,0,2,0,0,1,10,0.7,38,2.7,0,0.143,0.07,1,0,"SO MISS",14,"Sun Belt",55.3,3,21,1,3,2,4,2,1,1,0,0,0,2,1,0,9,4.5,2,0,0.19,-3.3,0,0,"100%","0.00%","33.30%",109.7,0.048,0.143,0,"66.70%","Sun Belt","G5",36,26.94,"D"
"ANTHONY REAGAN JR.","LA LAFAYET",22,"HB",2026,"Sun Belt",66,3,7,42,6,0,1,0,0,1,22,3.1,20,2.9,0,0.143,0.14,1,0.286,"LA LAFAYET",22,"Sun Belt",58.4,1,10,0,1,1,1,1,0,0,0,0,0,1,0,0,8,8,1,0,0.1,-7,0,0,"100%","0.00%","0.00%",79.2,0,0.1,0,"100%","Sun Belt","G5",13,26.38,"D"
"JAVION KINNARD","S DIEGO ST",21,"HB",2026,"Pac-12",69,6,12,48,4,0,3,0,0,1,6,0.5,42,3.5,0,0.25,0.08,1,0,"S DIEGO ST",21,"Pac-12",72.1,1,6,0,2,1,10,10,0,0,0,0,0,1,1,0,15,15,1,0,1.67,-3,0,0,"100%","0.00%","50.00%",25,0,0.333,0,"50.00%","Pac-12","G5",16,26.01,"D"
"BRENDON HAYGOOD","N TEXAS",29,"HB",2026,"The American",57.3,3,13,40,3.1,1,1,0,0,4,0,0,40,3.1,0,0.077,0.31,0,0.154,"N TEXAS",29,"The American",56.4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","The American","G5",14,25.88,"D"
"AUTAVIUS ISON","TOLEDO",4,"HB",2026,"MAC",65.6,4,7,33,4.7,1,3,0,0,1,13,1.9,20,2.9,0,0.429,0.14,0,0.143,"TOLEDO",4,"MAC",58.8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","MAC","G5",2,25.16,"D"
"KHRISTIAN LANDO","JVILLE ST",7,"HB",2026,"C-USA",61.1,3,8,24,3,1,3,0,0,0,11,1.4,13,1.6,0,0.375,0,0,0,"JVILLE ST",7,"C-USA",74.8,1,1,0,1,1,8,8,0,0,0,0,0,1,0,0,13,13,2,0,8,-5,0,0,"100%","0.00%","0.00%",100,1,1,0,"100%","C-USA","G5",12,24.8,"D"
"JO'SHON BARBIE","MARSHALL",6,"HB",2026,"Sun Belt",60,6,11,43,3.9,0,3,1,0,1,14,1.3,29,2.6,0,0.273,0.09,1,0.091,"MARSHALL",6,"Sun Belt",68.8,1,16,0,1,1,6,6,0,0,0,0,0,1,0,0,11,11,1,0,0.38,-5,0,0,"100%","0.00%","0.00%",91.7,0.063,0.063,0,"100%","Sun Belt","G5",31,24.57,"D"
"GAVIN GRIFFIN","TROY",0,"HB",2026,"Sun Belt",54.6,8,11,61,5.5,0,3,1,0,3,19,1.7,42,3.8,0,0.273,0.27,1,0,"TROY",0,"Sun Belt",56.7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Sun Belt","G5",33,24.52,"D"
"ELIJAH PORTER","N ILLINOIS",24,"HB",2026,"MWC",66.8,3,6,32,5.3,0,1,0,0,2,14,2.3,18,3,0,0.167,0.33,2,0,"N ILLINOIS",24,"MWC",63.6,2,6,0,2,2,9,4.5,0,0,0,0,0,2,0,0,20,10,14,0,1.5,-5.5,0,1,"100%","0.00%","0.00%",85.4,0,0.333,0,"100%","MWC","G5",13,23.04,"D"
"HERSCHEL TURNER","NEVADA",1,"HB",2026,"MWC",65,4,9,48,5.3,0,2,0,0,2,20,2.2,28,3.1,0,0.222,0.22,1,0,"NEVADA",1,"MWC",35.6,2,13,0,2,1,0,0,0,0,1,0,0,2,0,0,6,6,3,0,0,-3.5,0,2,"50.00%","50.00%","0.00%",56.3,0,0.154,0,"50.00%","MWC","G5",22,22.58,"D"
"AMAR'E JOHNSON","MO STATE",43,"HB",2026,"C-USA",67,5,7,37,5.3,0,2,0,0,2,14,2,23,3.3,0,0.286,0.29,1,0.143,"MO STATE",43,"C-USA",58.6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","C-USA","G5",NA,22.52,"D"
"TERRANCE SHELTON JR.","BUFFALO",25,"HB",2026,"MAC",73.3,4,8,29,3.6,0,1,0,0,2,-7,-0.9,36,4.5,0,0.125,0.25,1,0.125,"BUFFALO",25,"MAC",58.8,0,9,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,-1,0,0,"100%","0.00%","0.00%",79.2,0,0.111,0,"100%","MAC","G5",60,22.38,"D"
"AMAREON BLUE","E MICHIGAN",15,"HB",2026,"MAC",58.4,2,8,40,5,0,3,0,0,3,11,1.4,29,3.6,0,0.375,0.38,2,0,"E MICHIGAN",15,"MAC",55.9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","MAC","G5",32,22,"D"
"TERRON KELLMAN","LIBERTY",11,"HB",2026,"C-USA",65.1,4,7,32,4.6,0,2,0,0,4,-6,-0.9,38,5.4,0,0.286,0.57,1,0,"LIBERTY",11,"C-USA",57.6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","C-USA","G5",2,21.86,"D"
"TJ WASHINGTON JR.","NEW MEX ST",0,"HB",2026,"C-USA",68.3,3,6,30,5,0,1,0,0,0,8,1.3,22,3.7,0,0.167,0,0,0.167,"NEW MEX ST",0,"C-USA",59.8,1,19,0,2,1,13,13,0,1,0,0,0,1,0,0,18,18,6,0,0.68,2,0,0,"100%","0.00%","0.00%",70.8,0,0.105,0,"50.00%","C-USA","G5",16,21.44,"D"
"DEVONTE LYONS","FIU",3,"HB",2026,"C-USA",63.7,6,11,45,4.1,0,4,1,1,1,32,2.9,13,1.2,0,0.364,0.09,0,0.091,"FIU",3,"C-USA",55.4,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","C-USA","G5",31,20.99,"D"
"JAI'DEN THOMAS","UNLV",9,"HB",2026,"MWC",53.9,5,11,55,5,0,0,1,0,1,15,1.4,40,3.6,0,0,0.09,1,0.182,"UNLV",9,"MWC",54.5,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,"0.00%","0.00%","0.00%",39.6,0,0.083,0,"0.00%","MWC","G5",52,19.77,"F"
"LEONARD FARROW","FAU",5,"HB",2026,"The American",71.4,6,8,34,4.3,0,3,0,0,2,13,1.6,21,2.6,0,0.375,0.25,0,0,"FAU",5,"The American",58.3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","The American","G5",19,19.71,"F"
"LANDAN BROWN","SM HOUSTON",10,"HB",2026,"C-USA",74.8,5,7,24,3.4,0,2,0,0,0,5,0.7,19,2.7,0,0.286,0,0,0,"SM HOUSTON",10,"C-USA",68.1,2,10,0,2,2,14,7,0,1,0,0,0,2,0,0,25,12.5,5,0,1.4,-5.5,0,0,"100%","0.00%","0.00%",95.8,0,0.2,0,"100%","C-USA","G5",32,19.22,"F"
"JOHNNIE DANIELS","TULANE",6,"HB",2026,"The American",59,3,6,8,1.3,2,2,0,0,1,-1,-0.2,9,1.5,0,0.333,0.17,0,0.167,"TULANE",6,"The American",57.7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","The American","G5",27,18.76,"F"
"CADE YACAMELLI","MIAMI OH",20,"HB",2026,"MAC",64.9,4,6,26,4.3,0,3,0,0,2,7,1.2,19,3.2,0,0.5,0.33,1,0,"MIAMI OH",20,"MAC",59.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","MAC","G5",18,18.22,"F"
"JULIUS GILLICK","FRESNO ST",24,"HB",2026,"Pac-12",55.1,2,7,39,5.6,0,2,0,0,2,8,1.1,31,4.4,0,0.286,0.29,1,0,"FRESNO ST",24,"Pac-12",58.7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Pac-12","G5",8,16.63,"F"
"MESSIAH BURCH","BUFFALO",4,"HB",2026,"MAC",61.3,3,10,16,1.6,0,0,0,0,2,-2,-0.2,18,1.8,0,0,0.2,0,0.2,"BUFFALO",4,"MAC",62.3,3,29,0,2,2,6,3,0,0,0,0,0,2,0,0,11,5.5,1,0,0.21,-2.5,0,1,"100%","0.00%","0.00%",79.2,0,0.069,0,"100%","MAC","G5",25,15.7,"F"
"JASON COLLINS JR.","USF",2,"HB",2026,"The American",62.9,4,9,40,4.4,0,1,0,0,2,11,1.2,29,3.2,0,0.111,0.22,1,0,"USF",2,"The American",56.6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","The American","G5",33,15.4,"F"
"BRANDON WHITE","KENT STATE",22,"HB",2026,"MAC",63.7,3,10,30,3,0,1,0,0,1,14,1.4,16,1.6,0,0.1,0.1,0,0.2,"KENT STATE",22,"MAC",30.1,1,8,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-2,0,0,"0.00%","100%","0.00%",39.6,0,0.125,0,"0.00%","MAC","G5",13,13.92,"F"
"KIRBY VORHEES","WASH STATE",9,"HB",2026,"Pac-12",59.3,6,11,45,4.1,0,1,1,1,0,21,1.9,24,2.2,0,0.091,0,1,0.091,"WASH STATE",9,"Pac-12",53.8,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Pac-12","G5",29,13.37,"F"
"JAKORION CAFFEY","KENT STATE",5,"HB",2026,"MAC",62.4,3,9,23,2.6,1,1,0,0,1,8,0.9,15,1.7,0,0.111,0.11,0,0,"KENT STATE",5,"MAC",56,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","MAC","G5",13,12.16,"F"
"VICTOR ROSA","OHIO",4,"HB",2026,"MAC",58,2,8,17,2.1,1,1,0,0,0,5,0.6,12,1.5,0,0.125,0,0,0,"OHIO",4,"MAC",62,2,7,0,2,2,4,2,0,0,0,0,0,2,0,0,10,5,1,0,0.57,-3,0,0,"100%","0.00%","0.00%",79.2,0,0.286,0,"100%","MAC","G5",23,12.09,"F"
"COREY SMITH","TOLEDO",20,"HB",2026,"MAC",56.5,3,8,32,4,0,2,0,0,1,16,2,16,2,0,0.25,0.13,2,0,"TOLEDO",20,"MAC",57.4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","MAC","G5",NA,12.01,"F"
"JA'QUEZ CROSS","APP STATE",11,"HB",2026,"Sun Belt",51.3,3,7,19,2.7,0,0,1,0,0,7,1,12,1.7,0,0,0,0,0.286,"APP STATE",11,"Sun Belt",58.6,0,11,0,1,1,8,8,0,0,0,0,0,1,0,0,9,9,1,0,0.73,-1,0,0,"100%","0.00%","0.00%",100,0,0.091,0,"100%","Sun Belt","G5",21,11.81,"F"
"ANDREW BURNETTE","LA TECH",1,"HB",2026,"Sun Belt",59.4,2,6,16,2.7,0,0,0,0,1,0,0,16,2.7,0,0,0.17,0,0.167,"LA TECH",1,"Sun Belt",59.6,1,9,0,1,1,3,3,0,0,0,0,0,1,0,0,3,3,0,0,0.33,0,0,0,"100%","0.00%","0.00%",79.2,0,0.111,0,"100%","Sun Belt","G5",11,10.97,"F"
"DARRION BOWERS","NEW MEXICO",20,"HB",2026,"MWC",59.9,3,11,40,3.6,0,3,0,0,0,22,2,18,1.6,0,0.273,0,1,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"MWC","G5",2,10.6,"F"
"SITANI MIKAELE","HAWAII",26,"HB",2026,"MWC",59.7,2,7,12,1.7,0,1,0,0,0,0,0,12,1.7,0,0.143,0,0,0.143,"HAWAII",26,"MWC",58.1,0,11,1,1,1,5,5,0,0,0,0,0,1,0,0,5,5,0,0,0.45,0,0,0,"100%","0.00%","0.00%",87.5,0,0.091,0,"100%","MWC","G5",27,9.65,"F"
"AJAY ALLEN","W KENTUCKY",3,"HB",2026,"C-USA",59,5,12,25,2.1,0,1,0,0,1,7,0.6,18,1.5,1,0.083,0.08,0,0.091,"W KENTUCKY",3,"C-USA",28,3,9,0,3,1,-2,-2,0,0,2,0,0,3,0,0,0,0,0,0,-0.22,0.3,0,0,"33.30%","66.70%","0.00%",42.4,0,0.333,0,"33.30%","C-USA","G5",50,9.33,"F"
"JORDAN LOVETT","TROY",1,"HB",2026,"Sun Belt",56.2,2,8,38,4.8,0,1,0,0,0,8,1,30,3.8,0,0.125,0,1,0,"TROY",1,"Sun Belt",58.8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Sun Belt","G5",20,9.09,"F"
"ANTONIO MARTIN","MIDDLE TN",8,"HB",2026,"C-USA",59.8,2,9,32,3.6,0,2,0,0,0,12,1.3,20,2.2,0,0.222,0,0,0,"MIDDLE TN",8,"C-USA",35.8,1,22,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-3,0,0,"0.00%","100%","0.00%",39.6,0,0.045,0,"0.00%","C-USA","G5",30,8.79,"F"
"AUSTYN DENDY","BOWL GREEN",1,"HB",2026,"MAC",55.6,2,11,29,2.6,0,3,0,0,0,-10,-0.9,39,3.5,0,0.273,0,0,0,"BOWL GREEN",1,"MAC",53.9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","MAC","G5",22,8.56,"F"
"TYVONN BYARS","RICE",26,"HB",2026,"The American",67.9,3,7,24,3.4,0,0,0,0,0,7,1,17,2.4,0,0,0,0,0.143,"RICE",26,"The American",55.7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","The American","G5",29,8.14,"F"
"CAMERON MATHEWS","NEW MEXICO",23,"HB",2026,"MWC",57.5,2,9,28,3.1,0,2,0,0,0,3,0.3,25,2.8,0,0.222,0,0,0.111,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"MWC","G5",8,7.27,"F"
"CHANCELLOR SPARKS","MIAMI OH",22,"HB",2026,"MAC",58.5,2,8,25,3.1,0,2,0,0,0,4,0.5,21,2.6,0,0.25,0,0,0.125,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"MAC","G5",NA,7.18,"F"
"KHAMANI ALEXANDER","CHARLOTTE",5,"HB",2026,"The American",62.5,2,6,12,2,0,1,0,0,1,-4,-0.7,16,2.7,0,0.167,0.17,0,0,"CHARLOTTE",5,"The American",62.5,1,5,0,1,1,-7,-7,0,0,0,0,0,1,0,0,-1,-1,-1,0,-1.4,-6,0,0,"100%","0.00%","0.00%",79.2,0,0.2,0,"100%","The American","G5",35,6.23,"F"
"MANNY COVEY","MEMPHIS",28,"HB",2026,"The American",60.4,1,6,16,2.7,0,1,0,0,1,8,1.3,8,1.3,0,0.167,0.17,1,0,"MEMPHIS",28,"The American",56.1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","The American","G5",21,5.55,"F"
"BRADY TILLMAN III","FAU",22,"HB",2026,"The American",64.6,4,8,11,1.4,0,1,0,0,1,-8,-1,19,2.4,0,0.125,0.13,0,0,"FAU",22,"The American",55.7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","The American","G5",16,4.12,"F"
"JAVEN JACOBS","UTAH ST",8,"HB",2026,"Pac-12",54.4,0,6,-3,-0.5,0,0,0,0,0,-10,-1.7,7,1.2,0,0,0,0,0.167,"UTAH ST",8,"Pac-12",60.3,1,32,0,2,1,8,8,0,1,0,0,0,1,0,0,3,3,2,0,0.25,22,0,0,"100%","0.00%","0.00%",60.4,0.031,0.063,0.5,"50.00%","Pac-12","G5",75,3.85,"F"
"STERLING JOSEPH","FIU",22,"HB",2026,"C-USA",60.6,1,8,24,3,0,0,0,0,0,12,1.5,12,1.5,0,0,0,1,0,"FIU",22,"C-USA",55.3,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","C-USA","G5",11,3.2,"F"
"JADEN MILLER","LA TECH",0,"HB",2026,"Sun Belt",58.6,1,6,3,0.5,0,0,0,0,0,-7,-1.2,10,1.7,0,0,0,0,0.333,"LA TECH",0,"Sun Belt",54.8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Sun Belt","G5",16,3.15,"F"
"D'ANDRE HARDEMAN JR.","RICE",28,"HB",2026,"The American",53.3,0,9,13,1.4,0,0,0,0,0,2,0.2,11,1.2,0,0,0,0,0.111,"RICE",28,"The American",59.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","The American","G5",23,0,"F"
