"Name","Team.Name","Offensive.Snaps","Composite_Score","Player_Grade","Jersey.Number","Position","Season","Conference","Receiving.Grade","Key.Plays","Receiving.Snaps","Snaps.on.Press.Coverage","Targets","Receptions","Receiving.Yards","Yards.per.Reception","Receiving.Touchdowns","Receiving.First.Downs","Dropped.Passes","Fumbles","Fumbles.Lost","Catchable.Targets","Contested.Targets","Contested.Catches","Yards.after.Catch","Yards.After.Catch.per.Reception","Receiving.Yards.after.Contract","Contested.Catches.Percentage","Yards.per.Route.Run","Average.Depth.of.Target","Explosive.Plays","Missed.Tackles.forced.on.Receptions","Percentage.of.Catchable.Passes.Caught","Dropped.Catchable.Passes.Percentage","Contested.Catches.Caught.Percentage","Passer.Rating.when.Targetted","Slot.Target.Percentage","Deep.Target.Percentage","Completion.Percentage.when.Targeted","Percentage.of.Targets.per.Receiving.Snaps","Conference_Level","Catch_Rate","Yards_Per_Tgt","Tgt_Per_Snap"
"RICO BOND","TOLEDO",15,71.8,"B",1,"WR",2026,"MAC",84.3,5,13,0,7,4,135,33.8,1,4,0,0,0,4,1,0,124,31,17,0,10.38,17,3,1,1,0,"14.30%",141.4,0.462,0.538,0.429,0.571,"G5",0.571428571428571,19.2857142857143,0.538461538461538
"KELBY VALSIN","FAU",87,70.56,"B",2,"WR",2026,"The American",74.1,10,39,2,10,8,115,14.4,1,4,0,0,0,10,4,2,23,2.9,8,0.5,2.95,14.3,4,1,0.8,0,"40.00%",147.9,0.026,0.256,0.3,0.8,"G5",0.8,11.5,0.256410256410256
"AKEEM WRIGHT","BOISE ST",31,68.03,"B",5,"WR",2026,"Pac-12",81.9,3,13,3,5,4,84,21,1,2,0,0,0,4,2,1,52,13,33,0.5,6.46,7.8,2,2,1,0,"40.00%",158.3,0.077,0.385,0.2,0.8,"G5",0.8,16.8,0.384615384615385
"KAM THOMAS","UTEP",27,66,"B",8,"WR",2026,"MWC",80.4,2,12,4,4,2,92,46,1,1,0,0,0,2,1,0,54,27,5,0,7.67,26.5,1,1,1,0,"25.00%",135.4,0.083,0.333,0.75,0.5,"G5",0.5,23,0.333333333333333
"CAM'RON LACY","MIDDLE TN",30,65.81,"B",3,"WR",2026,"C-USA",69.8,10,42,6,16,10,72,7.2,1,6,1,0,0,11,1,0,53,5.3,31,0,1.71,8.4,0,4,0.909,0.091,"6.30%",93.8,0.286,0.381,0.125,0.625,"G5",0.625,4.5,0.380952380952381
"ASHTON HOLLINS","GA SOUTHRN",41,65.27,"B",0,"WR",2026,"Sun Belt",67.5,7,41,12,10,5,97,19.4,1,3,0,0,0,5,1,1,23,4.6,18,1,2.37,18.1,2,1,1,0,"10.00%",117.5,0.049,0.244,0.5,0.5,"G5",0.5,9.7,0.24390243902439
"CHRIS DAWN JR.","TEXAS ST",41,64.32,"B",1,"WR",2026,"Pac-12",74.6,8,34,13,12,7,49,7,1,5,0,0,0,7,0,0,24,3.4,5,0,1.44,12.5,0,2,1,0,"0.00%",95.5,0.118,0.353,0.25,0.583,"G5",0.583333333333333,4.08333333333333,0.352941176470588
"EZEKIEL AVIT","FRESNO ST",28,63.91,"B",0,"WR",2026,"Pac-12",72.9,3,25,4,2,2,103,51.5,1,2,0,0,0,2,0,0,45,22.5,4,0,4.12,29,2,0,1,0,"0.00%",158.3,0.08,0.08,1,1,"G5",1,51.5,0.08
"ELI WOOD","UTAH ST",78,63.7,"B",7,"WR",2026,"Pac-12",79.1,5,26,7,8,6,53,8.8,1,3,0,0,0,6,4,4,12,2,4,1,2.04,9,0,0,1,0,"50.00%",92.2,0.154,0.308,0.125,0.75,"G5",0.75,6.625,0.307692307692308
"RUSSELL BABINEAUX","LA LAFAYET",20,63.41,"B",10,"WR",2026,"Sun Belt",78,5,17,1,6,6,91,15.2,1,5,0,0,0,6,0,0,57,9.5,12,0,5.35,6.2,2,1,1,0,"0.00%",158.3,0.294,0.353,0,1,"G5",1,15.1666666666667,0.352941176470588
"AVEION CHENAULT","W MICHIGAN",62,62.96,"B",2,"WR",2026,"MAC",80.4,7,19,9,8,4,101,25.3,0,4,0,0,0,4,3,2,17,4.3,12,0.667,5.32,24,2,2,1,0,"37.50%",56.3,0.105,0.421,0.625,0.5,"G5",0.5,12.625,0.421052631578947
"JOJO STONE","FIU",34,62.51,"B",0,"WR",2026,"C-USA",75.1,4,18,1,4,4,98,24.5,1,3,0,0,0,4,0,0,78,19.5,65,0,5.44,5,2,2,1,0,"0.00%",158.3,0.167,0.222,0,1,"G5",1,24.5,0.222222222222222
"DESTYN HILL","TULANE",40,61.37,"B",2,"WR",2026,"The American",76.2,3,20,5,5,4,91,22.8,1,3,0,0,0,4,0,0,38,9.5,8,0,4.55,16,1,0,1,0,"0.00%",158.3,0,0.25,0.4,0.8,"G5",0.8,18.2,0.25
"CARSON CLARK","S JOSE ST",54,61.24,"B",1,"WR",2026,"MWC",68.3,6,31,0,11,7,75,10.7,2,3,1,0,0,8,1,1,22,3.1,10,1,2.42,10,1,0,0.875,0.125,"9.10%",123.1,0.323,0.355,0.182,0.636,"G5",0.636363636363636,6.81818181818182,0.354838709677419
"BRYSON RODGERS","USF",26,61.01,"B",1,"WR",2026,"The American",76.6,7,22,1,8,6,64,10.7,1,4,0,0,0,6,3,2,6,1,4,0.667,2.91,14.1,1,0,1,0,"37.50%",137.5,0.318,0.364,0.25,0.75,"G5",0.75,8,0.363636363636364
"COOPER HOCH","S JOSE ST",70,61,"B",13,"WR",2026,"MWC",73.3,5,34,9,10,7,77,11,1,5,0,0,0,7,0,0,26,3.7,4,0,2.26,11.8,1,0,1,0,"0.00%",125.8,0.029,0.294,0.4,0.7,"G5",0.7,7.7,0.294117647058824
"COLTON HINTON","COAST CAR",16,60.69,"B",14,"WR",2026,"Sun Belt",74.2,4,20,0,4,3,101,33.7,1,3,0,0,0,3,0,0,26,8.7,2,0,5.05,25.8,2,0,1,0,"0.00%",156.3,0.2,0.2,0.75,0.75,"G5",0.75,25.25,0.2
"JOSH RODRIGUEZ","DOMINION",45,59.08,"C",8,"WR",2026,"Sun Belt",82.2,4,26,8,5,3,89,29.7,0,3,0,0,0,3,3,2,3,1,3,0.667,3.42,23.8,3,0,1,0,"60.00%",104.2,0,0.192,0.6,0.6,"G5",0.6,17.8,0.192307692307692
"EGYPT NELSON","W MICHIGAN",36,58.91,"C",8,"WR",2026,"MAC",80.8,3,11,3,4,3,39,13,1,2,0,0,0,3,1,1,1,0.3,1,1,3.55,13.3,2,1,1,0,"25.00%",144.8,0,0.364,0.25,0.75,"G5",0.75,9.75,0.363636363636364
"TAMA UILIATA","HAWAII",38,58.47,"C",8,"WR",2026,"MWC",74.7,7,41,6,12,11,110,10,0,7,0,0,0,11,0,0,24,2.2,11,0,2.68,9.3,2,1,1,0,"0.00%",104.9,0.244,0.293,0.083,0.917,"G5",0.916666666666667,9.16666666666667,0.292682926829268
"MEKHI ANDERSON","UTSA",29,58.29,"C",14,"WR",2026,"The American",61.8,4,40,13,5,5,83,16.6,1,2,0,0,0,5,0,0,26,5.2,9,0,2.08,11.4,1,1,1,0,"0.00%",158.3,0,0.125,0.2,1,"G5",1,16.6,0.125
"DEAREE ROGERS","N ILLINOIS",42,58.02,"C",1,"WR",2026,"MWC",75.2,7,35,0,14,12,74,6.2,1,3,0,0,0,12,0,0,61,5.1,22,0,2.11,1.7,1,1,1,0,"0.00%",112.5,0.4,0.4,0,0.857,"G5",0.857142857142857,5.28571428571429,0.4
"JOSIAH FREEMAN","FRESNO ST",27,57.94,"C",5,"WR",2026,"Pac-12",75.2,7,26,11,8,6,100,16.7,0,3,1,0,0,7,0,0,67,11.2,30,0,3.85,8,3,3,0.857,0.143,"0.00%",116.7,0,0.308,0.25,0.75,"G5",0.75,12.5,0.307692307692308
"JALEN MICKENS","LA TECH",31,57.39,"C",11,"WR",2026,"Sun Belt",62.5,5,35,3,9,6,101,16.8,1,2,0,1,1,6,3,2,58,9.7,53,0.667,2.89,11.6,2,1,1,0,"33.30%",141.4,0.257,0.257,0.222,0.667,"G5",0.666666666666667,11.2222222222222,0.257142857142857
"JEREMIAH MELVIN","E CAROLINA",37,55.65,"C",11,"WR",2026,"The American",77.9,6,33,9,11,7,94,13.4,0,5,0,0,0,7,2,2,17,2.4,5,1,2.85,14.4,2,0,1,0,"18.20%",52.8,0.03,0.333,0.273,0.636,"G5",0.636363636363636,8.54545454545454,0.333333333333333
"TROY OMEIRE","NEW MEXICO",28,55.57,"C",5,"WR",2026,"MWC",60.5,3,16,11,4,2,70,35,1,1,0,0,0,2,0,0,44,22,43,0,4.38,26.5,1,1,1,0,"0.00%",135.4,0,0.25,0.75,0.5,"G5",0.5,17.5,0.25
"SAM PICKETT III","APP STATE",55,54.67,"C",0,"WR",2026,"Sun Belt",77.9,4,25,5,5,4,86,21.5,0,4,0,0,0,4,0,0,29,7.3,17,0,3.44,14,2,2,1,0,"0.00%",118.8,0,0.2,0.2,0.8,"G5",0.8,17.2,0.2
"EJ REID","UAB",23,53.5,"C",4,"WR",2026,"The American",75.3,3,19,0,6,4,65,16.3,1,3,0,0,0,4,1,1,13,3.3,1,1,3.42,15.3,1,0,1,0,"16.70%",102.8,0.158,0.316,0.333,0.667,"G5",0.666666666666667,10.8333333333333,0.31578947368421
"TK KING","NEW MEX ST",23,53.38,"C",1,"WR",2026,"C-USA",70.4,4,34,11,9,4,67,16.8,1,2,0,0,0,4,0,0,13,3.3,2,0,1.97,23.1,2,0,1,0,"0.00%",67.6,0,0.265,0.556,0.444,"G5",0.444444444444444,7.44444444444444,0.264705882352941
"JAVON ROBINSON","UTAH ST",29,53.32,"C",0,"WR",2026,"Pac-12",66.5,3,25,2,7,3,100,33.3,1,2,1,0,0,4,0,0,62,20.7,2,0,4,12.6,2,1,0.75,0.25,"0.00%",129.5,0.24,0.28,0.286,0.429,"G5",0.428571428571429,14.2857142857143,0.28
"BAYLIN BROOKS","W MICHIGAN",56,51.68,"C",7,"WR",2026,"MAC",66,3,15,3,3,2,25,12.5,2,2,0,0,0,2,0,0,2,1,0,0,1.67,12,0,0,1,0,"0.00%",131.9,0.067,0.2,0,0.667,"G5",0.666666666666667,8.33333333333333,0.2
"JOSHUA PORTER","USF",37,50.86,"C",80,"WR",2026,"The American",66,3,22,1,5,3,67,22.3,1,2,1,0,0,4,3,1,4,1.3,4,0.333,3.05,24.6,2,0,0.75,0.25,"60.00%",143.8,0.182,0.227,0.8,0.6,"G5",0.6,13.4,0.227272727272727
"XAYVION TURNER-BRADSHAW","MARSHALL",33,50.85,"C",5,"WR",2026,"Sun Belt",63.8,2,29,0,5,2,79,39.5,1,2,0,0,0,2,1,0,59,29.5,6,0,2.72,15,1,1,1,0,"20.00%",127.1,0.172,0.172,0.2,0.4,"G5",0.4,15.8,0.172413793103448
"JAYLEN BONELLI","ARK STATE",55,50.73,"C",10,"WR",2026,"Sun Belt",70.3,4,16,1,2,2,41,20.5,1,2,0,0,0,2,0,0,14,7,6,0,2.56,15,1,1,1,0,"0.00%",158.3,0,0.125,0.5,1,"G5",1,20.5,0.125
"DOMINIQUE HENRY","FAU",83,50.59,"C",9,"WR",2026,"The American",66.6,7,37,1,8,6,63,10.5,1,2,0,0,0,6,1,1,24,4,6,1,1.7,10.1,0,0,1,0,"12.50%",137,0.054,0.216,0.25,0.75,"G5",0.75,7.875,0.216216216216216
"AUDRIC HARRIS","HAWAII",26,50.51,"C",2,"WR",2026,"MWC",65.7,4,44,11,7,4,105,26.3,0,3,0,0,0,4,1,0,46,11.5,9,0,2.39,18,2,1,1,0,"14.30%",101.8,0,0.159,0.429,0.571,"G5",0.571428571428571,15,0.159090909090909
"AJ JONES","MIDDLE TN",29,49.66,"C",6,"WR",2026,"C-USA",65.9,6,38,3,9,6,61,10.2,1,4,1,0,0,7,2,2,4,0.7,2,1,1.61,11,2,0,0.857,0.143,"22.20%",83.3,0,0.237,0.111,0.667,"G5",0.666666666666667,6.77777777777778,0.236842105263158
"CHAUNCY COBB","ARK STATE",42,49.23,"C",2,"WR",2026,"Sun Belt",74.7,2,12,0,5,4,54,13.5,1,1,0,0,0,4,0,0,59,14.8,14,0,4.5,5.4,1,0,1,0,"0.00%",151.3,0.417,0.417,0.2,0.8,"G5",0.8,10.8,0.416666666666667
"TAZ REDDICKS","UNLV",27,49.07,"C",2,"WR",2026,"MWC",77.3,5,17,2,6,5,75,15,0,4,0,1,1,5,2,2,11,2.2,-2,1,4.41,12.5,2,0,1,0,"33.30%",118.8,0.294,0.353,0.167,0.833,"G5",0.833333333333333,12.5,0.352941176470588
"ADJATAY DABBS","TOLEDO",44,48.75,"C",3,"WR",2026,"MAC",72.1,7,21,4,7,4,34,8.5,1,4,0,0,0,4,1,0,3,0.8,3,0,1.62,13,0,0,1,0,"14.30%",109.5,0.095,0.333,0.286,0.571,"G5",0.571428571428571,4.85714285714286,0.333333333333333
"DA'REALYST CLARK","KENT STATE",35,48.7,"C",8,"WR",2026,"MAC",75.8,5,30,4,8,6,100,16.7,0,5,0,0,0,6,0,0,17,2.8,9,0,3.33,16.6,2,0,1,0,"0.00%",77.1,0.1,0.267,0.375,0.75,"G5",0.75,12.5,0.266666666666667
"WAYNE HARRIS","KENT STATE",37,48.35,"C",6,"WR",2026,"MAC",69.2,3,35,1,6,3,76,25.3,1,2,0,0,0,3,1,0,17,5.7,15,0,2.17,16.2,1,0,1,0,"16.70%",95.8,0.114,0.171,0.167,0.5,"G5",0.5,12.6666666666667,0.171428571428571
"KYLEN EVANS","TEXAS ST",30,47.07,"C",2,"WR",2026,"Pac-12",64.8,7,33,12,10,6,112,18.7,0,4,1,0,0,7,0,0,46,7.7,34,0,3.39,12.6,5,1,0.857,0.143,"0.00%",59.2,0.061,0.303,0.1,0.6,"G5",0.6,11.2,0.303030303030303
"ERIC NELSON JR.","FIU",35,46.54,"C",6,"WR",2026,"C-USA",80,3,15,3,3,3,61,20.3,0,3,0,0,0,3,0,0,43,14.3,14,0,4.07,6,2,1,1,0,"0.00%",118.8,0.2,0.2,0,1,"G5",1,20.3333333333333,0.2
"RASEAN JONES","BOISE ST",66,46.26,"C",19,"WR",2026,"Pac-12",69.9,5,24,2,5,3,61,20.3,0,3,0,0,0,4,4,2,24,8,12,0.5,2.54,16.8,2,1,0.75,0,"80.00%",102.9,0.083,0.208,0.6,0.6,"G5",0.6,12.2,0.208333333333333
"KAINOA CARVALHO","HAWAII",34,44.82,"C",6,"WR",2026,"MWC",67.8,4,34,5,10,8,79,9.9,0,3,0,0,0,8,1,0,42,5.3,23,0,2.32,7.1,2,1,1,0,"10.00%",99.6,0.206,0.294,0.2,0.8,"G5",0.8,7.9,0.294117647058824
"CHARLIE COENEN","WYOMING",41,44.23,"C",19,"WR",2026,"MWC",65.7,2,16,0,6,3,34,11.3,1,2,0,0,0,4,1,1,3,1,3,1,2.13,19.2,1,0,0.75,0,"16.70%",106.9,0.125,0.375,0.667,0.5,"G5",0.5,5.66666666666667,0.375
"JEREMIAH WARE","GA SOUTHRN",23,43.72,"C",18,"WR",2026,"Sun Belt",71.8,4,25,1,5,4,47,11.8,0,3,0,0,0,4,0,0,19,4.8,21,0,1.88,7.8,1,3,1,0,"0.00%",105.8,0.12,0.2,0,0.8,"G5",0.8,9.4,0.2
"RODSHAUN DORSEY","GA STATE",30,43.31,"C",9,"WR",2026,"Sun Belt",71.8,4,22,10,5,4,42,10.5,0,3,0,0,0,4,1,1,8,2,4,1,1.91,9.8,0,0,1,0,"20.00%",101.7,0.045,0.227,0,0.8,"G5",0.8,8.4,0.227272727272727
"MAKAI JACKSON","LIBERTY",48,42.96,"C",2,"WR",2026,"C-USA",56.9,4,25,5,4,2,69,34.5,1,1,1,0,0,3,1,0,45,22.5,0,0,2.76,13.8,1,0,0.667,0.333,"25.00%",135.4,0,0.16,0.25,0.5,"G5",0.5,17.25,0.16
"RILEY NEER","OHIO",51,42.8,"C",15,"WR",2026,"MAC",65.6,4,28,2,7,4,38,9.5,1,3,0,0,0,4,1,0,22,5.5,4,0,1.36,6.9,1,0,1,0,"14.30%",111.9,0.179,0.25,0,0.571,"G5",0.571428571428571,5.42857142857143,0.25
"ADRIAN NORTON","MARSHALL",39,42.48,"C",2,"WR",2026,"Sun Belt",68.9,8,23,9,10,7,43,6.1,0,1,0,0,0,7,2,1,23,3.3,15,0.5,1.87,8.7,1,1,1,0,"20.00%",78.3,0.043,0.435,0.1,0.7,"G5",0.7,4.3,0.434782608695652
"BRAYDEN MUNROE","KENNESAW",43,42.21,"C",11,"WR",2026,"C-USA",65.8,3,28,4,5,4,57,14.3,0,2,0,0,0,5,3,2,7,1.8,1,0.667,2.04,19.4,1,0,0.8,0,"60.00%",114.2,0.036,0.179,0.4,0.8,"G5",0.8,11.4,0.178571428571429
"DJ DARLING","NEW MEXICO",21,42.2,"C",14,"WR",2026,"MWC",58,2,21,8,6,1,35,35,1,1,0,0,0,1,1,0,0,0,0,0,1.67,20,1,0,1,0,"16.70%",91,0.048,0.286,0.5,0.167,"G5",0.166666666666667,5.83333333333333,0.285714285714286
"MEKHI MILLER","MO STATE",21,42.18,"C",6,"WR",2026,"C-USA",68.3,2,22,5,2,2,55,27.5,0,2,0,0,0,2,0,0,17,8.5,9,0,2.5,19,1,1,1,0,"0.00%",118.8,0.045,0.091,0.5,1,"G5",1,27.5,0.0909090909090909
"CLAYTON COPPOCK JR.","COAST CAR",46,42.06,"C",8,"WR",2026,"Sun Belt",65.2,2,20,0,2,2,26,13,1,2,0,0,0,2,0,0,3,1.5,1,0,1.3,15,0,0,1,0,"0.00%",158.3,0.1,0.1,0,1,"G5",1,13,0.1
"CARVER CHEEKS","UTEP",36,41.89,"C",5,"WR",2026,"MWC",74.5,3,18,4,3,3,39,13,0,2,0,0,0,3,0,0,34,11.3,21,0,2.17,1.7,1,2,1,0,"0.00%",118.8,0,0.167,0,1,"G5",1,13,0.166666666666667
"GARRETT MMAHAT","TULANE",22,41.13,"C",16,"WR",2026,"The American",74.1,3,18,5,4,3,40,13.3,0,3,0,0,0,3,0,0,21,7,3,0,2.22,8.3,1,1,1,0,"0.00%",106.3,0.222,0.222,0,0.75,"G5",0.75,10,0.222222222222222
"JAYCE FREEMAN","TEMPLE",54,41.1,"C",10,"WR",2026,"The American",59.8,3,28,20,4,1,39,39,0,1,0,0,0,1,2,0,12,12,12,0,1.39,15.3,1,1,1,0,"50.00%",67.7,0,0.143,0.25,0.25,"G5",0.25,9.75,0.142857142857143
"JAMARION MCDOUGLE","BALL ST",33,41.02,"C",10,"WR",2026,"MAC",65.6,6,35,9,3,3,54,18,0,3,0,0,0,3,0,0,-1,-0.3,-1,0,1.54,18.3,2,0,1,0,"0.00%",118.8,0.029,0.086,0.667,1,"G5",1,18,0.0857142857142857
"DERRICK ELEY","CHARLOTTE",73,40.41,"C",89,"WR",2026,"The American",67.1,3,22,7,3,2,56,28,0,2,0,0,0,2,0,0,4,2,3,0,2.55,23,2,0,1,0,"0.00%",109.7,0.091,0.136,0.333,0.667,"G5",0.666666666666667,18.6666666666667,0.136363636363636
"JYWON BOYD","TROY",26,40.06,"C",2,"WR",2026,"Sun Belt",72.8,2,13,2,3,3,38,12.7,0,2,0,0,0,3,0,0,27,9,17,0,2.92,3.7,1,2,1,0,"0.00%",118.8,0.154,0.231,0,1,"G5",1,12.6666666666667,0.230769230769231
"AJ WILSON","UTSA",31,39.98,"D",84,"WR",2026,"The American",63,7,43,5,14,9,73,8.1,0,2,0,0,0,9,3,1,33,3.7,22,0.333,1.7,7.1,2,0,1,0,"21.40%",77.4,0,0.326,0.071,0.643,"G5",0.642857142857143,5.21428571428571,0.325581395348837
"DEONDRE JOHNSON","JVILLE ST",50,39.82,"D",11,"WR",2026,"C-USA",66.7,6,33,3,6,4,60,15,0,3,0,0,0,4,2,1,11,2.8,7,0.5,1.82,15,3,0,1,0,"33.30%",99.3,0.061,0.182,0.333,0.667,"G5",0.666666666666667,10,0.181818181818182
"MARSHAUN BROWN","NEVADA",30,39.52,"D",9,"WR",2026,"MWC",65,3,16,1,5,3,44,14.7,1,2,0,1,1,3,0,0,0,0,-5,0,2.75,20,1,0,1,0,"0.00%",88.8,0.063,0.313,0.4,0.6,"G5",0.6,8.8,0.3125
"CORRI MILLINER","N TEXAS",36,37.83,"D",0,"WR",2026,"The American",63.8,6,21,3,5,3,65,21.7,0,3,1,0,0,4,1,1,16,5.3,7,1,3.1,19.2,3,0,0.75,0.25,"20.00%",104.2,0.095,0.238,0.4,0.6,"G5",0.6,13,0.238095238095238
"JOSIAH THOMAS","NEW MEX ST",15,37.81,"D",15,"WR",2026,"C-USA",72.5,4,30,0,4,3,45,15,0,2,0,0,0,3,2,2,6,2,4,1,1.5,14,1,0,1,0,"50.00%",71.9,0.1,0.133,0.25,0.75,"G5",0.75,11.25,0.133333333333333
"TYCHAUN CHAPMAN","MEMPHIS",20,37.62,"D",1,"WR",2026,"The American",65.4,2,12,0,5,3,58,19.3,0,1,0,0,0,4,3,2,2,0.7,3,0.667,4.83,17,1,0,0.75,0,"60.00%",100.4,0.333,0.417,0.4,0.6,"G5",0.6,11.6,0.416666666666667
"DERRICK AVERY JR.","GA STATE",32,37.31,"D",13,"WR",2026,"Sun Belt",67.3,3,14,5,3,2,37,18.5,0,2,0,0,0,2,2,1,6,3,3,0.5,2.64,14.3,1,0,1,0,"66.70%",109,0.071,0.214,0.333,0.667,"G5",0.666666666666667,12.3333333333333,0.214285714285714
"ARHMAD BRANCH","USF",51,37.09,"D",4,"WR",2026,"The American",61.4,4,29,2,7,5,53,10.6,0,3,1,0,0,6,1,1,19,3.8,12,1,1.83,6.7,2,2,0.833,0.167,"14.30%",93.2,0,0.241,0,0.714,"G5",0.714285714285714,7.57142857142857,0.241379310344828
"KENDALL HARRIS","DOMINION",22,36.92,"D",7,"WR",2026,"Sun Belt",66.7,3,15,2,3,2,24,12,0,1,0,0,0,3,1,0,13,6.5,11,0,1.6,4.7,0,4,0.667,0,"33.30%",91,0.2,0.2,0,0.667,"G5",0.666666666666667,8,0.2
"BRYSON HAMMER","TOLEDO",24,36.79,"D",12,"WR",2026,"MAC",68.3,2,12,2,4,3,57,19,0,2,0,0,0,3,0,0,37,12.3,23,0,4.75,12.8,2,0,1,0,"0.00%",116.7,0.25,0.333,0.25,0.75,"G5",0.75,14.25,0.333333333333333
"NAVELLE DEAN","KENNESAW",47,35.96,"D",7,"WR",2026,"C-USA",62.1,3,27,7,4,3,38,12.7,0,2,0,0,0,3,1,1,11,3.7,5,1,1.41,16.8,1,0,1,0,"25.00%",104.2,0.037,0.148,0.25,0.75,"G5",0.75,9.5,0.148148148148148
"ZION BOOKER","KENNESAW",42,35.84,"D",4,"WR",2026,"C-USA",71.9,5,27,1,7,5,52,10.4,0,3,0,0,0,5,2,1,35,7,9,0.5,1.93,6.1,0,0,1,0,"28.60%",53,0.222,0.259,0.143,0.714,"G5",0.714285714285714,7.42857142857143,0.259259259259259
"LA'DON BRYANT","N ILLINOIS",44,35.24,"D",0,"WR",2026,"MWC",66.9,3,31,1,3,2,47,23.5,0,2,0,0,0,2,0,0,12,6,4,0,1.52,22.3,1,0,1,0,"0.00%",109.7,0,0.097,0.667,0.667,"G5",0.666666666666667,15.6666666666667,0.0967741935483871
"ROBBY WASHINGTON","COAST CAR",43,35.1,"D",1,"WR",2026,"Sun Belt",66.4,3,15,0,4,1,23,23,1,1,1,0,0,2,0,0,0,0,0,0,1.53,12.3,1,0,0.5,0.5,"0.00%",90.6,0.2,0.267,0.25,0.25,"G5",0.25,5.75,0.266666666666667
