"Name","Team","Offensive.Snaps","Composite_Score","Player_Grade"
"PATRICK SCREWS JR.","TROY",69,61.75,"B"
"LUKE PETIT","TROY",69,61.11,"B"
"NONSO OMEZI","W KENTUCKY",77,60.68,"B"
"SHALIK HUBBARD","S ALABAMA",78,60.61,"B"
"CALEB COOK","USF",56,60.52,"B"
"BAMIDELE BADUSI","TEXAS ST",53,60.36,"B"
"JOSH RAYMOND","GA SOUTHRN",26,60.35,"B"
"ALEX BIRCHMEIER","LIBERTY",30,59.78,"C"
"PRECIOUS EKEH","KENNESAW",59,58.98,"C"
"ZACH COCHNAUER","NEVADA",51,58.68,"C"
"GRIFFIN HART","JAMES MAD",34,58.66,"C"
"MUSTAFA KANNEH","DELAWARE",72,58.45,"C"
"TRENT RAMSEY","APP STATE",76,57.06,"C"
"DENNIS STREY JR.","E MICHIGAN",53,56.86,"C"
"JOHN IANNUZZI","C MICHIGAN",57,56.54,"C"
"NOEL PORTNJAGIN","JAMES MAD",25,56.52,"C"
"ROGER CARREON","BOISE ST",74,56.27,"C"
"DENARIS DEROSA JR.","HAWAII",72,56.06,"C"
"MISAEL SANDOVAL","BALL ST",73,56,"C"
"LOGAN SCRIVNER","MO STATE",54,55.88,"C"
"ADRIAN CRESPIN","MIDDLE TN",32,55.42,"C"
"SETH ANSTEAD","OHIO",69,54.9,"C"
"ALEX GALE","MIDDLE TN",40,54.4,"C"
"JOE METZGER","UNLV",35,54.32,"C"
"MATTHEW NEHF","C MICHIGAN",34,53.94,"C"
"HUNTER ERB","TULSA",58,53.92,"C"
"CARSON RASMUSSEN","BOISE ST",78,53.59,"C"
"BRODY BOLYN","BOWL GREEN",48,53.45,"C"
"LUKE SANDY","CHARLOTTE",56,52.58,"C"
"RYAN MITCHELL","MO STATE",62,52.42,"C"
"RYAN WALKER","JVILLE ST",57,52.18,"C"
"GAVIN MCLAUGHLIN","COAST CAR",30,52.1,"C"
"DUSTYN MORELL","KENT STATE",74,51.93,"C"
"LAVAKA TAUKEIAHO","S JOSE ST",79,51.77,"C"
"IAN MAYES","TULSA",75,51.4,"C"
"GAGE STANALAND","GA STATE",72,51.32,"C"
"MICHAEL LEVILLE WATKINS","S DIEGO ST",57,51.23,"C"
"ANTONIO TRIPP JR.","FIU",77,50.86,"C"
"TYLER CHAMBERS","N ILLINOIS",70,50.33,"C"
"GUZZY KAYED","E MICHIGAN",53,50.02,"C"
"VINCENT FIACABLE","FAU",80,49.59,"C"
"DEANDRE DUFFUS","GA STATE",66,49.49,"C"
"MIKE WALLACE JR.","KENNESAW",59,49.27,"C"
"TREVARIS EDWARDS","MIDDLE TN",72,48.59,"C"
"REESE BAKER","TULANE",50,47.72,"C"
"TRAY FRANKLIN","COAST CAR",40,47.13,"C"
"JAMAL SILER","S ALABAMA",78,46.43,"C"
"SKYLER GRANT","MEMPHIS",25,45.94,"C"
"ZAIRE FLOURNOY","FIU",77,45.72,"C"
"TAVO MOTU'APUAKA","UTAH ST",55,45.67,"C"
"JOSHUA DANIEL","COAST CAR",55,45.6,"C"
"TYLER CHEN","S JOSE ST",79,45.56,"C"
"TYLER VOLTIN","OREGON ST",75,45.38,"C"
"JULIUS TATE","USF",56,44.52,"C"
"GEORGE MAILE","UTAH ST",59,44.34,"C"
"COLE PRINCIPE","RICE",41,43.36,"C"
"MARQUISE THORPE-TAYLOR","FRESNO ST",62,43.08,"C"
"ALOALI'I MAUI","SO MISS",57,42.49,"C"
"COLTON THOMASSON","UNLV",50,40.69,"C"
"ZACH SMITH","COLO STATE",66,39.3,"D"
"LOGAN COX","DOMINION",54,39.24,"D"
"PARKER MITCHELL","MEMPHIS",31,36.53,"D"
"BEN RIOS","UTSA",75,36.39,"D"
"ETHAN NEWMAN","NEVADA",74,35.17,"D"
"LUKE MOISE","NEW MEX ST",50,33.94,"D"
"QUENTIS GRIFFIN JR.","LA MONROE",64,33.88,"D"
"MATTHEW BROUSSARD","LA LAFAYET",46,33.56,"D"
"KARSON JONES","E CAROLINA",35,32.43,"D"
"CHANDLER TELFAIRE","DELAWARE",72,31.9,"D"
"KYLE MARTIN","WASH STATE",30,31.5,"D"
"SETH WILFRED","UTAH ST",59,31.27,"D"
"DONOVAN LAWRENCE","UAB",70,30,"D"
"ETHAN KRAMER","E CAROLINA",73,29.15,"D"
"GRACESON SPANN","SM HOUSTON",66,29.01,"D"
"WILLIAM JOHNSON III","KENT STATE",74,28.19,"D"
"ALEX HARRIS","BOWL GREEN",50,28.13,"D"
"ETHAN WILLIAMS","GA SOUTHRN",44,28.05,"D"
"TYLER KEINATH","NEW MEX ST",71,27.36,"D"
"KHI'LEN GATES","DOMINION",38,25.83,"D"
"DENELL NIX JR.","SM HOUSTON",66,25.52,"D"
"PATRICK VALENT","RICE",44,24.59,"D"
"MASON BARTON","COAST CAR",30,24.48,"D"
"LUKE ROGERS","SO MISS",37,23.26,"D"
"THOMAS BARR","BUFFALO",71,21.92,"D"
"MATEO RODRIGUEZ","NEW MEX ST",40,21.77,"D"
"JUDAH KAIO","HAWAII",69,20.64,"D"
"AUSTIN ELLIS","LA TECH",51,20.54,"D"
"MAARTEN WOUDSMA","MEMPHIS",56,12.47,"F"
"ASHANTI COLE","LA TECH",59,0,"F"
