"Name","Team","Offensive.Snaps","Composite_Score","Player_Grade"
"CHANDLER DONAWAY","WYOMING",48,100,"A"
"WIL SAXTON","ARK STATE",46,99.87,"A"
"NICK BAKKEN","WASH STATE",49,98.43,"A"
"JUSTIN DELEON","TEXAS ST",30,87.65,"A"
"BRANDON SMITH","AKRON",49,84.62,"A"
"KADEN MOREAU","LA LAFAYET",45,84.24,"A"
"KEON JOHNSON","N TEXAS",66,83.67,"A"
"ISAIAH BULLERDICK","CHARLOTTE",28,83.6,"A"
"JOHNATHAN BUSH","WYOMING",30,82.97,"A"
"JAYMON LAMB","UTEP",36,81.96,"A"
"DEVONTAE ARMSTRONG","MIAMI OH",25,80.6,"A"
"CHASE MIDEAU","MO STATE",31,79.83,"B"
"KALAN ELLIS","S DIEGO ST",57,79.77,"B"
"TRISTIAN SMITH","ARK STATE",52,76.51,"B"
"JOEP ENGBERS","LIBERTY",65,74.72,"B"
"CALIB PEREZ","UAB",59,74.38,"B"
"JONATHAN HARDER","TOLEDO",45,74.36,"B"
"JACOB SCHORSCH","MIAMI OH",31,73.34,"B"
"AHMAD CARWISE","TOLEDO",61,73.17,"B"
"DYLAN SENDA","TOLEDO",31,73.09,"B"
"BRANDON LAWHORN MOORE","MIAMI OH",26,72.55,"B"
"GRAYSON MAINS","TEMPLE",57,72.43,"B"
"RHETT LARSON","W KENTUCKY",74,72.39,"B"
"MATTHEW GREENE","MO STATE",33,72.23,"B"
"JOSIAH PETAIA","WYOMING",49,72.11,"B"
"KALIEM CROSWELL","LA MONROE",64,71.42,"B"
"NATHAN ELU","OREGON ST",75,70.22,"B"
"HUNTER WHITENACK","W MICHIGAN",45,69.69,"B"
"GREG SMITH JR.","MIAMI OH",30,69.28,"B"
"EVAN BUSHONG","JAMES MAD",26,69.17,"B"
"DYLAN SHAW","N TEXAS",66,68.93,"B"
"JUBILEE SIITIA-TASI","NEW MEXICO",25,68.26,"B"
"MALIK ALIANE","NEW MEXICO",44,68.21,"B"
"BRADY BARROWMAN","BALL ST",73,68.07,"B"
"AIDEN JONES","FAU",80,67.65,"B"
"DARRELL JONES","UTSA",80,67.42,"B"
"GAVIN DABO","W MICHIGAN",45,67.08,"B"
"BRYCE PARSON","OHIO",69,66.99,"B"
"VAL KONDRATENKO","BUFFALO",28,66.79,"B"
"TYREEK MAJOR","W KENTUCKY",25,66.41,"B"
"BRADEN HALES","COLO STATE",57,66.33,"B"
"TYLER BROWN","JAMES MAD",34,66.24,"B"
"MO CLIPPER JR.","GA SOUTHRN",26,66.02,"B"
"NATE HAMPTON","AKRON",59,65.98,"B"
"DOM SILVIA","CHARLOTTE",37,65.51,"B"
"HADINE DIABY","JVILLE ST",62,65.38,"B"
"JACKSON PRUITT","TEMPLE",57,65.12,"B"
"AMARE TAASE","UNLV",67,65.04,"B"
"GINO QUINONES","FRESNO ST",62,64.71,"B"
"JAYDEN TRAPP","UTEP",28,64.44,"B"
"RASHEED JACKSON","TEXAS ST",83,64.34,"B"
"MAC WALTERS","APP STATE",51,63.76,"B"
"LUKE SKARTVEDT","N ILLINOIS",70,63.33,"B"
"JACKSON BELLAMY","BUFFALO",43,63.1,"B"
"THOMAS SHRADER","USF",56,62.73,"B"
"JALEN SLAPPY","MARSHALL",66,62.57,"B"
"BRANDON STONER","GA SOUTHRN",44,62.5,"B"
"GRESHAM PERRY","TULANE",51,62.25,"B"
"JACOB RUSSELL","C MICHIGAN",57,62.22,"B"
"ROBBY MARTIN","MARSHALL",66,62.18,"B"
"FRANKIE TINILAU","JAMES MAD",27,61.78,"B"
