"Name","Team","Offensive.Snaps","Composite_Score","Player_Grade"
"JACOB ANDERSON","OREGON ST",53,100,"A"
"AJ VINSON","LA MONROE",82,96.78,"A"
"ETHAN HUBBARD","S ALABAMA",74,96.13,"A"
"DENNIS JONES","S DIEGO ST",79,95.48,"A"
"REESE OSEI-WUSU","S ALABAMA",74,92.28,"A"
"JAYLIN CALDWELL","WASH STATE",70,92.19,"A"
"ISAAC SOHN","SM HOUSTON",58,88.88,"A"
"BRADEN CARTER","USF",42,88.07,"A"
"MYLES JOSEPH","SM HOUSTON",58,81.92,"A"
"TYLER ETHRIDGE","BOISE ST",80,81.86,"A"
"JONNY LESTER","WASH STATE",68,79.38,"B"
"JACOB BOOTH","C MICHIGAN",66,77.89,"B"
"HUDSON CHASKO","KENT STATE",27,77.71,"B"
"DJ FOX","JAMES MAD",51,77.54,"B"
"TYLER LAWRENCE","NEW MEXICO",62,75.27,"B"
"KAHARI FINLEY","USF",38,75.21,"B"
"MAKHETE GUEYE","MO STATE",57,74.82,"B"
"ERIC SMITH","MIAMI OH",58,73.49,"B"
"COLIN ALEXANDER","GA SOUTHRN",76,70.76,"B"
"CHEVY TRASK","N ILLINOIS",26,69.65,"B"
"GEORGE JACKSON","LA LAFAYET",74,69.62,"B"
"MATTHEW WILLIAMS","GA SOUTHRN",46,69.44,"B"
"DAVID APPLEWHITE","LA MONROE",82,68.54,"B"
"BEN GALLOWAY","FAU",70,68.39,"B"
"TEKO SHOATS","OREGON ST",25,68.25,"B"
"NICKOLAS MOLINA","FIU",82,67.39,"B"
"JOHN HOLTHAUS","COLO STATE",71,66.98,"B"
"ANTHONY CACCESE","DELAWARE",66,65.49,"B"
"JA'KAVION NONAR","FAU",70,65.44,"B"
"EVAN MALCORE","MIAMI OH",43,64.95,"B"
"MATT HOFER","TOLEDO",80,63.94,"B"
"DEVON MANUEL","APP STATE",76,63.86,"B"
"TYRONE DAVIS","BUFFALO",34,63.56,"B"
"HAYES CREEL","E CAROLINA",72,63.25,"B"
