"Name","Team","Offensive.Snaps","Composite_Score","Player_Grade"
"SULLY BURNS","TEXAS ST",73,61.99,"B"
"CHRISTIAN WILLIAMS","LIBERTY",59,61.95,"B"
"KING LARGE","MO STATE",71,61.83,"B"
"WILLIAM BOONE","TEXAS ST",73,61.72,"B"
"QUENTIN BUTLER","MIDDLE TN",71,59.46,"C"
"DAUGHTRY RICHARDSON","COAST CAR",61,58.95,"C"
"D.J. GETH","LIBERTY",34,57.58,"C"
"REESE TRIPP","MIDDLE TN",71,57.18,"C"
"JIMMY LISTON","UTAH ST",54,56.96,"C"
"KEVIN TERRY","TEMPLE",32,56.76,"C"
"ETHAN GREEN","USF",55,56.67,"C"
"ROSS LIEGEL","N ILLINOIS",69,56.54,"C"
"KEYON COX","UAB",60,55.91,"C"
"ASHTON TRIPP","WASH STATE",68,55.22,"C"
"AARON KARAS","MEMPHIS",66,54.59,"C"
"KEVIN EVEHE","LIBERTY",31,54.27,"C"
"JORDON JONES","TROY",77,54.12,"C"
"CHRIS HOOD","BALL ST",61,54.08,"C"
"HENRY SELLARDS","NEVADA",60,53.78,"C"
"TRISTAN COOK","BALL ST",61,53.21,"C"
"JACK FOSTER","NEVADA",60,53.17,"C"
"TRUMAIN LAWSON","OHIO",61,52.79,"C"
"MOFE ADEWOLE","KENT STATE",31,52.56,"C"
"REX JOHNSEN","WYOMING",59,52.43,"C"
"DEANDRE MARSHALL","UTSA",53,50.72,"C"
"JACK LAIRD","MARSHALL",75,50.52,"C"
"ROLAN FULLWOOD","FRESNO ST",63,50.48,"C"
"BRAYLON JENKINS","WYOMING",59,50.22,"C"
"ZACH AAMLAND","TEMPLE",44,50.21,"C"
"BEN ROEBUCK","W MICHIGAN",65,49.92,"C"
"QUINTON HARRIS","COLO STATE",65,49.63,"C"
"MARTIN KOIVISTO","C MICHIGAN",66,49.18,"C"
"CAM STANCIL","JVILLE ST",52,48.74,"C"
"KENDRICK HALL","DOMINION",67,48.51,"C"
"COLE MILLWARD","NEW MEXICO",46,48.39,"C"
"TARIQ MONTGOMERY","MARSHALL",75,48.11,"C"
"DAYLON METOYER","BOISE ST",55,47.83,"C"
"CAM EAST","TULSA",60,47.21,"C"
"RILEY MCGEHEE","MEMPHIS",67,46.53,"C"
"JUSTIN MICHAELIS","RICE",63,46.46,"C"
"JOHN WATKINS","TEMPLE",76,45.55,"C"
"DARION REED","TULANE",62,45.29,"C"
"BRODY DUFFEL","TULSA",35,44.61,"C"
"DEACON RAWLS","JAMES MAD",75,42.79,"C"
"DAVIS DOTSON","TULSA",34,42.56,"C"
"JOSEPH BORJON","S DIEGO ST",79,42.49,"C"
"ALEX LOPEZ","W KENTUCKY",40,42.12,"C"
"IBRAHIM TRAORE","TOLEDO",80,41.32,"C"
"CARLOS SLAYDEN","AKRON",55,40.5,"C"
"LUKE NEEDHAM","RICE",53,38.76,"D"
"KARSTEN UPCHURCH","W KENTUCKY",60,36.72,"D"
"ALLEN JONES JR.","AKRON",60,36.53,"D"
"HAYDEN CHRISTMAN","LA TECH",83,35.46,"D"
"A'MARION BRELAND","UTSA",53,35,"D"
"JORDAN BROWN","GA STATE",51,34.12,"D"
"TROY SMITH III","LA TECH",77,33.53,"D"
"DANIEL JONES","COAST CAR",62,33,"D"
"CHAD SCHUSTER","W MICHIGAN",65,32.75,"D"
"JARIAN SHELBY","OHIO",61,32.58,"D"
"KRISTOS FERNANDEZ","CHARLOTTE",65,32.51,"D"
"AIDAN ANDREWS","GA STATE",35,32.51,"D"
"STERLING WIGGINS","ARK STATE",55,32.01,"D"
"NOAH ROSAHAC","DELAWARE",66,31.68,"D"
"TYRIQ POINDEXTER","APP STATE",81,31.5,"D"
"SIMEON AFALAVA","S JOSE ST",74,30.82,"D"
"JAQUAN ADAMS","TULSA",62,30.66,"D"
"TYLER BRUMFIELD","E MICHIGAN",66,30.38,"D"
"SETH WILFRED","UTAH ST",55,30.11,"D"
"TRA'JON TOWNSEND","TROY",77,29.73,"D"
"J'VEN WILLIAMS","CHARLOTTE",65,29.71,"D"
"K'LEYONE IOSUA","UTAH ST",55,29.49,"D"
"JOHNNY WILLIAMS IV","N TEXAS",89,29.37,"D"
"KYLE COX","BOISE ST",25,29.14,"D"
"NIKOLA MILOVAC","KENNESAW",65,28.13,"D"
"BEN GUSTAFSON","N ILLINOIS",43,27.83,"D"
"BRADEN CAIN","SO MISS",67,26.71,"D"
"JOE CROCKER","BUFFALO",46,22.42,"D"
"ZAY ALEXANDER","LA LAFAYET",62,22.16,"D"
"MANUEL SERNA","S JOSE ST",74,21.71,"D"
"JADARIOUS LEE","KENNESAW",65,21.27,"D"
"GRAYSON JOHNSON","UTEP",33,21.23,"D"
"SAMUEL ADJIN","E MICHIGAN",43,20.13,"D"
"MANASSE ITETE","ARK STATE",48,19.77,"F"
"BARRETT MADDOX","UAB",60,19.68,"F"
"GABRIEL ARENA","BUFFALO",48,19.55,"F"
"RYAN MICKOW","TULANE",62,19.18,"F"
"MARCUS MASCOLL","GA STATE",62,16.19,"F"
"JEREMIAH ORR","JVILLE ST",52,15.6,"F"
"RAYKWON GOLDTHWAITE","DOMINION",57,15.6,"F"
"JEREMY SMITH","FIU",82,15.29,"F"
"DANZEL NEWELL","NEW MEXICO",29,14.46,"F"
"MOUSTAFA DAOUD","KENT STATE",44,11.73,"F"
"TYLER ROBERTS","UTEP",45,9.53,"F"
"JAMES THOMAS JR.","BOWL GREEN",52,6.8,"F"
"NETO UMEOZULU","N TEXAS",89,5.73,"F"
"GABE FUNK","BOWL GREEN",52,3.76,"F"
"DANTE DEVINE","SO MISS",67,0,"F"
