"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Defensive.Grades","Coverage.Grade","Run.Defense.Grade","Pass.Rush.Grade","Total.Tackles","Assistant","Stops","Interception","Assist.Tackles.on.Run.Plays","Passer.Rating.Allowed","Receiving.Yards.Allowed.per.Snap","Average.Depth.of.Target.per.Coverage","Average.Depth.of.Tackle","Yards.per.Reception.Allowed","Pass.Stop","Lined.up.in.Press.Coverage","Drops...Off.Targets.Receptions.Forced","Missed.Tackles.on.Run.Plays","Assist.on.Pass.Plays","Pass.Break.Up","Run.Tackle.for.Losss.or.No.Gain","Plays.of.15..Yards.Allowed","Unblocked.Pass.Rush","Pass.Rush.Productivity","Missed.Tackles.on.Pass.Plays","Forced.Fumble","Touchdowns.Allowed","Pass.Tackle.for.Loss.or.No.Gain","Pursuit.Pressure","Hits","Dropped.Int","Sacks","Beaten.Defender","Fumble.Recovery","Batted.Passes","Missed.Tackle.Percentage","Run.Stop","Tackle.for.Loss.or.No.Gain","Hurries","Total.Pressures.Generated","Assist.Tackles","Negative.Plays","Total.Negative.Plays","Total.Positive.Plays","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","First.Downs.Allowed","Forced.Incompletions","Sacks.per.Throwaway","Open.Targets","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Forced.Incompletion.Percentage","Missed.Tackle.Percentage.on.Run.Plays","Pass.Missed.Tackles.Percentage"
"ADRIAN MADDOX","KANSAS ST",18,57.72,"C",77.1,74.9,66.3,NA,1,1,0,0,1,39.6,0,1,0,0,0,NA,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"JERON JONES","WASHINGTON",24,57.51,"C",66.6,71.3,62.4,46.9,2,0,0,1,0,16.7,0.5,9.5,0,6,0,NA,0,0,0,0,0,0,0,NA,1,0,0,0,1,0,0,0,0,0,0,0.333,0,0,1,1,0,1,0,1,1,0.5,6,1,0,0,1,0,0.5,0.5,0.5,3,0,0,0.5
"MADDOX QUILLER","TEXAS TECH",18,57.3,"C",70.2,63.4,73,NA,3,2,1,0,2,0,0,0,2,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KINGSTON LOPA","CAL",47,57.21,"C",72.4,80.1,52,66,6,0,2,1,0,70.1,2.47,13.7,6,23.5,1,NA,1,1,0,0,0,1,1,NA,1,0,0,0,0,1,0,0,0,0,0,0.25,1,0,0,1,0,5,2,2,2,0.667,47,1,0,0,2,0.053,0.667,0.333,0.333,15.7,0,0.333,0.25
"CJ HEARD","VANDERBILT",33,57.17,"C",72.2,75.2,65.4,53.6,4,1,2,0,0,83.3,0.24,-6,2,4,1,NA,0,0,1,0,0,0,1,NA,1,0,0,0,0,0,0,0,0,0,0,0.2,1,0,1,1,1,1,0,1,1,1,4,0,0,0,1,0,1,0,0,4,0,0,0.25
"ANQUON FEGANS","AUBURN",29,56.57,"C",74.5,73.3,69.6,59.7,1,1,0,0,1,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"NATE RITCHIE","UTAH",41,56.19,"C",67.7,65.8,69.4,56.5,2,1,0,0,1,39.6,0,13,0,0,0,NA,1,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0
"T.J. BANKS","LOUISVILLE",47,55.96,"C",71.2,65.3,80,59.2,6,1,3,0,0,81.3,0.64,10,2.33,18,0,NA,0,0,1,1,0,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,2,2,1,1,0.5,18,1,1,0,1,0.036,0.5,0.5,0,9,0.5,0,0
"XAVIER STYLES","IOWA",29,55.92,"C",76,77.7,60.6,NA,1,0,0,0,0,39.6,0,27,0,0,0,NA,1,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0
"QUINTON HAMMONDS","OKLA STATE",61,55.69,"C",66.6,66.9,65.5,56.5,5,2,1,0,1,39.6,0,1,7,0,0,NA,1,1,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.167,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.2,0
"JACKSON BENNEE","UTAH",37,55.23,"C",65.1,64.5,62.8,NA,5,1,1,0,0,39.6,0.57,13.7,0,6.5,1,NA,4,0,1,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,2,0.222,13,1,2,0,3,0,0.333,0.111,0,1.4,0.222,0,0
"MYLES TURPIN","WAKE",19,55.06,"C",60.8,65.3,70,NA,3,2,0,0,2,0,0,0,3,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AARON FLOWERS","OREGON",58,55.03,"C",55.7,47.4,73.6,NA,7,4,2,0,4,56.8,1.07,11.4,9,10.7,2,NA,1,0,0,0,0,1,0,NA,1,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,4,4,4,1,3,0.429,32,1,0,0,3,0.033,0.429,0.143,0,4.6,0,0,0.333
"JELANI MCDONALD","TEXAS",36,54.89,"C",67.6,63.1,73.7,NA,7,2,2,0,1,89.6,0.52,2,1.5,5.5,0,NA,0,0,1,0,1,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0.125,2,1,0,0,2,2,2,1,2,1,11,1,0,0,1,0,0.5,0.5,0,5.5,0,0,0.2
"BRAHEEM LONG JR.","SYRACUSE",53,54.88,"C",59.3,55.9,65.4,59.4,7,2,1,0,1,0,0,0,17.33,0,0,NA,0,1,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.125,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0
"CHRIS BRACY","MICHIGAN",64,54.81,"C",67.5,65.4,68.1,NA,8,2,1,0,2,93.8,0.54,6,7.67,6.5,1,NA,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.111,0,0,0,0,2,2,1,1,2,1,13,0,0,0,2,0,1,0,0,6.5,0,0.167,0
"DEVIN TURNER","BAYLOR",59,54.69,"C",70.7,65.9,77.7,NA,9,1,3,0,0,100,0.24,6,4.17,8,0,NA,0,0,1,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,2,1,0,1,1,8,1,0,0,1,0,1,1,0,8,0,0,0
"MALCOLM HARTZOG JR.","ARIZONA",41,54.43,"C",67.6,66.3,64.8,62.6,4,1,2,0,1,108.3,0.34,-5,0,10,2,NA,0,0,0,0,0,0,1,NA,1,0,0,1,0,1,0,0,0,0,0,0.2,0,1,0,1,1,1,1,1,1,1,10,1,0,0,1,0,1,1,0,10,0,0,0.25
"KALEB HARRIS","AUBURN",74,54.08,"C",69.4,64.8,71.9,71.6,5,1,2,0,1,89.6,0.55,0.5,3,5.5,1,NA,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,2,1,2,2,1,4,1,22,2,0,0,4,0,1,0.5,0,5.5,0,0,0
"BRYCE THORNTON","FLORIDA",58,53.94,"C",76,76.1,67.7,NA,4,1,0,0,0,70.1,0.23,5.7,5,4.5,0,NA,0,0,1,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0.667,9,1,1,0,1,0,0.333,0.333,0,3,0.333,0,0
"KYRON JONES","GEORGIA",15,53.93,"C",75.5,77.8,60,NA,2,0,1,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PEYTON MORGAN","TEXAS TECH",50,53.72,"C",71.8,72.5,62.2,NA,3,0,1,0,0,70.1,0.09,1,0,1.5,1,NA,1,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0.667,3,0,0,0,0,0,0,0,0,1,0,0,0
"MARCUS RATCLIFFE","TEXAS A&M",19,53.61,"C",71,75.8,57,NA,1,0,1,0,0,39.6,0,6,0,0,1,NA,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"JAMISON PATTON","PENN STATE",31,53.15,"C",70,65,73,NA,3,1,1,0,1,0,0,0,5,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TYRIQ GREEN","GEORGIA",26,52.81,"C",72.3,72.8,65.6,NA,1,1,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TYLER TURNER","BAYLOR",41,52.42,"C",68.3,66.9,66.9,NA,2,1,0,0,1,0,0,0,21,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RABBIT EVANS","UTAH",37,52.16,"C",69.3,64.2,69.9,66.9,2,1,1,0,1,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RICARDO JONES","VANDERBILT",27,52.14,"C",70,68.9,61,66.2,3,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XAVIER SCOTT","ILLINOIS",41,51.73,"C",72.8,66.2,78.8,NA,2,0,2,0,0,0,0,0,1,0,1,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYLVESTER SMITH-REED","AUBURN",56,51.41,"C",69.6,70.4,63.7,NA,5,1,1,0,0,69.8,0.93,14.3,3.5,12.5,0,NA,0,1,1,1,1,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.167,1,1,0,0,1,2,1,1,2,0.5,25,1,1,0,2,0.037,0.5,0.25,0,6.3,0.25,0.333,0
"MOSE PHILLIPS III","OKLA STATE",23,51.22,"C",69.3,64,70.8,NA,2,1,1,0,1,39.6,0,14,1,0,0,NA,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADRIAN WILSON","ARIZONA ST",17,51.19,"C",66,63.3,65.9,NA,2,1,0,0,1,0,0,0,35,0,0,NA,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0
"COLBY MCCALISTER","BAYLOR",36,51.16,"C",67.1,64.7,67.7,NA,4,0,2,0,0,39.6,0,18,5.5,0,1,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KENDEL DOLBY","MISS STATE",31,51.05,"C",61.2,59.2,75.1,NA,6,1,1,0,0,0,0,0,13.2,0,0,NA,0,0,1,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0.143,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
"DYLAN LEWIS","TENNESSEE",33,50.93,"C",68.5,70.8,60,NA,2,0,1,0,0,39.6,0,9,19.5,0,0,NA,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.333,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.333,0
"JORDAN CASTELL","KENTUCKY",51,50.73,"C",65.2,55.7,84.5,NA,5,2,3,0,1,118.8,1.81,24.5,-3.67,29,0,NA,0,0,1,0,2,2,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,1,2,2,2,0,2,1,58,2,0,0,2,0.063,1,1,0,29,0,0,0
"EARL LITTLE JR.","OHIO STATE",30,50.57,"C",73.7,76.9,57.7,NA,3,1,1,0,1,71.5,0.5,5.3,0,5,1,NA,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0.667,10,1,0,0,2,0,0.667,0.333,0,3.3,0,0,0
"KAMARI WILSON","W VIRGINIA",54,50.48,"C",63.7,63,63.2,NA,5,3,0,0,2,87.5,0.54,8,0,7.3,0,NA,0,1,1,2,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,3,4,3,2,3,0.75,22,2,2,0,3,0,0.75,0.5,0,5.5,0.5,0.333,0
"RANDON FONTENETTE","COLORADO",57,50.06,"C",57.4,44,78.4,57.1,6,1,2,0,0,64.6,0.8,6.5,3.8,10,0,NA,1,0,1,0,2,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,4,4,1,2,0.5,20,1,0,0,3,0.04,0.75,0.25,0,5,0,0,0
"CORNELL PERRY","SYRACUSE",26,49.97,"C",67.7,64.8,66.3,60,1,0,1,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KNAHLIJ HARRELL","VA TECH",15,49.83,"C",68.8,61.6,72.6,NA,2,1,1,0,1,0,0,0,4,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAVION RILEY","GA TECH",78,49.76,"C",63.1,66,57.1,NA,11,1,2,0,0,98.6,0.72,1.7,5.67,7.7,2,NA,0,2,1,0,0,1,0,NA,0,0,0,1,0,0,0,0,0,0,0,0.154,0,1,0,0,1,4,2,1,3,1,23,2,0,0,2,0.031,0.667,0.667,0,7.7,0,0.4,0
"GERALD KILGORE","S CAROLINA",22,49.5,"C",72.8,70.4,70.7,60,3,1,0,0,1,39.6,0,7,4.5,0,0,NA,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"BO ONU","BAYLOR",29,49.05,"C",72.4,72.6,63.1,NA,2,0,0,0,0,39.6,0,13,0,0,0,NA,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GAVIN HUNTER","ARIZONA",25,48.64,"C",69.2,69.9,60.8,59.1,2,1,1,0,0,71.5,0.59,11,0,5,1,NA,0,0,1,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,1,1,1,2,2,0.667,10,0,1,0,2,0,0.667,0,0,3.3,0.333,0,0.333
"DEMARI HENDERSON","UCF",28,48.51,"C",68.2,64.7,69.8,NA,1,1,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JAY GREEN","STANFORD",60,48.43,"C",66.4,72.5,50.7,NA,2,1,0,0,1,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
"TY BARTRUM","UCF",16,48.4,"C",62.7,64.5,58.8,NA,3,1,2,0,0,0,0,0,7.5,0,0,NA,0,1,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.25,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0
"SIMEON CALDWELL","OHIO STATE",24,48.4,"C",68.7,64.8,64.7,60,1,0,0,0,0,0,0,0,15,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BRALAN WOMACK","MISS STATE",23,48.34,"C",54.1,45.1,68.1,NA,4,3,1,0,2,39.6,0,-5,2,0,0,NA,1,1,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.2,1,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0
"JACKSON HANCOCK","MISSOURI",18,47.97,"C",63.7,68,59.8,NA,2,1,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JAYDEN MCGREGORY","MISSOURI",29,47.85,"C",62.3,64.9,58.1,NA,3,1,0,0,1,0,0,0,8.5,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DAVIEN KERR","SYRACUSE",49,47.69,"C",72.4,72.7,64.5,60,3,0,2,0,0,65.4,0.64,7.2,3,5.3,1,NA,1,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,3,0.6,16,1,1,0,2,0,0.4,0.2,0,3.2,0.2,0,0
"KENNAN PULA","BYU",37,47.68,"C",65.4,79,36.7,NA,2,1,1,0,0,56.3,0.24,17.5,3,5,0,NA,0,2,1,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,1,4,0,2,1,0.5,5,0,1,0,1,0,0.5,0,0,2.5,0.5,0.667,0
"KOEN ENTRINGER","LOUISVILLE",65,47.31,"C",54,45.3,73.9,60,7,3,0,0,2,42.4,0.14,-3.3,9.33,5,0,NA,2,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,1,0.333,5,1,0,0,3,0,1,0.333,0,1.7,0,0,0
"GEIMERE LATIMER II","W VIRGINIA",61,47.3,"C",60.9,59.3,71.2,53.5,5,0,2,0,0,62.1,0.8,11.6,1,16,1,NA,1,0,0,0,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,3,3,1,2,0.4,32,1,0,0,4,0.025,0.8,0.2,0,6.4,0,0,0
"SANTANA BANNER","MISSOURI",19,47.22,"C",67.5,67,61.3,NA,2,0,1,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NAETEN MITCHELL","COLORADO",57,47.22,"C",61.6,61.5,61.6,57.7,8,3,1,0,2,118.8,1.74,11.5,8.5,23.5,1,NA,0,1,1,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.111,0,0,0,0,3,2,1,0,2,1,47,1,0,0,1,0.037,0.5,0.5,0,23.5,0,0.2,0
"ANTHONY HAWKINS","IOWA",28,47.02,"C",66.3,66.5,61,NA,1,1,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JARINN KALAMA","BYU",29,46.79,"C",70,69.1,65.9,NA,4,0,0,0,0,39.6,0,3,5,0,0,NA,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"TRAJEN GRECO","MISSOURI",24,46.74,"C",66,66,61,NA,1,1,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MATT IRWIN","UCF",18,46.73,"C",59.9,62.3,57.3,NA,3,1,1,0,1,0,0,0,6,0,0,NA,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0
"ZION BRANCH","GEORGIA",18,46.63,"C",65.9,65.8,61,NA,1,1,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZETH THUES","ARIZONA ST",20,46.55,"C",65.4,65.5,61.6,NA,1,1,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHRISTIAN BODNAR","OKLA STATE",44,46.3,"C",62.9,58.3,73.3,NA,6,0,2,0,0,69.6,0.81,8.8,-2,7,1,NA,1,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,0,3,0.6,21,0,0,0,3,0,0.6,0,0,4.2,0,0,0
"MAC RESETICH","ILLINOIS",70,46.16,"C",69.3,63.5,78.3,NA,5,1,1,0,1,96.9,0.89,10.5,10,10.3,1,NA,0,0,0,1,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,0.75,31,2,1,0,2,0.029,0.5,0.5,0,7.8,0.25,0,0
"TJ METCALF","TENNESSEE",28,46.1,"C",68.5,65.2,70.6,59.2,2,0,2,0,0,0,0,0,2,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MASON ELLIS","KANSAS",18,46.02,"C",68,64.2,61,69.7,NA,0,0,0,NA,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"DASHAWN SPEARS","LSU",38,45.91,"C",63.3,62,65.8,57.4,4,1,1,0,0,66.7,0.5,17.5,8,11,1,NA,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0.5,11,1,0,0,0,0,0,0.5,0,5.5,0,0,0
"JAYLEN MBAKWE","GA TECH",70,45.87,"C",68.1,72.8,52.2,58.7,1,0,0,0,0,39.6,0.24,19.8,0,7,0,NA,2,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0.2,7,0,2,0,3,0,0.6,0,0,1.4,0.4,0,0
"TEVIS METCALF","TENNESSEE",19,45.71,"C",74.6,75,64.7,NA,2,0,1,0,0,79.2,0.57,0.5,22,2,1,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,0,0,0,2,0,1,0,0,2,0,0,0
"JONAH WILLIAMS","TEXAS",33,45.43,"C",74,74.3,67.5,NA,5,0,0,0,0,83.3,0.31,-1,5,4,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,0,0,1,0,1,0,0,4,0,0,0
"COREY MYRICK","CLEMSON",65,45.26,"C",59.1,57.3,72.2,58.4,12,3,2,0,2,118.8,1.47,4.3,4.5,13.3,0,NA,0,1,1,0,1,2,0,NA,1,0,0,0,0,0,0,0,0,0,0,0.143,2,1,0,0,3,6,3,0,4,1,53,3,0,0,3,0.056,0.75,0.75,0,13.3,0,0.143,0.143
"MARCUS WILLIAMS","MISS STATE",33,45.25,"C",68.9,66.6,68.5,NA,2,1,0,0,0,56.3,0.18,1,0,3,0,NA,1,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.5,3,0,0,0,1,0,0.5,0,0,1.5,0,0,0
"JAHLEEL CULBREATH","UCF",24,44.91,"C",50.9,46.9,63.3,56.6,4,1,3,0,1,42.4,0.64,9,1,7,2,NA,2,1,0,0,0,0,0,NA,1,0,0,0,1,0,0,0,0,0,0,0.333,1,0,1,1,1,3,2,0,1,0.333,7,0,0,0,2,0,0.667,0,0,2.3,0,0.333,0.333
"WESLEY FAIR","KANSAS ST",19,44.68,"C",59.7,65.3,51.7,NA,2,1,1,0,0,0,0,0,4,0,0,NA,0,1,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.333,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
"MASON LEWIS","VANDERBILT",16,44.49,"C",60.6,55.8,68.1,58.1,3,2,0,0,1,64.6,2,-3,0,10,0,NA,1,0,1,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,1,0.5,10,1,0,0,2,0,1,0.5,0,5,0,0,0
"JAI EUGENE JR.","SYRACUSE",26,44.38,"C",67.8,66.4,65.7,NA,2,1,0,0,1,58.3,0.58,4.5,0,7,0,NA,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.5,7,0,0,0,1,0,0.5,0,0,3.5,0,0,0
"DWAYNE MCDOUGLE III","NEBRASKA",44,44.29,"C",66,64.4,66.6,NA,4,1,1,0,1,79.2,0.11,3,0,3,1,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,3,1,0,0,0,0,0,1,0,3,0,0,0
"JAYLEN MCCLAIN","OHIO STATE",41,44.29,"C",67.5,66.5,65,NA,1,0,0,0,0,0,0,0,12,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MARVIN BURKS JR.","WISCONSIN",53,44.18,"C",64.8,69.5,51.2,59.8,2,1,0,0,0,0,0,0,0,0,0,NA,0,1,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
