"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Position","Season","Conference","Defensive.Grades","Run.Defense.Grade","Pass.Rush.Grade","Coverage.Grade","Batted.Passes","Assistant","Stops","Sacks","NFL.Sacks","Hits","Hurries","Total.Pressures.Generated","Beaten.Defender","Pass.Break.Up","Interception","Forced.Fumble","Fumble.Recovery","Tackle.for.Loss.or.No.Gain","Dropped.Int","Pursuit.Pressure","Unblocked.Pass.Rush","First.Contact","Negative.Plays","Pass.Rush.Plays","Pass.Rush.Win.Percentage","Pass.Rush.Pressure.Percentage","Pass.Rush.Productivity","Run.Defense.Plays","Average.Depth.of.Tackle","Negative.Rush.Defense.Percentage","Positive.Rush.Defense.Percentage","Number.of.Negative.Plays","Coverage.Snaps","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","Yards.per.Reception.Allowed","Touchdowns.Allowed","First.Downs.Allowed","Interceptions","Forced.Incompletions","Passer.Rating.Allowed","Receiving.Yards.Allowed.per.Snap","Plays.of.15..Yards.Allowed","Successful.Plays.Percentage","Sacks.per.Throwaway","Open.Targets","Drops...Off.Targets.Receptions.Forced","Total.Negative.Plays","Total.Positive.Plays","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Average.Depth.of.Target.per.Coverage","Forced.Incompletion.Percentage","Jersey.Number","Total.Tackles","Missed.Tackle.Percentage","Assist.Tackles","Run.Stop","Run.Tackle.for.Losss.or.No.Gain","Missed.Tackle.Percentage.on.Run.Plays","Tackles.on.Run.Plays","Assist.Tackles.on.Run.Plays","Missed.Tackles.on.Run.Plays","Pass.Stop","Pass.Tackle.for.Loss.or.No.Gain","Pass.Missed.Tackles.Percentage","Total.Tackle.Snaps","Total.Tackles..Sacks...Assists...Sacks...Missed.","Assist.on.Pass.Plays","Tackles.on.Pass.Plays","Missed.Tackles.on.Pass.Plays","Conference_Level","Row_ID","Lined.up.in.Press.Coverage","row_id"
"BLAKE HAWKINS","IOWA STATE",18,40.83,"C","ED",2026,"Big 12",69.7,64.8,69.9,NA,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,13,4,0.077,0.231,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,2,0,1,1,0,0,1,1,0,0,0,0,2,2,0,0,0,"P4",236,NA,236
"BRANDON MACK II","HOUSTON",53,40.81,"C","ED",2026,"Big 12",63.1,68.5,52.2,71.2,0,2,1,0,0,1,1,2,0,0,0,0,0,0,0,0,1,1,1,NA,NA,NA,NA,12,0,0.083,0.25,1,7,0,0,0,0,0,0,0,0,0,0,0,0.286,0,0,0,0,1,0,0,0,0,0,0,0,4,3,0,2,0,0,0,0,2,0,1,0,0,3,3,0,1,0,"P4",2,NA,2
"ANTHONY JONES JR.","NEBRASKA",52,40.81,"C","ED",2026,"Big Ten",63.1,60.7,61.6,61.3,0,0,3,0,0,1,2,3,1,0,0,0,0,0,0,1,0,3,3,NA,NA,NA,NA,15,2,0.133,0.133,2,4,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0.25,0,2,0,0,2,0,0,1,0,0.5,3,4,0,1,1,"P4",28,NA,28
"KENDAL WALL","BYU",22,40.49,"C","ED",2026,"Big 12",78.3,74.4,62.7,69.1,0,0,4,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3,0,NA,NA,NA,NA,11,1.67,0,0.273,0,5,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,46,4,0,0,3,1,0,3,0,0,1,1,0,4,4,0,1,0,"P4",224,NA,224
"NATE BURRELL","CAL",36,39.79,"D","ED",2026,"ACC",62.5,62.8,68.6,60,0,1,1,1,0,0,2,3,0,0,0,0,0,0,0,0,0,4,2,NA,NA,NA,NA,19,2,0.105,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,4,0,1,0,0,0,1,1,0,1,0,0,4,4,0,1,0,"P4",40,NA,40
"KOFI ASARE","FLORIDA",30,39.56,"D","ED",2026,"SEC",83.2,78.3,68.8,72.3,0,0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4,1,NA,NA,NA,NA,11,4.33,0,0.182,0,4,1,1,2,2,0,0,0,0,79.2,0.5,0,0.25,0,1,0,0,1,0,1,0,0,2,-1,0,22,5,0.167,0,2,0,0,3,0,0,1,0,0.5,6,6,0,1,1,"P4",48,NA,48
"JAYDEN BRYANT","KANSAS ST",17,39.09,"D","ED",2026,"Big 12",80.8,69.7,67.2,66.6,0,0,2,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,NA,NA,NA,NA,7,2,0,0.286,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,2,0,0,1,0,0,1,0,0,1,1,0,2,2,0,1,0,"P4",171,NA,171
"DAKYUS BRINKLEY","KANSAS",22,38.9,"D","ED",2026,"Big 12",77.6,78.2,62.6,60.9,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,0,NA,NA,NA,NA,10,2,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,4,1,0,4,0,0,0,0,0,5,5,0,1,0,"P4",155,NA,155
"ELO MODOZIE","PURDUE",17,38.42,"D","ED",2026,"Big Ten",72.5,60.4,73.5,60.5,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P4",80,NA,80
"MALAKI TA'ASE","IOWA STATE",22,38.11,"D","ED",2026,"Big 12",80.7,79.7,56.3,67.7,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,NA,NA,NA,NA,11,-4,0,0.364,0,1,1,1,4,4,0,0,0,0,83.3,4,0,1,0,1,0,0,0,0,1,0,0,4,0,0,98,4,0,2,1,1,0,1,2,0,1,0,0,4,4,0,1,0,"P4",156,NA,156
"DREW CAMPBELL","IOWA",19,38.08,"D","ED",2026,"Big Ten",65.1,64.7,61.1,NA,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,7,0,0,0.143,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,"P4",184,NA,184
"KAMERYN CRAWFORD","USC",23,38.01,"D","ED",2026,"Big Ten",69.4,77.9,62.6,48.9,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,1,NA,NA,NA,NA,12,2,0,0.333,0,3,1,1,6,6,0,1,0,0,91.7,2,0,0.667,0,0,0,1,0,0,0,1,0,6,6,0,1,4,0,0,4,1,0,4,0,0,0,0,0,4,4,0,0,0,"P4",149,NA,149
"DANIEL OWENS","MARYLAND",22,37.81,"D","ED",2026,"Big Ten",61.6,55.9,68.6,NA,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,0,1,2,NA,NA,NA,NA,15,0,0.133,0.067,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P4",54,NA,54
"KARTER MENZ","MINNESOTA",18,37.34,"D","ED",2026,"Big Ten",60.6,63.9,65.9,53.9,0,0,2,0,0,0,3,3,1,0,0,0,0,0,0,1,0,4,2,NA,NA,NA,NA,8,6,0,0,0,1,1,1,5,5,0,1,0,0,87.5,5,0,0,0,1,0,1,0,0,1,1,0,5,1,0,11,3,0.25,0,2,0,0,2,0,0,0,0,0.5,4,4,0,1,1,"P4",99,NA,99
"CAMERON LENHARDT","NEBRASKA",23,37.27,"D","ED",2026,"Big Ten",44.8,57.5,55.5,45.8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,3,NA,NA,NA,NA,10,0,0.2,0.3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"P4",75,NA,75
"COLTON VASEK","TEXAS",19,37.26,"D","ED",2026,"SEC",67.6,66.7,61.8,60,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,1,NA,NA,NA,NA,10,2,0.1,0.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,3,0.25,1,1,0,0.25,2,1,1,0,0,0,4,4,0,0,0,"P4",98,NA,98
"KEYSHAWN BURGOS","PURDUE",21,37.23,"D","ED",2026,"Big Ten",71.8,69.8,64.9,NA,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,8,2,0,0.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,"P4",35,NA,35
"CURTIS JONES JR.","VA TECH",27,37.21,"D","ED",2026,"ACC",73.9,82.5,NA,49.7,0,1,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,1,NA,NA,NA,NA,21,-0.33,0,0.286,0,6,1,1,12,12,0,1,0,0,116.7,2,0,0.333,0,1,0,1,0,0,1,1,0,12,1,0,30,4,0,1,3,3,0,3,1,0,0,0,0,4,4,0,0,0,"P4",185,NA,185
"JASON ABBEY","VA TECH",16,37.11,"D","ED",2026,"ACC",90.2,80.3,83.7,60,0,0,2,0,0,0,1,1,0,0,0,0,0,2,0,0,0,2,0,NA,NA,NA,NA,13,0,0,0.385,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2,0,0,2,2,0,2,0,0,0,0,0,2,2,0,0,0,"P4",120,NA,120
"T.J. SEARCY","TEXAS A&M",16,37.01,"D","ED",2026,"SEC",65.5,52.9,61.3,65.6,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,NA,NA,NA,NA,7,0,0.143,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,2,0.333,1,0,0,1,0,0,1,1,1,0,3,3,1,1,0,"P4",112,NA,112
"KHAMARI BROOKS","GEORGIA",18,36.06,"D","ED",2026,"SEC",77,69.6,77.2,60.8,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,9,0,0,0.222,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,"P4",244,NA,244
"DEVAN THOMPKINS","ALABAMA",20,35.91,"D","ED",2026,"SEC",70.5,65.5,68,60.3,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,8,0,0,0.125,0,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P4",43,NA,43
"JADEN JONES","MISSOURI",18,35.9,"D","ED",2026,"SEC",70.5,74.3,55.4,NA,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,3,1,NA,NA,NA,NA,11,0,0,0.273,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,2,0.333,2,0,0,0,0,2,0,0,0,1,3,3,0,0,1,"P4",77,NA,77
"JAHIEM LAWSON","CLEMSON",37,35.27,"D","ED",2026,"ACC",54,52.1,66.2,60,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,3,4,NA,NA,NA,NA,17,14,0.176,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0.5,1,0,0,0.333,1,1,1,0,0,1,4,4,0,0,1,"P4",18,NA,18
"WILL HELDT","CLEMSON",48,35.23,"D","ED",2026,"ACC",54.7,55.3,55.6,NA,0,0,3,0,0,0,1,1,1,0,0,0,0,1,0,1,0,5,3,NA,NA,NA,NA,23,2,0.13,0.13,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,4,0.2,0,3,1,0.2,4,0,1,0,0,0,5,5,0,0,0,"P4",123,NA,123
"DJ ALLEN","RUTGERS",15,35.01,"D","ED",2026,"Big Ten",69.3,70.6,56.9,NA,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,NA,NA,NA,NA,11,2.5,0,0.091,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,2,0,0,2,0,0,2,0,0,0,0,0,2,2,0,0,0,"P4",59,NA,59
"EDWIN KOLENGE","VANDERBILT",20,34.34,"D","ED",2026,"SEC",63,61.6,61.4,60.4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"P4",16,NA,16
"JALEN ANDERSON","FLORIDA ST",31,34.24,"D","ED",2026,"ACC",47.3,60.7,55.4,48.7,0,0,1,0,0,0,4,4,0,0,0,0,0,0,0,3,0,0,2,NA,NA,NA,NA,9,1,0.111,0.111,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,"P4",233,NA,233
"LORENZO COWAN","KENTUCKY",26,34.23,"D","ED",2026,"SEC",56.4,51.3,59.2,62.3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,1,1,NA,NA,NA,NA,7,0,0.143,0.143,1,4,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"P4",148,NA,148
"NOAH CARTER","GA TECH",23,34.16,"D","ED",2026,"ACC",77.1,78,61.4,NA,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,NA,NA,NA,NA,15,-0.5,0,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,2,0,0,2,1,0,2,0,0,0,0,0,2,2,0,0,0,"P4",191,NA,191
"CALEB WHEATLAND","MICH STATE",22,34.14,"D","ED",2026,"Big Ten",59.8,34,60,70.4,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,2,NA,NA,NA,NA,7,0,0.286,0,2,14,1,1,0,0,0,0,0,0,79.2,0,0,0.429,0,0,0,0,1,0,0,0,0,0,-1,0,44,1,0.5,0,0,0,1,0,0,1,1,1,0,2,2,0,1,0,"P4",24,NA,24
"MI'QUISE HUMPHREY-GRACE","KENTUCKY",46,34.06,"D","ED",2026,"SEC",65.2,65.2,61.5,60,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,17,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,"P4",66,NA,66
"AMAREE WILLIAMS","MISS STATE",29,34.04,"D","ED",2026,"SEC",69.8,72.3,59,61.3,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,NA,NA,NA,NA,15,-2,0.067,0.333,1,3,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0.333,1,1,1,0.333,1,1,1,0,0,0,3,3,0,0,0,"P4",190,NA,190
"BRIAN ALLEN JR.","VANDERBILT",18,34.03,"D","ED",2026,"SEC",63.7,63.7,60.5,NA,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,NA,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,0,1,0,0,0,0,1,0,1,0,0,2,2,0,0,0,"P4",22,NA,22
"PAUL FITZGERALD","UTAH",22,34.01,"D","ED",2026,"Big 12",63,63.8,59.2,60.6,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0,0,0,0,40,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,"P4",34,NA,34
"CADEN CRAWFORD","IOWA STATE",23,33.13,"D","ED",2026,"Big 12",54.8,61.1,60.5,60,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,2,NA,NA,NA,NA,12,0,0.083,0.083,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,"P4",23,NA,23
"ZION GRADY","OHIO STATE",26,32.89,"D","ED",2026,"Big Ten",74.7,65.1,71.4,60,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,7,0,0,0.143,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,"P4",212,NA,212
"ROMAN PITRE","ARIZONA ST",23,32.34,"D","ED",2026,"Big 12",65.2,48.6,74.2,60,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,1,2,NA,NA,NA,NA,6,0,0.333,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P4",58,NA,58
"BREEON ISHMAIL","PURDUE",15,32.24,"D","ED",2026,"Big Ten",72,62.8,61.6,62.6,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,NA,NA,NA,NA,6,-1,0,0,0,1,0,0,0,0,0,0,0,0,39.6,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,58,2,0,0,1,1,0,1,0,0,1,0,0,2,2,0,1,0,"P4",132,NA,132
"LAKENDRICK JAMES","MISS STATE",23,32.09,"D","ED",2026,"SEC",67.1,68,59.5,60.5,0,0,4,0,0,0,2,2,0,0,0,0,0,0,0,0,1,2,2,NA,NA,NA,NA,11,2.75,0.182,0.455,2,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,4,0,0,4,0,0,0,0,0,4,4,0,0,0,"P4",207,NA,207
"CAMDEN HARDY","WAKE",25,31.72,"D","ED",2026,"ACC",59.7,51.8,66.5,NA,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,9,0,0.111,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,"P4",146,NA,146
"SAM GREENE","KENTUCKY",19,31.55,"D","ED",2026,"SEC",76.2,67.8,63.1,72.6,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,NA,7,3.5,0,0.143,0,4,1,1,3,3,0,0,0,0,79.2,0.75,0,0.25,0,1,0,0,1,0,1,0,0,3,-2,0,2,3,0,1,1,0,0,2,0,0,0,0,0,3,3,1,0,0,"P4",110,NA,110
"LJ MCCRAY","FLORIDA",47,31.21,"D","ED",2026,"SEC",64.9,71.1,58.1,NA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,NA,12,5,0,0.083,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2,0,1,0,0,0,1,1,0,0,0,0,2,2,0,0,0,"P4",159,NA,159
"HERBERT SCROGGINS III","MIAMI FL",22,30.8,"D","ED",2026,"ACC",57.3,52.1,63,NA,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,6,0,0.333,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,"P4",220,NA,220
"MARQUES WHITE","SMU",26,30.67,"D","ED",2026,"ACC",69.8,65.6,67.4,60.8,0,1,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,2,1,NA,NA,NA,NA,14,4,0.071,0.143,1,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,16,2,0.333,1,1,0,0,1,1,0,0,0,1,3,3,0,0,1,"P4",3,NA,3
"LEROY HARRIS III","KANSAS",18,30.43,"D","ED",2026,"Big 12",75.8,72.9,58.7,65.3,0,0,5,0,0,0,2,2,0,0,0,0,0,4,0,0,0,4,2,NA,NA,NA,NA,8,-3,0.125,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,5,0.167,0,4,4,0,4,0,0,1,0,0.5,6,6,0,1,1,"P4",196,NA,196
"BRAD SPENCE","TEXAS",29,30.4,"D","ED",2026,"SEC",67.5,69.5,57.7,63.1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,1,NA,NA,NA,NA,15,3,0.067,0.133,1,12,0,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,1,1,0,0,1,1,0,0,0,0,2,2,0,0,0,"P4",86,NA,86
"THOMAS JOHNSON","CINCINNATI",36,30.24,"D","ED",2026,"Big 12",58.2,53.3,61.3,NA,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,1,0,0,2,NA,NA,NA,NA,8,0,0.25,0.125,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P4",67,NA,67
"CADEN STORY","CLEMSON",25,29.86,"D","ED",2026,"ACC",64.1,64.4,60.1,NA,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,NA,NA,NA,NA,13,0.5,0.077,0.077,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,3,0,1,1,1,0,2,1,0,0,0,0,3,3,0,0,0,"P4",17,NA,17
"CHIDDI OBIAZOR","INDIANA",23,29.81,"D","ED",2026,"Big Ten",80.7,76.4,61.4,61.2,0,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,NA,NA,NA,NA,12,-3,0,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7,2,0,0,1,1,0,1,0,0,1,0,0,2,2,0,1,0,"P4",95,NA,95
"JAEDEN MOORE","PITTSBURGH",22,29.7,"D","ED",2026,"ACC",60.8,60.9,59.5,NA,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P4",107,NA,107
"KYLER JORDAN","BAYLOR",34,29.4,"D","ED",2026,"Big 12",63.9,68,56.9,60,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,NA,NA,NA,NA,12,2.5,0.083,0.167,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,4,0,1,1,0,0,2,1,0,1,0,0,4,4,0,1,0,"P4",45,NA,45
"ELIJAH HILL","KANSAS ST",15,29.39,"D","ED",2026,"Big 12",80.4,78.7,60,NA,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,NA,NA,NA,NA,14,2,0,0.286,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,3,0,0,3,1,0,3,0,0,0,0,0,3,3,0,0,0,"P4",204,NA,204
"EMAR'RION WINSTON","ARIZONA ST",18,29.08,"D","ED",2026,"Big 12",73.7,73.2,62.7,NA,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,NA,NA,NA,NA,10,0,0,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,0,1,1,1,0,1,1,0,0,0,0,2,2,0,0,0,"P4",61,NA,61
"KAMAR MOTHUDI","CAL",33,28.73,"D","ED",2026,"ACC",51.9,63.9,NA,47.8,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,4,NA,NA,NA,NA,14,3,0.071,0.071,1,19,5,1,37,7.4,0,2,0,0,97.5,1.95,1,0.316,0,5,0,3,1,0.053,1,0.4,0,7.4,-1.4,0,3,4,0,1,1,0,0,1,0,0,1,0,0,4,4,1,2,0,"P4",169,NA,169
"PATRICK BAUER","CINCINNATI",30,28.56,"D","ED",2026,"Big 12",71.2,72.2,52.7,79.4,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,NA,NA,NA,NA,8,2.67,0,0.25,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,2,1,0,2,0,0,1,0,0,4,4,0,2,0,"P4",140,NA,140
