"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade"
"WILL HOLMES","ILLINOIS",37,100,"A"
"XAVIER GILLIAM","TENNESSEE",27,98.61,"A"
"BEAR ALEXANDER","OREGON",50,92.3,"A"
"DEVONTE TEZINO","BAYLOR",41,85.92,"A"
"A.J. HOLMES JR.","TEXAS TECH",38,79.29,"B"
"RONDO PORTER","RUTGERS",36,74.65,"B"
"NATE GABRIEL","W VIRGINIA",50,74.55,"B"
"BRYCE HAWTHORNE","IOWA",20,74.51,"B"
"ELI COENEN","MICH STATE",33,74.35,"B"
"DEVAN KENNEDY","IOWA",16,73.86,"B"
"MALCOLM ALCORN-CROWDER","SMU",41,73.32,"B"
"EYAN THOMAS","MARYLAND",15,73.07,"B"
"MATEEN IBIROGBA","TEXAS TECH",37,71.42,"B"
"TREY PIERCE","MICHIGAN",55,71.19,"B"
"JORDAN ALLEN","KANSAS ST",34,70.78,"B"
"NISSI OGBEBOR","SYRACUSE",35,70.63,"B"
"TRENTON TURNER","UCF",26,69.41,"B"
"KARSON KAUFUSI","UTAH",17,67.83,"B"
"BRENDAN FLAKES","NWESTERN",53,67.49,"B"
"JULIEN LAVENTURE","TEXAS TECH",21,67.29,"B"
"MYLACHI WILLIAMS","VA TECH",15,67.06,"B"
"CODY SIGLER","AUBURN",58,66.81,"B"
"JARTAVIUS FLOUNOY","SYRACUSE",20,66.09,"B"
"NICK JAMES","PITTSBURGH",36,65.55,"B"
"JEFFSON LAFONTANT","UCF",21,65.35,"B"
"MATT HERRON","WAKE",27,65.12,"B"
"JIDE ABASIRI","USC",20,64.83,"B"
"JAMES SMITH","OHIO STATE",17,63.03,"B"
"DARIUS WILEY","W VIRGINIA",26,61.23,"B"
"WILL HUBERT","IOWA",20,61.15,"B"
"DEREK COLMAN-BRUSA","WASHINGTON",28,61.01,"B"
"GERARD JOHNSON III","VA TECH",15,60.81,"B"
"EMMANUEL OYEBADEJO","FLORIDA",24,59.89,"C"
"VINCENT CARROLL-JACKSON","GA TECH",48,59.81,"C"
"TOMIWA DUROJAIYE","S CAROLINA",27,59.73,"C"
"IAN GEFFRARD","TEXAS",20,59.63,"C"
"KEVIN MOORER JR.","ARIZONA",19,59.51,"C"
"DILLAN FONTUS","SYRACUSE",29,59.48,"C"
"CHRISTIAN DAVIS","SMU",36,58.54,"C"
"DALLAS AFALAVA","WAKE",28,57.43,"C"
"KJ HENSON","W VIRGINIA",19,57.41,"C"
"MIKESHUN BEELER","MICH STATE",18,57.27,"C"
"CORTEZ HARRIS","VA TECH",16,57.27,"C"
"JOHN WALKER","OHIO STATE",20,56.79,"C"
"HOSEA WHEELER","BAYLOR",41,56.01,"C"
"PRESTON WATSON","DUKE",34,55.87,"C"
"CONNOR BACHHUBER","STANFORD",36,54.67,"C"
"MARAAD WATSON","TEXAS",18,54.63,"C"
"RILEY VAN POPPEL","NEBRASKA",30,53.54,"C"
"JOSH HOUGH","CINCINNATI",30,53.29,"C"
"DYLAN MANUEL","COLORADO",38,53.15,"C"
"KELBY COLLINS","S CAROLINA",20,52.91,"C"
"DJ HICKS","TEXAS A&M",16,52.88,"C"
"JERAMIAH MCCLOUD","FLORIDA",52,52.69,"C"
"JOE HJELLE","INDIANA",31,52.65,"C"
"TAWFIQ THOMAS","GA TECH",56,52.63,"C"
"DREW LOGAN","CINCINNATI",23,52.28,"C"
"BLAKE HEROLD","KANSAS",18,52.28,"C"
"BRYCE BUTLER","TEXAS TECH",16,52.05,"C"
"DARIN CONLEY","WASHINGTON",33,51.87,"C"
"SANTANA HOPPER","COLORADO",42,51.56,"C"
"WYATT GILMORE","OKLAHOMA",16,51.46,"C"
"WILL ECHOLES","OLE MISS",50,51.11,"C"
"KAMREN WASHINGTON","BAYLOR",27,50.91,"C"
"JOURDIN CRAWFORD","AUBURN",21,50.81,"C"
"ANDY BURBURIJA","CLEMSON",44,50.21,"C"
"BRAD GURLEY JR.","UCF",20,50.18,"C"
"A'MAURI WASHINGTON","OREGON",41,49.73,"C"
"LAVON JOHNSON","MARYLAND",16,49.68,"C"
"COREY MCINTYRE JR.","W VIRGINIA",32,49.47,"C"
"KAM FRANKLIN","OLE MISS",39,49.47,"C"
"JAHSEAR WHITTINGTON","NEBRASKA",26,49.45,"C"
"BRENDAN BETT","FLORIDA",44,49.23,"C"
"JAMARI LYONS","FLORIDA",27,49.22,"C"
"DJ REED","MISS STATE",30,49.13,"C"
"ULAVAI FETULI","BYU",20,49.05,"C"
"TRENT WILSON","OKLAHOMA",15,48.92,"C"
"DAYLEN RUSSELL","LOUISVILLE",30,48.55,"C"
"ZAIMIR HAWK","IOWA STATE",23,48.49,"C"
"KALVIN DINKINS","MISS STATE",27,48.42,"C"
"JAMAAL WHYCE JR.","BAYLOR",33,48.02,"C"
"MYRON CHARLES","TEXAS",15,48,"C"
"JUSTIN SCOTT","MIAMI FL",44,47.9,"C"
"JAYDEN JACKSON","OKLAHOMA",23,47.69,"C"
"BRYSON LAMB","IOWA STATE",30,47.63,"C"
"DOMINICK MCKINLEY","LSU",19,47.45,"C"
"IAN JEFFRIES","PURDUE",22,47.41,"C"
"JJ HANNE","GEORGIA",15,47.28,"C"
"JARAY BLEDSOE","MISS STATE",27,47.15,"C"
"KEDRICK BINGLEY-JONES","ALABAMA",18,47.06,"C"
"TYRIQUE TUCKER","INDIANA",40,46.58,"C"
"DALLAS WALKER IV","AUBURN",56,46.4,"C"
"ALEX VANSUMEREN","USC",26,46.35,"C"
"TYLER THOMAS","KENTUCKY",18,45.5,"C"
"JAMARIOUS BROWN","OLE MISS",25,45.14,"C"
"HERO KANU","TEXAS",25,45.12,"C"
"JACE GILBERT","IOWA STATE",19,45.03,"C"
"DARRELL PRATER","ILLINOIS",35,44.93,"C"
"RANDY ADIRIKA","VA TECH",16,44.85,"C"
"TYLER GANT","NWESTERN",49,44.84,"C"
"ENOW ETTA","MICHIGAN",45,44.84,"C"
"KHALIL LAUFAU","HOUSTON",58,44.53,"C"
"JADEN WILLIAMS","KENTUCKY",32,44.49,"C"
"LONDON SIMMONS","ALABAMA",15,44.47,"C"
"JEHIEM OATIS","OLE MISS",15,44.31,"C"
"KAMARI BURNS","KANSAS ST",25,44.29,"C"
"CHRIS MURRAY","AUBURN",41,44.16,"C"
"MARQUAZE PARKER","CINCINNATI",48,44.06,"C"
"MARCUS CALVIN","KANSAS",23,43.93,"C"
"EDDRICK HOUSTON","OHIO STATE",23,43.81,"C"
"FLOYD BOUCARD","USC",15,43.75,"C"
"HORACE LOCKETT","UCF",15,43.7,"C"
"KOLE BRIEHLER","STANFORD",30,43.26,"C"
"JORDAN WALKER","GA TECH",39,42.7,"C"
"TRAVIS BATES","KANSAS ST",32,42.68,"C"
"BLAZEN LONO-WONG","ARIZONA ST",16,42.3,"C"
"TERRANCE GREEN","ALABAMA",16,41.71,"C"
"IMAN OATES","OKLA STATE",27,41.6,"C"
"ANISI PURCELL","BYU",33,41.24,"C"
"ELINNEUS DAVIS","WASHINGTON",23,41.15,"C"
"KESHON GRIFFIN","RUTGERS",37,40.71,"C"
