"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade"
"BRAYDON BRUS","NWESTERN",92,100,"A"
"OWEN HEINECKE","OKLAHOMA",34,86.15,"A"
"SAMMY OMOSIGHO","UCLA",74,84.19,"A"
"MATT ROSE","STANFORD",58,79.94,"B"
"ELIJAH MELENDEZ","AUBURN",78,79.73,"B"
"DAMAINE WILSON","CINCINNATI",33,77.5,"B"
"MASON POSA","WISCONSIN",60,76.37,"B"
"TJ DOTTERY","LSU",33,75.47,"B"
"JONATHAN THOMPSON","CINCINNATI",49,74.2,"B"
"GEORGE BALLANCE","VA TECH",23,73.32,"B"
"KYLE EFFORD","GA TECH",65,73.13,"B"
"EAN RHEA","ILLINOIS",40,72.54,"B"
"CHRIS COLE","GEORGIA",21,71.44,"B"
"MAVERICK BARANOWSKI","MINNESOTA",29,71.28,"B"
"TONY ROJAS","PENN STATE",35,70.64,"B"
"E.J. LIGHTSEY","GA TECH",61,69.14,"B"
"JACOB MANU","WASHINGTON",47,68.65,"B"
"JEREMIAH TELANDER","TENNESSEE",35,68.44,"B"
"TREY LATHAN","KANSAS",26,67.6,"B"
"GABE POWERS","KANSAS ST",29,67.16,"B"
"JEREMIAH ALEXANDER","CLEMSON",55,66.78,"B"
"TAYE BROWN","ARIZONA",41,66.13,"B"
"NATHANIEL STAEHLING","MICHIGAN",50,65.96,"B"
"TROY BOWLES","MICHIGAN",60,65.73,"B"
"ZAYDEN WALKER","GEORGIA",16,65.39,"B"
"SULLIVAN SCHLIMGEN","IOWA STATE",45,64.62,"B"
"ALEXANDER KILGORE","SMU",45,63.59,"B"
"KEON WYLIE","VA TECH",15,62.69,"B"
"VINCENT SHAVERS JR.","NEBRASKA",50,61.83,"B"
"DARIEN WHITAKER JR.","KANSAS ST",17,61.79,"B"
"BRYAN LONGWELL","VANDERBILT",41,61.55,"B"
"KOBIE MCKINZIE","NWESTERN",92,60.8,"B"
"JALEN SMITH","MISS STATE",39,60.6,"B"
"CYRUS POLU","UTAH",38,60.45,"B"
"BEN ROBERTS","TEXAS TECH",47,60.39,"B"
"MASON MURAGIN","ILLINOIS",42,60.08,"B"
"NICK RINALDI","VANDERBILT",34,59.99,"C"
"MILES HALL","BYU",30,59.46,"C"
"MYLES GRAHAM","FLORIDA",64,59.28,"C"
"BRYCE DEAS","AUBURN",37,59.11,"C"
"TAVION WALLACE","KENTUCKY",32,59.11,"C"
"NOAH CHAMBERS","VA TECH",19,58.92,"C"
"VINCENT FIRENZE","WAKE",23,58.35,"C"
"DK GILLEY","RUTGERS",15,58.1,"C"
"CAM WHITE","LOUISVILLE",28,57.55,"C"
"CAM BUFFINGTON","IOWA",28,57.11,"C"
"CARLTON SMITH","MARYLAND",25,56.84,"C"
"JUSTIN WILLIAMS","GEORGIA",18,56.63,"C"
"JOJO HAYDEN","PURDUE",18,56.53,"C"
"ANTHONY PALANO","BOSTON COL",59,56.3,"C"
"TYLER MARTINEZ","COLORADO",49,56.27,"C"
