"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade"
"PRINCEWILL UMANMIELEN","LSU",32,100,"A"
"DOM NICHOLS","MICHIGAN",55,96.69,"A"
"MATAYO UIAGALELEI","OREGON",67,95.13,"A"
"KEYSHAWN JOHNSON","SYRACUSE",25,90.99,"A"
"ISAAC TERRELL","IOWA STATE",27,90.67,"A"
"SINCERE EDWARDS","UCF",23,89.5,"A"
"ZEKE DURHAM-CAMPBELL","W VIRGINIA",49,87.35,"A"
"LAMONT LESTER JR.","COLORADO",23,87.32,"A"
"CHASE KENNEDY","ARIZONA",32,84.47,"A"
"JAMOND MATHIS","TEXAS TECH",28,82.8,"A"
"LATREVEON MCCUTCHIN","HOUSTON",44,82.22,"A"
"SIDNEY STEWART","MARYLAND",20,82.02,"A"
"TYSHON REED JR.","DUKE",34,81.04,"A"
"SAHIR WEST","UCLA",64,77.6,"B"
"JALEN THOMPSON","ARIZONA ST",20,76.35,"B"
"ANELU LAFAELE","MICH STATE",18,74.37,"B"
"HARPER HOLLOMAN","W VIRGINIA",40,73.79,"B"
"MARQUISE LIGHTFOOT","MIAMI FL",47,72.42,"B"
"TAYLOR WEIN","OKLAHOMA",41,71.22,"B"
"TEITUM TUIOTI","OREGON",60,69.86,"B"
"KENYATTA JACKSON JR.","OHIO STATE",35,67.45,"B"
"JORDAN MACK","BAYLOR",35,66.92,"B"
"SEBASTIAN CHEEKS","WISCONSIN",43,66.4,"B"
"JORDAN ROSS","LSU",27,66,"B"
"TAJE MCCOY","GA TECH",45,65.9,"B"
"JACK JANIKOWSKI","IOWA STATE",24,65.18,"B"
"ADAM TRICK","TEXAS TECH",33,64.78,"B"
"EPI SITANILEI","OHIO STATE",20,64.76,"B"
"GARRICK PONDER","BAYLOR",35,64.56,"B"
"BRIAN SIMMS III","CINCINNATI",44,64.2,"B"
"NAHSIR TAYLOR","MARYLAND",23,63.18,"B"
"JOHN HENRY DALEY","MICHIGAN",43,62.67,"B"
"BRYCE DAVIS","DUKE",34,62.67,"B"
"LANCE HOLTZCLAW","UTAH",30,62.45,"B"
"DYLAN CARPENTER","LSU",16,62.21,"B"
"AYMERIC KOUMBA","UCF",24,62.12,"B"
"TJ BUSH JR.","MINNESOTA",25,61.89,"B"
"JARED SMITH","AUBURN",74,61.75,"B"
"JEREMY LEWIS","PURDUE",24,61.67,"B"
"ADEPOJU ADEBAWORE","OKLAHOMA",35,61.46,"B"
"DAVID SANTIAGO","KANSAS",23,61.37,"B"
"ISAIAH NIXON","UCF",19,61.11,"B"
"ASHTON PORTER","HOUSTON",64,61.03,"B"
"JALEN WOODS","UCLA",71,60.9,"B"
"PAT FARRELL","ILLINOIS",47,60.76,"B"
"KAMRAN JAMES","FLORIDA",30,60.21,"B"
"AAKIL WASHINGTON","SMU",46,60.1,"B"
"E'LLA BOYKIN","BOSTON COL",24,59.1,"C"
"LUKE WAFLE","USC",20,59.08,"C"
"DAVID OMOPARIOLA","SYRACUSE",29,59.06,"C"
"COLIN SIMMONS","TEXAS",31,58.94,"C"
"ISAIAH NEAL","PITTSBURGH",30,58.72,"C"
"DARRION SMITH","AUBURN",43,58.4,"C"
"ANTHONY SMITH","MINNESOTA",28,58.11,"C"
"KEN TALLEY","UCF",19,57.61,"C"
"TUNMISE ADELEYE","SYRACUSE",36,56.79,"C"
"JAYDEN WOODS","FLORIDA",55,56.65,"C"
"SOLOMON WILLIAMS","CAL",31,56.3,"C"
"CHARLIE COLLINS","ARKANSAS",20,56.14,"C"
"SUNTARINE PERKINS","OLE MISS",43,55.83,"C"
"COOPER BLOMSTROM","ARIZONA",38,55.52,"C"
"TREY SMITH","PURDUE",17,55.51,"C"
"TOBY ANENE","COLORADO",41,54.9,"C"
"KOBE SMITH","DUKE",20,54.69,"C"
"DARRIS SMITH","MISSOURI",15,53.86,"C"
"JACOB LANE","WASHINGTON",31,53.5,"C"
"LONDON MERRITT","CLEMSON",26,52.46,"C"
"GABE KIRSCHKE","WAKE",32,52.28,"C"
"JEREMIAH JOHNSON","W VIRGINIA",15,52.05,"C"
"TOBI OSUNSANMI","INDIANA",38,51.9,"C"
"WENDELL GREGORY","KANSAS ST",33,51.84,"C"
"ISAIAH WARD","WASHINGTON",29,51.02,"C"
"WILL WHITSON","MISS STATE",36,50.96,"C"
"KENNY SOARES JR.","MICH STATE",38,50.88,"C"
"AJ GREEN","LOUISVILLE",43,49.53,"C"
"TEVARUA TAFITI","STANFORD",56,49.41,"C"
"KEAHNIST THOMPSON","MICH STATE",28,49.25,"C"
"JADYN RAMOS","USC",20,48.7,"C"
"TYREE WEATHERSBY","TENNESSEE",20,48.69,"C"
"IKENNA EZEOGU","PENN STATE",24,48.67,"C"
"ARMONDO BLOUNT","MIAMI FL",28,48.46,"C"
"CALEB BACON","PENN STATE",19,47.79,"C"
"DAMON WILSON II","MIAMI FL",44,47.78,"C"
"LOGAN GEORGE","WASHINGTON",25,47.67,"C"
"ETHAN DAY","UTAH",36,46.87,"C"
"RAMZAK FRUEAN","WASHINGTON",22,46.77,"C"
"BLAKE PURCHASE","OLE MISS",39,46.66,"C"
"BRAYDEN MANLEY","GA TECH",23,46.6,"C"
"BEAU ATKINSON","OHIO STATE",26,45.18,"C"
"YVAN KEMAJOU","PENN STATE",29,44.99,"C"
"RYAN DAVIS","BAYLOR",46,44.96,"C"
"IRA SINGLETON IV","SMU",48,44.02,"C"
"JOSH BURNHAM","INDIANA",26,43.69,"C"
"TYLER THOMPSON","LOUISVILLE",28,43.46,"C"
"CLEV LUBIN","LOUISVILLE",61,42.98,"C"
"FARELL GNAGO","RUTGERS",19,42.69,"C"
"IOSE EPENESA","IOWA",20,42.64,"C"
"MARIYON DYE","TENNESSEE",23,42.53,"C"
"YHONZAE PIERRE","ALABAMA",21,42.51,"C"
"JOE BARNA","ILLINOIS",49,42.51,"C"
"RILEY PETTIJOHN","OHIO STATE",30,42.25,"C"
"DAEDEN HOPKINS","MISSOURI",16,42.17,"C"
"TARVOS ALFORD","OHIO STATE",34,41.97,"C"
"LANGSTON HARDY","WAKE",40,41.79,"C"
"DEMETRIUS BALLARD","BOSTON COL",25,41.72,"C"
"A.J. HOFFLER","GA TECH",24,41.53,"C"
"ANTHONY ADDISON","S CAROLINA",22,41.21,"C"
"DANIEL NDUKWE","INDIANA",30,41.01,"C"
"BLAKE HAWKINS","IOWA STATE",18,40.83,"C"
"BRANDON MACK II","HOUSTON",53,40.81,"C"
"ANTHONY JONES JR.","NEBRASKA",52,40.81,"C"
"KENDAL WALL","BYU",22,40.49,"C"
"NATE BURRELL","CAL",36,39.79,"D"
