"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Position","Season","Conference","Defensive.Grades","Run.Defense.Grade","Pass.Rush.Grade","Coverage.Grade","Batted.Passes","Assistant","Stops","Sacks","NFL.Sacks","Hits","Hurries","Total.Pressures.Generated","Beaten.Defender","Pass.Break.Up","Interception","Forced.Fumble","Fumble.Recovery","Tackle.for.Loss.or.No.Gain","Dropped.Int","Pursuit.Pressure","Unblocked.Pass.Rush","First.Contact","Negative.Plays","Pass.Rush.Plays","Pass.Rush.Win.Percentage","Pass.Rush.Pressure.Percentage","Pass.Rush.Productivity","Run.Defense.Plays","Average.Depth.of.Tackle","Negative.Rush.Defense.Percentage","Positive.Rush.Defense.Percentage","Number.of.Negative.Plays","Coverage.Snaps","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","Yards.per.Reception.Allowed","Touchdowns.Allowed","First.Downs.Allowed","Interceptions","Forced.Incompletions","Passer.Rating.Allowed","Receiving.Yards.Allowed.per.Snap","Plays.of.15..Yards.Allowed","Successful.Plays.Percentage","Sacks.per.Throwaway","Open.Targets","Drops...Off.Targets.Receptions.Forced","Total.Negative.Plays","Total.Positive.Plays","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Average.Depth.of.Target.per.Coverage","Forced.Incompletion.Percentage","Jersey.Number","Total.Tackles","Missed.Tackle.Percentage","Assist.Tackles","Run.Stop","Run.Tackle.for.Losss.or.No.Gain","Missed.Tackle.Percentage.on.Run.Plays","Tackles.on.Run.Plays","Assist.Tackles.on.Run.Plays","Missed.Tackles.on.Run.Plays","Pass.Stop","Pass.Tackle.for.Loss.or.No.Gain","Pass.Missed.Tackles.Percentage","Total.Tackle.Snaps","Total.Tackles..Sacks...Assists...Sacks...Missed.","Assist.on.Pass.Plays","Tackles.on.Pass.Plays","Missed.Tackles.on.Pass.Plays","Conference_Level","Row_ID","row_id"
"EAMON SMALLS","KANSAS",34,65.75,"B","DI",2026,"Big 12",77.7,87.5,71.2,NA,0,0,3,0,0,0,1,1,1,0,0,0,0,3,0,0,0,2,2,7,0.286,0.143,7.1,27,-1,0.074,0.259,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,3,0,0,3,3,0,3,0,0,0,0,0,3,3,0,0,0,"P4",110,110
"DAVID STONE","OKLAHOMA",42,65.06,"B","DI",2026,"SEC",69,72.7,58.4,NA,0,3,4,1,0,0,0,1,1,0,0,0,0,2,0,0,0,4,2,22,0.091,0.045,4.5,20,0.75,0.1,0.25,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,0,3,4,2,0,4,3,0,0,0,0,8,8,0,0,0,"P4",177,177
"JASON MOORE","OHIO STATE",25,63.91,"B","DI",2026,"Big Ten",82.3,82.1,63.9,NA,0,1,3,1,0,0,0,1,0,0,0,0,0,1,0,1,0,3,0,9,0,0.111,11.1,16,1,0,0.313,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,5,0,1,3,1,0,3,1,0,0,0,0,5,5,0,0,0,"P4",87,87
"CODY SIGLER","AUBURN",55,63.04,"B","DI",2026,"SEC",77,80.3,57.9,NA,0,1,6,0,0,0,2,2,0,0,0,0,0,2,0,1,0,6,6,18,0.056,0.111,5.6,37,1.33,0.162,0.432,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,7,0.222,1,6,2,0.222,6,1,2,0,0,0,9,9,0,0,0,"P4",187,187
"ANSEL DIN-MBUH","TCU",42,60.47,"B","DI",2026,"Big 12",76.8,81.3,58.5,NA,0,4,4,0,0,0,0,0,1,0,0,0,0,2,0,0,0,4,1,22,0.045,0,0,20,0.75,0.05,0.35,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,8,0,3,5,2,0,5,2,0,0,0,0,8,8,1,0,0,"P4",117,117
"QUENCY WIGGINS","COLORADO",16,60.07,"B","DI",2026,"Big 12",81.3,81.8,57.5,NA,0,1,4,0,0,0,1,1,0,0,0,0,0,1,0,1,0,5,0,4,0,0.25,12.5,12,4.4,0,0.417,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,6,0,1,4,1,0,5,1,0,0,0,0,6,6,0,0,0,"P4",36,36
"WILL HUBERT","IOWA",18,58.58,"C","DI",2026,"Big Ten",83.7,82.9,64.1,NA,0,1,3,0,0,1,0,1,0,0,0,0,0,2,0,0,0,3,0,9,0.111,0.111,5.6,9,0.67,0,0.444,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,4,0,1,3,2,0,3,1,0,0,0,0,4,4,0,0,0,"P4",29,29
"TRAEVON MITCHELL","BAYLOR",36,57.6,"C","DI",2026,"Big 12",72.5,75.2,71,60,0,0,2,0,0,1,2,3,1,0,0,0,0,2,0,0,0,2,1,24,0.167,0.125,6.3,11,-1.5,0,0.182,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,2,0,0,2,2,0,2,0,0,0,0,0,2,2,0,0,0,"P4",186,186
"XAVIER GILLIAM","TENNESSEE",35,57.27,"C","DI",2026,"SEC",81.8,84.8,61.3,NA,0,0,4,0,0,0,1,1,0,0,0,0,0,3,0,0,0,4,0,17,0.059,0.059,2.9,18,0.5,0,0.278,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,0,0,4,3,0,4,0,0,0,0,0,4,4,0,0,0,"P4",156,156
"JACE GILBERT","IOWA STATE",20,56.68,"C","DI",2026,"Big 12",70.1,52.9,84.8,NA,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,0,1,1,2,9,0.333,0.444,22.2,11,5,0.182,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,"P4",214,214
"JOSEPH ANDERSON","IOWA",20,56.54,"C","DI",2026,"Big Ten",71.6,60.8,71,NA,0,0,1,1,0,1,1,3,1,0,0,0,0,0,0,2,0,1,0,15,0.133,0.2,13.3,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,"P4",200,200
"TAWFIQ THOMAS","GA TECH",39,56.47,"C","DI",2026,"ACC",91.8,94.2,64.1,60,0,0,3,0,0,0,0,0,1,0,0,1,0,2,0,0,0,3,3,10,0.1,0,0,28,1.5,0.107,0.357,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,4,0,0,3,2,0,4,0,0,0,0,0,4,4,0,0,0,"P4",26,26
"JALEN MARSHALL","MISSOURI",30,55.76,"C","DI",2026,"SEC",79.8,80.8,62.6,NA,1,1,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,13,0,0,0,17,-1,0,0.235,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,4,0,1,3,3,0,3,1,0,0,0,0,4,4,0,0,0,"P4",38,38
"KEVIN MOORER JR.","ARIZONA",37,54.9,"C","DI",2026,"Big 12",75.3,67.5,75.9,59.3,0,0,1,0,0,2,1,3,0,0,0,0,0,1,0,1,0,2,1,26,0.077,0.115,5.8,10,-2,0.1,0.2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,"P4",267,267
"ALEX VANSUMEREN","USC",48,53.09,"C","DI",2026,"Big Ten",49.8,43.2,73,53.4,0,1,1,1,0,1,1,3,1,0,0,0,0,0,0,2,0,1,4,30,0.067,0.1,6.7,16,0,0.188,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,91,3,0,1,0,0,0,0,1,0,1,0,0,3,3,0,1,0,"P4",46,46
"HAMMOND RUSSELL IV","WISCONSIN",21,52.74,"C","DI",2026,"Big Ten",75.8,73.1,62.4,61.4,0,1,2,0,0,0,2,2,0,0,0,0,0,2,0,1,0,3,1,13,0.077,0.154,7.7,8,0,0.125,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,3,0.25,1,1,1,0.333,1,1,1,1,1,0,4,4,0,1,0,"P4",14,14
"JOSH HOUGH","CINCINNATI",22,52.45,"C","DI",2026,"Big 12",77.3,73.8,68.7,NA,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,14,0,0.071,7.1,8,0,0,0.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,3,0,2,0,0,0,0,2,0,1,0,0,3,3,0,0,0,"P4",11,11
"HERO KANU","TEXAS",27,52.43,"C","DI",2026,"SEC",79.2,80.9,64.8,NA,1,0,2,0,0,0,2,2,0,0,0,0,0,1,0,1,1,2,0,19,0,0.105,5.3,8,-2.5,0,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,2,0,0,2,1,0,2,0,0,0,0,0,2,2,0,0,0,"P4",62,62
"NICK JAMES","PITTSBURGH",60,51.81,"C","DI",2026,"ACC",71.7,77.3,57.8,NA,0,0,3,1,0,0,1,2,0,0,0,0,0,2,0,0,1,6,3,32,0.031,0.063,4.7,28,-0.5,0.107,0.25,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,3,0,0,2,2,0,2,0,0,1,0,0,3,3,0,0,0,"P4",28,28
"TAVION GADSON","KENTUCKY",50,51.79,"C","DI",2026,"SEC",67.6,70.3,59.6,60,0,0,4,0,0,1,1,2,0,0,0,0,0,2,0,0,1,2,2,31,0.032,0.065,3.2,19,0.33,0.105,0.211,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,4,0,0,2,1,0,2,0,0,2,1,0,4,4,0,2,0,"P4",128,128
"ZAIMIR HAWK","IOWA STATE",20,51.4,"C","DI",2026,"Big 12",73.2,64.6,73.1,NA,0,1,1,0,0,1,1,2,1,0,0,0,0,0,0,1,0,3,1,11,0.182,0.182,9.1,9,2,0.111,0.222,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,1,1,0,0,1,1,0,0,0,0,2,2,0,0,0,"P4",124,124
"JOHN WALKER","OHIO STATE",20,51.16,"C","DI",2026,"Big Ten",70.4,65.1,68.4,NA,0,1,0,0,0,2,0,2,1,0,0,0,0,0,0,2,0,0,1,12,0.083,0.167,8.3,8,0,0.125,0.25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,"P4",121,121
"JERAMIAH MCCLOUD","FLORIDA",46,51.08,"C","DI",2026,"SEC",67,59.4,63.5,61.3,0,1,2,0,0,0,5,5,0,0,0,0,0,0,0,2,0,1,3,30,0.1,0.167,8.3,16,2.5,0.188,0.125,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,3,0,1,2,0,0,2,0,0,0,0,0,3,3,1,0,0,"P4",246,246
"DEUCE GERALDS","LSU",47,51.08,"C","DI",2026,"SEC",74.5,71.7,69.1,60,0,1,1,0,0,0,1,1,5,0,0,0,0,0,0,1,0,2,0,33,0.152,0.03,1.5,13,2.5,0,0.154,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,3,0,1,1,0,0,2,1,0,0,0,0,3,3,0,0,0,"P4",264,264
"MICAH AMEDEE","BOSTON COL",36,50.93,"C","DI",2026,"ACC",65.4,63.2,64,NA,0,2,3,1,0,0,0,1,1,0,0,0,0,0,0,1,0,4,2,20,0.05,0.05,5,16,3,0.125,0.188,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,5,0.167,2,2,0,0.2,2,2,1,1,0,0,6,6,0,0,0,"P4",252,252
"NATE GABRIEL","W VIRGINIA",60,50.22,"C","DI",2026,"Big 12",62.8,59,64.5,60,0,4,1,0,0,1,1,2,0,0,0,0,0,0,0,1,0,1,2,34,0.029,0.059,2.9,26,3,0.077,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,5,0,4,1,0,0,1,3,0,0,0,0,5,5,1,0,0,"P4",166,166
"DILLAN FONTUS","SYRACUSE",26,50.17,"C","DI",2026,"ACC",71.3,68.8,65.4,60,0,1,1,0,0,0,2,2,1,0,0,0,0,1,0,1,1,2,1,12,0.083,0.167,8.3,14,0,0.071,0.214,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,2,0,1,0,0,0,0,1,0,1,1,0,2,2,0,1,0,"P4",83,83
"NISSI OGBEBOR","SYRACUSE",43,49.93,"C","DI",2026,"ACC",75.2,72.7,65.9,61.1,0,1,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,1,24,0.125,0.125,6.3,19,7,0.053,0.316,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,5,0.167,1,1,0,0.2,3,1,1,1,0,0,6,6,0,1,0,"P4",243,243
"ZACH LOHAVICHAN","WAKE",45,49.24,"C","DI",2026,"ACC",78.3,74.4,63.1,67.9,0,3,1,0,0,0,2,2,0,0,0,0,0,1,0,0,0,1,1,21,0.095,0.095,4.8,24,0,0.042,0.208,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,4,0,3,0,0,0,0,3,0,1,1,0,4,4,0,1,0,"P4",12,12
"NOLAN VILS","WISCONSIN",17,49.06,"C","DI",2026,"Big Ten",67.7,64.5,65.8,NA,0,0,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3,3,7,0.143,0.143,14.3,10,1.33,0.3,0.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,4,0.2,0,3,1,0.25,3,0,1,1,0,0,5,5,0,0,0,"P4",134,134
"DAVID OKE","ARKANSAS",36,48.87,"C","DI",2026,"SEC",70.5,67.2,67.9,NA,0,0,3,1,0,1,0,2,0,0,0,0,0,0,0,0,0,3,2,15,0.133,0.133,10,21,2,0.095,0.143,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,3,0,0,2,0,0,2,0,0,1,0,0,3,3,0,0,0,"P4",78,78
"ANTHONY BRITTON","VIRGINIA",41,48.67,"C","DI",2026,"ACC",78,75.9,68.4,NA,0,0,3,0,0,0,2,2,0,0,0,0,0,1,0,0,0,5,1,13,0.154,0.154,7.7,28,2.33,0.036,0.25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,3,0.25,0,3,1,0.25,3,0,1,0,0,0,4,4,0,0,0,"P4",133,133
"COLBY CRONK","NC STATE",20,47.29,"C","DI",2026,"ACC",67.7,61.8,65.2,60,0,1,1,0,0,0,4,4,0,0,0,0,0,1,0,1,0,2,1,18,0.167,0.222,11.1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,2,0.333,1,0,0,0,0,1,0,1,1,0.5,3,3,0,1,1,"P4",225,225
"JADEN WILLIAMS","KENTUCKY",45,46.88,"C","DI",2026,"SEC",76.9,63.3,74,62.3,0,2,1,0,0,0,3,3,1,0,0,0,0,0,0,0,0,2,3,27,0.148,0.111,5.6,18,0,0.111,0.111,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,3,0.25,2,0,0,0,0,2,0,1,0,0.5,4,4,0,1,1,"P4",42,42
"SEAN FITZSIMMONS","PITTSBURGH",57,46.85,"C","DI",2026,"ACC",73.6,76.3,61.5,60,0,1,2,1,0,0,0,1,1,0,0,0,0,0,0,1,0,3,2,28,0.036,0.036,3.6,29,0,0.069,0.31,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,3,0.25,1,0,0,0.5,0,1,1,2,0,0,4,4,0,1,0,"P4",27,27
"SANTANA HOPPER","COLORADO",58,46.51,"C","DI",2026,"Big 12",59.2,66.8,53.1,NA,0,0,4,0,0,0,2,2,0,0,0,0,0,3,0,1,0,5,8,20,0.05,0.1,5,38,-0.5,0.184,0.237,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,4,0.333,0,4,3,0.2,4,0,1,0,0,1,6,6,0,0,1,"P4",41,41
"CHIDDI OBIAZOR","INDIANA",30,46.28,"C","DI",2026,"Big Ten",71.4,64.5,71.1,60,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,0,1,0,0,16,0.188,0.25,12.5,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P4",107,107
"BEN ROBERTS","MICH STATE",41,45.78,"C","DI",2026,"Big Ten",78.9,75.9,70.9,NA,0,0,1,0,0,0,2,2,1,0,0,0,0,1,0,0,0,2,1,15,0.2,0.133,6.7,26,0,0.039,0.192,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,"P4",68,68
"BRYCE HAWTHORNE","IOWA",17,45.51,"C","DI",2026,"Big Ten",76.7,67.1,73.3,NA,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,11,0.273,0.273,13.6,6,0,0,0.167,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P4",148,148
"JIDE ABASIRI","USC",52,45.47,"C","DI",2026,"Big Ten",69.5,71.5,64.6,59.3,0,1,2,0,0,0,0,0,4,0,0,0,0,1,0,0,0,2,1,34,0.118,0,0,17,3,0.059,0.176,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,97,3,0,1,2,1,0,2,1,0,0,0,0,3,3,0,0,0,"P4",157,157
