"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade"
"JOHN NESTOR","MINNESOTA",52,100,"A"
"BRYCEN SCOTT","LOUISVILLE",58,90.73,"A"
"MASON LEWIS","VANDERBILT",48,85.56,"A"
"JAMARI SHARPE","INDIANA",58,84.61,"A"
"ETHAN O'CONNOR","MIAMI FL",54,84.3,"A"
"NICK TAYLOR","W VIRGINIA",61,84.05,"A"
"KALEB COST","N CAROLINA",44,81.57,"A"
"LEVAR THORNTON JR.","BAYLOR",67,80.41,"A"
"MO HORN","OKLA STATE",25,80.32,"A"
"DEVON JORDAN","BAYLOR",65,79.12,"B"
"VICARI SWAIN","S CAROLINA",68,76.82,"B"
"ERIC FLETCHER JR.","WISCONSIN",35,76.35,"B"
"TANNER HECKEL","ILLINOIS",32,75.88,"B"
"CAYDEN DANIELS","VANDERBILT",60,73.86,"B"
"JETT JEFFERSON","MISS STATE",75,73.46,"B"
"DAVIN MARTIN","TEXAS TECH",77,73.32,"B"
"JABARI MACK","LOUISVILLE",71,73.2,"B"
"BYRON BALDWIN JR.","INDIANA",34,72.14,"B"
"JOSH FUSSELL","NWESTERN",62,71.95,"B"
"BRADEN TURNER","NWESTERN",60,71.79,"B"
"CHRIS GRAVES JR.","MISSOURI",57,71.75,"B"
"ANTWAN PEEK JR.","CINCINNATI",57,70.35,"B"
"DONOVAN JONES","NEBRASKA",46,70.02,"B"
"BRYCE WEST","WISCONSIN",31,69.74,"B"
"ANTONIO WATTS","LOUISVILLE",69,69.66,"B"
"SOMAD EADDY","WAKE",21,68.94,"B"
"ELIJAH DAVIS","UTAH",30,68.63,"B"
"REGGIE BUSH II","BAYLOR",16,68.14,"B"
"BO MASCOE","TEXAS",51,67.85,"B"
"JACOBE JOHNSON","OKLAHOMA",21,67.74,"B"
"RASHAD GODFREY JR.","IOWA",31,67.65,"B"
"BRANDEN STROZIER","CLEMSON",22,67.43,"B"
"TY REDMOND","TENNESSEE",52,67,"B"
"COURTLAND GUILLORY","OKLAHOMA",53,66.86,"B"
"NEHEMIAH CHANDLER","FLORIDA ST",33,66.74,"B"
"RICKY FLETCHER","CAL",30,66.56,"B"
"DEZZ RICKS","TEXAS A&M",30,66.56,"B"
"ASHTON HAMPTON","CLEMSON",67,66.16,"B"
"AUDAVION COLLINS","PENN STATE",33,65.45,"B"
"KHMORI HOUSE","ARKANSAS",44,65.39,"B"
"NILES DAVIS","CAL",18,65.1,"B"
"JAYDEN BELLAMY","UCF",32,64.7,"B"
"AYDAN WEST","MINNESOTA",49,64.67,"B"
"BRAYLON CONLEY","GEORGIA",15,64.47,"B"
"DARION JONES","IOWA",25,64.34,"B"
"HASAAN SYKES","KENTUCKY",83,64.24,"B"
"CHUCK MCDONALD III","ALABAMA",15,64.21,"B"
"BRANDON NICHOLSON","STANFORD",49,63.71,"B"
"ALEX GRAHAM","USC",15,63.53,"B"
"JAHLIL FLORENCE","MISSOURI",39,63.42,"B"
"BRIAN NELSON II","NC STATE",65,63.4,"B"
"TERHYON NICHOLS","KENTUCKY",66,63.4,"B"
"CHRIS PEAL","SYRACUSE",52,63.36,"B"
"DANIEL COBBS","BAYLOR",55,63.28,"B"
"KELLEY JONES","MISS STATE",75,63.07,"B"
"ELLIOT WASHINGTON II","CLEMSON",51,63.03,"B"
"KYON LOUD","DUKE",42,62.95,"B"
"JOKER JOHNSON","ARKANSAS",56,62.87,"B"
"ZION TRACY","PENN STATE",36,62.35,"B"
"TYRONE COTTON III","IOWA STATE",22,61.79,"B"
"TRISTAN DUNN","CAL",17,61.78,"B"
"DAIQUAN WHITE","GA TECH",40,61.57,"B"
"DAVID COFFEY","IOWA STATE",28,61.45,"B"
"TRUDELL BERRY","OKLA STATE",18,61.33,"B"
"RYLAND GANDY","INDIANA",59,61.27,"B"
"JAY'VION COLE","ARIZONA",44,61.05,"B"
"JYAIRE HILL","MICHIGAN",33,60.9,"B"
"JOSHUA CLARKE","VA TECH",58,60.63,"B"
"JAYLEN WATSON","IOWA",23,60.56,"B"
"MATTHIAS LEACH","BYU",20,60.49,"B"
"ANTONIO KITE","OLE MISS",54,60.18,"B"
"RAION STRADER","PITTSBURGH",58,59.94,"C"
"JAMARE GLASKER","MARYLAND",74,59.85,"C"
"JAYVEN WILLIAMS","BYU",38,59.75,"C"
"RUKEEM STROUD","UCF",23,59.65,"C"
"SIONE LAULEA","MISSOURI",58,59.58,"C"
"NAIIM PARRISH","MINNESOTA",19,59.49,"C"
"SHELTON LEWIS","ARKANSAS",40,59.44,"C"
"DESHAUN LEE","IOWA",23,59.29,"C"
